,date,press,title,content,link
15431,2020.01.05.,중도일보,"설 다가오니 장바구니 들썩? 건오징어·양배추 상승, 한우·굴은 하락",  방울토마토는 15.3%가 상승했는데 생육기 기상악화로 바이러스와 병충해가 많아 지난달 12월 출하량이 전년보다 3% 감소한 것이 주원인이 됐다. 방울토마토는 ㎏에 1만115원이다. 양배추 한 포기도 4706원으로 지난주보다... ,http://www.joongdo.co.kr/main/view.php?key=20200105010001202
15448,2020.01.06.,농장에서식탁까지,[특집기획-종자산업 미래는(1)]고부가가치 '끝판왕' 종자(seed),"  실제 농림수산식품기술기획평가원이 발표한 GSP 1단계 사업(2012~2016년까지) 중 핵심연구실적 자료에 따르면 병충해에 강한 토마토 품종, 파프리카 품종, 양배추 품종 개발이 성공적으로 진행됐고 시장화도 된 것으로... ",http://www.farminsight.net/news/articleView.html?idxno=4874
15450,2020.01.06.,뉴스1,당도 뛰어난 '젤리토마토' 제주 새 소득작물 자리 노린다,  신품종 젤리토마토가 새로운 소득작물로 부상할 수 있을지 관심을 끈다. 제주 서부농업기술센터는 오는 7일 서부센터 시설원예실증하우스에서 젤리토마토 실증사업 현장평가회를 연다고 6일 밝혔다 젤리토마토는... ,http://news1.kr/articles/?3809625
16093,2020.02.13.,경북신문,경주 귀농 1세대 소정호 회장 ˝`토마토 축제`열고 분말 만드는게 꿈˝,  살포해 병충해를 예방한다. 친환경 제재는 한 번 살포하는데 수십만원씩 들어가는 고가로 일반 농약에 비해... 더 이상 자라면 병충해를 견디지 못하기 때문이다. 소 회장은 초장기에 방울토마토를 재배해 일본으로... ,http://www.kbsm.net/default/index_view_page.php?idx=268924&part_idx=320
16406,2020.03.04.,월간원예,"농업궁금증_Q&A 토마토, 멜론, 고추, 오이","  원예특작과학원 환경과의 병충해 정밀검정 결과 토마토반점위조바이러스(TSWV)가 검출되었고, 토양 검정... ▲ 병충해 예찰과 상토 검정 결과 이상 증상을 유발할 만한 특이한 점이 없었음에도 불구하고 생육이 매우... ",http://www.hortitimes.com/news/articleView.html?idxno=24387
16507,2020.03.11.,농장에서식탁까지,반복되는 연작장해 '쏘일킹'으로 잡아볼까,"  국내에서는 이 제품은 딸기, 참외, 토마토, 수박 등 16개 작물의 뿌리혹선충, 무씨스트선충, 시들음병, 뿌리썩음병, 뿌리혹병 등 다양한 토양 병충해에 등록됐다. 특히 봄이 다가오는 시기 토양 관리에 더욱 만전을... ",http://www.farminsight.net/news/articleView.html?idxno=5744
17298,2020.04.21.,한경비즈니스언론사 선정,“한국 ‘상승’·일본 ‘하락’… 전쟁도 못 바꾼 OECD 순위 코로나로 바뀔 ...,  사람들이 오랫동안 금융의 창으로 세상을 바라봤다면 지금은 공장 가동률과 무역 감소 폭이 어떻게 될 것인지 또 농업에서 올해 농사가 흉년인지 풍년인지가 더 중요합니다. 일례로 스페인은 세계 토마토의 주요... ,http://magazine.hankyung.com/business/apps/news?popup=0&nid=01&c1=1001&nkey=2020042001273000331&mode=sub_view
17596,2020.05.01.,중도일보,"청양군, 원예작물 바이러스 2분이면 진단 끝","  과수작물은 까딱하면 병충해가 생겨 1년 농사가 도로아미타불이 되는 경우가 많다""며 ""농사는 1년농사기 때문에 망치면 피해도 크고 상심도 크다. 진단키트로 토마토 병해충을 미리미리 막아 잘 키우겠다""고 환하게... ",http://www.joongdo.co.kr/web/view.php?key=20200501010000239
17689,2020.05.05.,기호일보,"인천시, 토마토 농가 난방비는 줄이고 품질은 높이는 효과 얻어","  또 시설 내 습도를 낮추는 쾌적한 통풍으로 병충해를 예방하고 온습도 조절된 환기로 이산화탄소를 적기에 공급해 토마토 생육 증진과 품질 향상에 따른 소득이 11% 증가했다. 시 농업기술센터 관계자는 ""시설 재배에서... ",http://www.kihoilbo.co.kr/news/articleView.html?idxno=865015
17692,2020.05.05.,경인매일,"인천농업기술센터, 과채류 에너지 절감 패키지 사업'효과 톡톡","  또한, 시설 내 습도를 낮추는 쾌적한 통풍으로 병충해 예방, 온습도 조절된 환기로 CO₂적기 공급, 화분매개용 수정 벌의 활동이 활발해져 토마토 생육증진과 품질향상에 따른 소득이 11% 증가했다. 한창 완숙토마토를... ",http://www.kmaeil.com/news/articleView.html?idxno=221164
17862,2020.05.12.,군포시민신문,"군포도시농부, 입하에 고구마 밭 준비","  배추나 열무에는 벌레가 많이 모여드는 시기라 해충들을 손으로 보이는 족족 잡아주고 자연농약으로 병충해를 방지한다. 작물에 웃거름을 주거나 북주기, 토마토 등의 곁순 따기, 잎채소 솎아주기 등 농사가... ",http://www.mediagunpo.co.kr/sub_read.html?uid=10281§ion=sc1
17992,2020.05.15.,뉴스토마토,"프로듀싱 조동희, 마스터링 조동익…사우스카니발, 새 EP ‘Cloud9’","  뉴스토마토 = 권익도 기자 | 앨범을 재생하는 순간 한 해의 풍작과 만선을 기원하는 제주 굿의 세계를 맞닥뜨린다. 징, 북, 설쇠, 요령 같은 악기들이 아프리카 토속 리듬과 뒤섞여 춤을 춘다. 제주민들 한과 염원의... ",http://www.newstomato.com/ReadNews.aspx?no=972276
18430,2020.05.27.,브릿지경제,"롯데마트, 코로나19 피해 농가 과일·채소 20% 할인 판매","  농업관측소에 따르면 감귤 농가의 경우 예년에 비해 풍작이었지만 소비 침체로 전년 대비 출하량이 약 300톤 가량 줄어들며 판매처 확보가 시급한 상황이다. 이에 롯데마트는 이번 행사에서 참외, 수박, 감귤, 토마토... ",http://www.viva100.com/main/view.php?key=20200527010007567
19733,2020.06.12.,한국농어민신문,현장에서 만난 우수 농업경영인 <67>김미호 옥경식품 대표,"  가뭄에?단비?격이다.?총사업비는?대략?2억7000만원?상당.?꾸러미에는?화순지역에서?생산되는?찹쌀(2kg),?유기농쌀(4kg),?양파(1kg),?방울토마토(300g),?무(1kg)를?담았다. 김미호?씨는?“직접?가져간?유치원은?택배비... ",http://www.agrinet.co.kr/news/articleView.html?idxno=177569
19994,2020.06.16.,뉴스토마토,"""LNG선 발주 언제쯤""…속타는 조선사들",  뉴스토마토 = 최유라 기자 | 올해 들어 국내 조선업계가 수주가뭄에 시달리고 있다. 수주곳간이 갈수록... 올해 들어 국내 조선업계가 수주가뭄에 시달리고 있다. 수주곳간이 갈수록 줄어드는 가운데 LNG선을 제외한... ,http://www.newstomato.com/ReadNews.aspx?no=978151
20878,2020.06.25.,오마이뉴스,"장미꽃에 얼굴을 파묻은 청개구리, 이런 광경이라니",  ▲ ?토마토 ⓒ 최오균 잔디정원으로 눈길을 돌리니 가뭄으로 시름시름 노래지던 잔디가 파릇파릇 생기를 되찾고 있다. 정원 끝에는 옥수수도 성큼 자라 성벽을 이루고 있다. 옥수수꽃이 피어나고 있다. 곧 하모니카처럼... ,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002653051&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
20991,2020.06.26.,뉴스토마토,(토마토칼럼)이게 다 아베 덕분이다,  뉴스토마토 = 이승형 기자 | 지난 17일 가뭄 속 단비처럼 반가운 소식이 전해졌다. SK가 반도체를 만드는 데 반드시 필요한 불화수소 가스를 양산한다는 소식이었다. 지금껏 100% 가까이 일본에서 수입해서 써야 했던 소재를... ,http://www.newstomato.com/ReadNews.aspx?no=980317
21013,2020.06.26.,뉴스토마토,"삼성ENG, 멕시코 정유 프로젝트 추가 계약",  뉴스토마토 = 김응열 기자 | 코로나19로 해외 수주 가뭄이 이어지는 가운데 삼성엔지니어링이 멕시코에서 추가 계약을 성사시켰다. 삼성엔지니어링은 지난 24일(현지시각) 멕시코 '도스보카스 정유 프로젝트'의 파일... ,http://www.newstomato.com/ReadNews.aspx?no=980412
21788,2020.07.07.,KBS,농작물 병충해 기승…이번엔 토마토·고추,  토마토 가지에 병충해가 생겨 뿌리째 뽑아 버린 겁니다. 1.5mm 길이 갈색 벌레인 꽃노랑총채벌레가 옮기는... 땅에서 발생하는 등 바이러스 병충해도 확산되고 있어 농민들의 시름이 커지고 있습니다. KBS 뉴스 김영준입니다. ,http://news.kbs.co.kr/news/view.do?ncd=4488973&ref=A
22028,2020.07.11.,팜앤마켓매거진,"청양군농업기술센터, 고추 생육 집중 관리",  특히 꽃노랑총채벌레는 토마토반점위조바이러스(칼라병)로 큰 피해를 줄 수 있다.한종권 소장은 “최근 이상기후 현상으로 인해 여러 가지 형태의 병충해가 발생하고 있다”면서 “고추 생육 기간과 기후변화에 따른 관리... ,https://www.farmnmarket.com/news/article.html?no=12989
22067,2020.07.13.,신아일보,"파주, 스마트농업 테스트베드 하우스서 첫 방울토마토 수확",  현재 시험 재배중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도?90%?이상의 착과율과 평균 당도?10Brix?이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다. 스마트농업 테스트베드... ,http://www.shinailbo.co.kr/news/articleView.html?idxno=1298697
22071,2020.07.13.,경기도민일보,파주시 스마트농업 테스트베드 하우스서 방울토마토 첫 수확,  현재 시험 재배 중인 방울토마토는 복합환경 시스템 운영으로 기후온난화 가속화에도 90% 이상의 착과율과 평균 당도 10Brix 이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다. 스마트농업 테스트베드 교육장에서는... ,http://www.kgdm.co.kr/news/articleView.html?idxno=706157
22073,2020.07.13.,기호일보,"파주시, 스마트농협 시험하우스에서 첫 방울토마토 수확",  현재 시험재배 중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도 90% 이상 착과율과 평균 당도 10Brix(브릭스) 이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다. 시는 스마트농업이 실천가능한... ,http://www.kihoilbo.co.kr/news/articleView.html?idxno=876356
22083,2020.07.13.,경인일보,파주시 스마트농업 시험포장 방울토마토 시험재배 성공… 당도 10b 이상 높아,  수확한 방울토마토는 기후 온난화에 따른 대기 온도 상승에도 90% 이상의 착과율을 보였으며 평균 당도는 10Brix 이상으로 상당히 높고 병충해에도 강한 것으로 확인됐다. 일반 비닐하우스 재배의 경우 수확기에 따라... ,http://www.kyeongin.com/main/view.php?key=20200713010002791
22087,2020.07.13.,국제뉴스,"파주시, 스마트농업 테스트베드 교육장...첫 방울토마토 수확",  현재?시험?재배중인?방울토마토는?복합환경시스템?운영으로?기후온난화?가속화에도?90%?이상의?착과율과?평균?당도?10Brix?이상으로?단맛이?강하고?병충해에?강한?것으로?확인됐다. 스마트농업?테스트베드... ,http://www.gukjenews.com/news/articleView.html?idxno=2035608
22088,2020.07.13.,파이낸셜뉴스,파주시 스마트농업 테스트베드 방울토마토 첫 수확,  현재 시험 재배 중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도 90% 이상 착과율과 평균 당도 10Brix 이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다. 스마트농업 테스트베드 교육장은... ,http://www.fnnews.com/news/202007131042577970
22090,2020.07.13.,위키트리,"파주시, 스마트농업 테스트베드 방울토마토 첫 수확",  현재 시험 재배중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도 90% 이상의 착과율과 평균 당도 10Brix 이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다.스마트농업 테스트베드 교육장에서는... ,https://www.wikitree.co.kr/articles/551494
22093,2020.07.13.,이데일리,경기북부 최초 파주 스마트농업 테스트베드서 '방울토마토' 수확,  현재 시험 재배중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도 90% 이상의 착과율과 평균 당도 10Brix 이상의 높은 단맛과 병충해에도 강한 것으로 확인됐다. 스마트농업 테스트베드 교육장에서는... ,http://www.edaily.co.kr/news/newspath.asp?newsid=03627686625834192
22094,2020.07.13.,중도일보,달다! 파주 스마트농장 방울토마토 첫 수확,  현재 시험 재배중인 방울토마토는 복합환경시스템 운영으로 기후온난화 가속화에도 90% 이상의 착과율과 평균 당도 10Brix 이상으로 단맛이 강하고 병충해에 강한 것으로 확인됐다. 스마트농업 테스트베드 교육장에서는... ,http://www.joongdo.co.kr/web/view.php?key=20200713010003965
22436,2020.07.17.,한국농어민신문,파주 스마트농장 ‘방울토마토’ 첫 수확,  현재?시험?재배중인?방울토마토는?복합?환경시스템?운영으로?기후온난화?가속화에도?90%?이상의?착과율과?평균?당도?10Brix?이상의?높은?단맛과?병충해에도?강한?것으로?확인됐다. 스마트농업?테스트베드... ,http://www.agrinet.co.kr/news/articleView.html?idxno=178286
22700,2020.07.22.,뉴스토마토,공기업 들어가려면…직무기술서 숙독·보수성 감안해야,  뉴스토마토 = 신태현 기자 | 취업 시장을 얼어 붙게 만든 코로나19 시국에도 공기업·공공기관의 채용이 이어지며 취업준비생에게 가뭄의 단비가 돼주고 있다. 민간 기업들의 채용이 줄어 공기업 선호가 가속화할 것으로... ,http://www.newstomato.com/ReadNews.aspx?no=985481
22781,2020.07.23.,한국경제,토마토 값 연일 오름세…장마로 출하량 급감탓,  “지난해보다 장마가 오래 지속돼 토마토 가격이 올랐다”고 분석했다. 청과시장 관계자는 “본격적인 장마철로 접어들면서 주산지인 강원 지역 토마토가 각종 병충해에 시달려 생육이 나빠졌다”고 설명했다. ,https://www.hankyung.com/economy/article/2020072326841
22980,2020.07.27.,한국농어촌방송,"[농진청] 토마토 궤양병 예방, 철저한 토양?종자 소독부터","  등록 약제는 '농사로 누리집(www.nongsaro.go.kr, 농자재-농약-농약등록현황)'에서 확인할 수 있다. 농촌진흥청 국립원예특작과학원 최병렬 원예특작환경과장은 ""토마토 궤양병은 아주심기 후에 첫 증상이 나타나고 발병... ",http://www.newskr.kr/news/articleView.html?idxno=47152
23081,2020.07.27.,전북도민일보,"전주서학동사진관, 그 누구보다 당당한 '엄마의 작업'",  디자이너인 김정민씨는 장수에서 홀로 토마토 농사를 짓는 엄마를 돕기 위해 매주 시골집에 간다. 그리고 엄마의 작업도 돕고 사진도 가르쳐드리면서 부끄럼 많은 엄마를 전시장으로 이끌어 냈다. 어쩌면 토마토 농사가... ,http://www.domin.co.kr/news/articleView.html?idxno=1303284
23223,2020.07.28.,매일일보,"농촌진흥청, '토마토 궤양병 예방' 철저한 토양·종자 소독부터","  등록 약제는 '농사로 누리집(농자재-농약-농약등록현황)'에서 확인할 수 있다. 농촌진흥청 국립원예특작과학원 최병렬 원예특작환경과장은 ""토마토 궤양병은 아주심기 후에 첫 증상이 나타나고 발병 후에는 방제가 매우... ",http://www.m-i.kr/news/articleView.html?idxno=733235
23300,2020.07.29.,뉴스토마토,수주 가뭄 심각한데…'LPG선' 유일하게 증가,  뉴스토마토 = 최유라 기자 | 코로나19 사태로 대다수 선종의 수주량이 급감한 가운데 LPG선(액화석유가스)만 유일하게 증가했다. 작년 수주 물량이 적었던 데 따른 기저 효과인 것으로 풀이된다. 이런 가운데 국내... ,http://www.newstomato.com/ReadNews.aspx?no=986978
23353,2020.07.29.,브라보마이라이프,주말농장 결과 보고서,"  초보 농사꾼인 나는 서울 도심 한편에 손바닥만 한 땅을 얻어 주말농장 간판을 내걸었다. ‘그린 텃밭’(Green family garden). 욕심껏 씨를 뿌렸다. 알이 굵은 대저 토마토, 노랑 빨강 방울토마토, 청양고추와 아삭이고추... ",http://bravo.etoday.co.kr/view/atc_view.php?varAtcId=11373
23392,2020.07.29.,농업경제신문,"토마토 육묘 시기 궤양병 예방, 철저한 토양·종자 소독부터",  등록 약제는 ‘농사로 누리집(농자재-농약-농약등록현황)’에서 확인할 수 있다. 농촌진흥청 국립원예특작과학원 최병렬 원예특작환경과장은 “토마토 궤양병은 아주심기 후에 첫 증상이 나타나고 발병 후에는 방제가... ,http://www.thekpm.com/view.php?ud=202007282003547178931afa4cb1_17
23400,2020.07.29.,서울신문,외국 노동자·봉사활동 끊겨 ‘일손 가뭄’에 속타는 농촌,  상반기 계절근로자 4797명 입국 못해 일당 2만원씩 올라… 공무원까지 지원 “지난 3월 고향에 잠시 갔다 오겠다며 나간 40대 베트남인 부부는 소식이 없습니다.” 경남 사천시 지역 토마토 시설재배 농가 농민은 28일... ,https://www.seoul.co.kr/news/newsView.php?id=20200729010009&wlog_tag3=naver
23544,2020.07.30.,경북일보,[포토] '토마토 반점 위조 바이러스' 포항 농가에 기승,"  정반장은 ""토마토농사 20년 넘게 해오지만 이런 상황은 처음이다""며 ""상옥에서 토마토 농사를 짓는 40가구 중 20가구가 이 병에 걸려 토마토의 수확량과 품질이 심하게 떨어지고 있다""고 걱정했다. 29일 포항시 북구 죽장면... ",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2048132
23751,2020.07.31.,한국농어민신문,"[농촌 2030, 그들이 사는 법] 무릎아 허리야, 고장 나지 말고 오래 농사짓자","  나는?하루?종일?농사일을?해?온?것도?아니고,?종종?요가도?하고?산책도?하니?어르신들처럼?병원에... 귀농귀촌?교육을?들을?때?알게?된?김?선생님은?광주?인근에서?유기농토마토?농사를?지으신다.... ",http://www.agrinet.co.kr/news/articleView.html?idxno=178603
23893,2020.08.01.,MBC언론사 선정,중국에서 온 수상한 '씨앗'…미국·일본 긴장,"  ◀ 리포트 ▶ 미국 노스 캐롤라이나에서 포도와 토마토 농사를 짓는 제리 앤즈밍 씨는 며칠 전 이상한 우편물을 받았습니다. [제리 앤즈밍] ""우편물 소인을 보니, 중국 우체국에서 발송된 것이었어요."" 봉투 안에는 검은색... ",https://imnews.imbc.com/replay/2020/nwdesk/article/5861152_32524.html
24136,2020.08.03.,KBS,진천 오늘도 시간당 46mm…침수에 고립,"  수로가 넘쳐 비닐하우스가 침수돼 다음 달 수확을 앞둔 토마토 농사를 망치게 됐습니다. [박노태/진천군 진천읍 :?""지금 물이 빠졌는데도 이런 상황인데 아까는 바다 같았었지요. 겁이 나서 못 들어가겠더라고요.... ",http://news.kbs.co.kr/news/view.do?ncd=4509045&ref=A
24269,2020.08.04.,한국농촌경제신문,'토마토 궤양병'...종자소독 잘 해야 예방,  등록 약제는 ‘농사로 누리집’에서 확인할 수 있다. 농촌진흥청 국립원예특작과학원 최병렬 원예특작환경과장은 “토마토 궤양병은 아주심기 후에 첫 증상이 나타나고 발병 후에는 방제가 매우 까다로운 병이므로... ,http://www.kenews.co.kr/news/article.html?no=14112
24368,2020.08.04.,뉴스토마토,"(현장+)20분 만에 쑥대밭…""1년 농사 망쳤다"" 망연자실","  4일 복구 작업이 시작됐지만 배 농사를 짓던 밭의 토사는 미처 퍼내지 못했다. 사진/뉴스토마토 제방이... 주민 박씨는 ""집이나 건물이 망가진 건 복구하고 깨끗이 청소하면 되는 일이지만 배 농사며 비닐하우스가 망가진... ",http://www.newstomato.com/ReadNews.aspx?no=988115
24387,2020.08.04.,중부매일,수해로 망친 토마토농사,"  ［중부매일 김용수 기자］ 천안 병천천 범람위기로 많은 물이 마을로 역류하면서 침수피해를 입은 청주시 옥산면 사정2리에서 4일 한 농민이 수해를 입어 망쳐버린 방울토마토를 걷어내고 있다. 수해,토마토농사 ",http://www.jbnews.com/news/articleView.html?idxno=1301334
24417,2020.08.04.,한국농어민신문,“하우스 병충해도 농업재해보험 포함을”,  춘천시?신북읍에서?비닐하우스?7000㎡를?이용해?토마토농사?농사를?짓고?있는?한민택?씨는?하우스에서?발생하는?병해충?방제에?좋다는?약품을?구입하여?몇?번을?쳤지만?효과는?미비하다고?밝혔다.?가장... ,http://www.agrinet.co.kr/news/articleView.html?idxno=178654
24464,2020.08.04.,한국농어민신문,“하우스 병충해도 농업재해보험 포함을”,  가장?많이?발생하는?병충해는?천고병과?선충에?의한?피해로?한?번?퍼지기?시작하면?농사를?망칠정도다. 병충들은?주로?토마토?하우스에?침입해?뿌리?내부에?기생하며?영양분을?빨아?먹어?생장을... ,http://www.agrinet.co.kr/news/articleView.html?idxno=178654
24681,2020.08.05.,서울신문,“생태 복원” VS “생업 중단”… 낙동강하굿둑 개방 둘러싼 ‘물의 전쟁’,  농번기에는 양수장에서 낙동강 물을 공급받지만 9월 이후에는 지하수(표층수)나 수돗물을 이용해 농사를 짓는다. 대파가 유명한 것도 염분에 강하기 때문이다. ‘짭짜리’ 토마토는 새로운 농법으로 개발한 작물이... ,https://www.seoul.co.kr/news/newsView.php?id=20200805022002&wlog_tag3=naver
25264,2020.08.07.,한국농정신문,"""할 수 있는 게 없다, 그래도 지킬 수밖에""",  친환경 토마토 농사를 짓는 전모(66)씨는 김화읍 청양리 자신의 하우스에서 외국인노동자 둘을 데리고 밤새 물을 막았다. 하우스와 맞닿은 도로로 나가는 농로는 안암산 자락에서 내려오는 물줄기로 이미 냇가가 돼... ,http://www.ikpnews.net/news/articleView.html?idxno=41571
26294,2020.08.12.,경남일보,나의 참여가 농촌의 경쟁력 키운다,"  특히 마을 뒷편에서 자라고 있는 대나무는 도시민들의 정서를 가다듬을 수 있는 산림욕을 갖게 하고 농사체험으로 벼농사 돕기와 딸기, 방울 토마토 따기 등 다양한 체험을 가질 수 있다. 계절적 체험은 이른 봄부터... ",http://www.gnnews.co.kr/news/articleView.html?idxno=452380
26353,2020.08.12.,노컷뉴스,"경북농협, 호우 피해 복구 일손돕기","  피해 농가 유태선(58)씨는 ""애써 키운 토마토 농사를 망쳐서 속상하고 복구는 어떻게 할지 막막했는데 이렇게 도와줘 감사하다""고 밝혔다. 한편 경북농협은 신속한 피해 복구를 위해 구호 물품과 구호 장비, 인력 등을... ",https://www.nocutnews.co.kr/news/5393930
26425,2020.08.12.,경상매일신문,"경북농협, 창립 기념식 대신 재해복구 봉사 ‘한뜻’","  피해농가 유태선 농업인(58·남)은 “애써 키운 토마토 농사를 망쳐서 속상하고 복구는 어떻게 할지 막막했었는데, 경북농협과 고향주부모임이 도움을?줘 너무 감사드린다”고 말했다. 성기철 경북농협 부본부장은... ",http://www.ksmnews.co.kr/default/index_view_page.php?idx=303119&part_idx=266
26830,2020.08.13.,영남일보,"경북농협, 창립기념식 대신 고령군 성산면서 재해복구 일손돕기","  피해농가 유태선(58) 농업인은 ""애써 키운 토마토 농사를 망쳐서 속상하고 복구는 어떻게 할지 막막했다. 경북농협과 고향주부모임이 도움을 줘 너무 감사하다""고 했다.경북농협 농업재해대책상황실에서는 신속한 피해... ",https://www.yeongnam.com/web/view.php?key=20200813010001808
26845,2020.08.13.,매일신문,"경북농협, 창립기념식 대신 재해복구 일손돕기","  피해농가 유태선(58) 농업인은 ""애써 키운 토마토 농사를 망쳐서 속상하고 복구는 어떻게 할지 막막했다. 경북농협과 고향주부모임이 도움을 줘 너무 감사하다""고 했다. 경북농협 농업재해대책상황실에서는 신속한 피해... ",https://news.imaeil.com/Economy/2020081315525072162
26892,2020.08.13.,파이낸셜뉴스,"대구·경북농협, 집중호우 피해농가 복구 '구슬땀'","  피해 농산물 페기, 농작물 시설 환경정비 등의 수해복구에 구슬땀을 흘렸다. 또 수해로 상심한 농업인의... 피해농가 유태선 농업인은 ""애써 키운 토마토 농사를 망쳐 속상하고 복구는 어떻게 할 지 막막했었는데... ",http://www.fnnews.com/news/202008131101078561
26926,2020.08.13.,아웃도어뉴스,[정선여행] 곤드레 농장 박상봉,  여량면은 예부터 마을에 항상 농작물이 풍년을 이뤄 식량이 남아돌았다. 가리왕산과 노추산에 폭 들어앉아... 토마토 농장을 하던 아버지 밑에서 어릴 때부터 갖은 농사일을 배웠다. 날 좋을 땐 근처 계곡에서 물고기를... ,http://www.outdoornews.co.kr/news/articleView.html?idxno=31942
26939,2020.08.13.,아웃도어뉴스,[정선여행] 곤드레 농장 박상봉,  토마토 농장을 하던 아버지 밑에서 어릴 때부터 갖은 농사일을 배웠다. 날 좋을 땐 근처 계곡에서 물고기를... 배운 게 도둑질이라고 그가 할 수 있는 일은 농사밖에 없었다. 상봉 씨는 대학 3년을 미친 듯이 공부하고... ,http://www.outdoornews.co.kr/news/articleView.html?idxno=31942
27195,2020.08.15.,팜앤마켓매거진,논산시수박연구회영농조합법인 이정구 대표이사,"  수박농사와 소득을 창출했고,? JGAP 단체 인증도 취득하여수출 길도 걸어가고 있죠. 올해부터는 이마트... 논산시 농업기술센터 장익희 소장은 “논산의 딸기, 수박, 토마토 등 경쟁력 있는 농산물이 많다. 특히 논산 수박은... ",https://www.farmnmarket.com/news/article.html?no=13189
27585,2020.08.18.,농수축산신문,범농협 호우피해 농가 일손돕기 '훈훈',"  피해농가 유태선 농업인(58세)은 ""애써 키운 토마토 농사를 망쳐서 속상하고 복구를 어떻게 할지 막막했었는데, 경북농협과 고향주부모임이 도움을 줘서 너무 감사하다""고 말했다. 성기철 농협경북본부 부본부장은 ""오랜... ",http://www.aflnews.co.kr/news/articleView.html?idxno=201107
27953,2020.08.19.,마이데일리,'기적의습관' 김미화 용인 2층 전원주택 공개 '신혼 느낌 물씬',"  김미화는 이곳에 상추, 고추, 토마토, 피망, 들깨 농사를 짓고 있었다. 이어 집으로 향한 김미화. 그의 집은 2층짜리 전원주택으로 남편과 단 둘이 지내기에 아담하면서도 따뜻한 공간. 특히 곳곳에 보이는 소품들 탓에... ",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202008190027418877&ext=na
28016,2020.08.20.,건강다이제스트,"[2020년 희망가] 신장암·방광암 수술 후 10년 박종호 씨 ""두 가지 암은 축복...","  첫째,?집?앞에?텃밭을?가꾸고?농사를?직접?짓기?시작했다.?토마토도?심고?감자도?심고?고구마도?심고?고추ㆍ상추도?심었다.?대부분의?채소는?손수?농사지어서?먹었다.?농약도?비료도?하지?않은?유기농... ",http://www.ikunkang.com/news/articleView.html?idxno=32138
28021,2020.08.20.,한국강사신문,"[EBS 한국기행] 전남 함평 성정마을 차밭을 일구는 부부, 자두 수확, 출하를 ...","  한편, 아들 내외 덕분에 바쁜 농사철에 늦잠도 자봤다는 시어머니는 자두 요리를 연구하는 며느리가... [사진출처=EBS 한국기행] 3년 전, 경주에 정착해 멜론과 토마토 농사를 짓는 초보 농사꾼 김태선 씨. 구경 한번 오라는... ",http://www.lecturernews.com/news/articleView.html?idxno=50247
28041,2020.08.20.,Queen,"[EBS 한국기행] 야생차밭, 자두밭, 멜론농장…귀촌·귀농 부부들 여름, 행복이...","  한편, 아들 내외 덕분에 바쁜 농사철에 늦잠도 자봤다는 시어머니는 자두 요리를 연구하는 며느리가... EBS 한국기행 '잠시, 쉬어갈래요' 4부 '여름이 주렁주렁' 3년 전, 경주에 정착해 멜론과 토마토 농사를 짓는 초보... ",http://www.queen.co.kr/news/articleView.html?idxno=340682
28222,2020.08.20.,문화뉴스,"EBS '한국기행' 잠시, 쉬어갈래요 4부 '여름이 주렁주렁'... 중년의 삼총사, ...","  한편, 아들 내외 덕분에 바쁜 농사철에 늦잠도 자봤다는 시어머니는 자두 요리를 연구하는 며느리가... 사진=EBS '한국기행' 3년 전, 경주에 정착해 멜론과 토마토 농사를 짓는 초보 농사꾼 김태선 씨. 구경 한번 오라는... ",http://www.mhns.co.kr/news/articleView.html?idxno=415320
28323,2020.08.21.,한국농어민신문,현장에서 만난 우수 농업경영인 <71>안산시 대부도 이태규 여정농원 대표,  포도명장?부친?대?이어?농사 사계절?수익창출?가능한 교육ㆍ수확체험?농업도?열심 수경재배?친환경... 토마토?농사를?짓는?여정농원?이태규(29)?대표의?신념이다. 여정농원은?38년?전통의?포도농사를?짓고... ,http://www.agrinet.co.kr/news/articleView.html?idxno=179105
28430,2020.08.23.,농민신문,“일조량 부족 탓 방울토마토 수정 불량…장마 간접피해 보상을”,  음성 맹동면·대소면 일대 방울토마토농가들 ‘한숨만’ 수확량↓…일찍 농사 접을 판 농작물보험상 재해 인정해야 “긴 장마의 간접피해로 올 방울토마토 농사는 생산비를 건지기 어려울 정도로 망쳤습니다.” 충북... ,http://www.nongmin.com/article/ar_detail.htm?ar_id=312149
