"date","요일","가격","유가","김장","태풍","토마토_가중_강수량"
"2017.5.2","화요일",1917,50.46,3.05623,3.05623,0
"2017.5.3","수요일",1890,50.79,2.51833,2.51833,0
"2017.5.4","목요일",1840,48.38,2.78728,2.78728,0.529970149
"2017.5.5","금요일",1758,49.1,2.54278,2.54278,3.601432836
"2017.5.6","토요일",1721,49.44858173,2.56723,2.56723,0
"2017.5.8","월요일",1617,49.34,2.78728,2.78728,0.008557214
"2017.5.9","화요일",1539,48.73,3.44743,3.44743,11.31653731
"2017.5.10","수요일",1594,50.22,3.00733,3.00733,1.321293532
"2017.5.11","목요일",1656,50.77,3.22738,3.22738,0.282447761
"2017.5.12","금요일",1703,50.84,2.93398,2.93398,2.158069652
"2017.5.13","토요일",1722,51.64053809,3.17848,3.17848,4.996955224
"2017.5.15","월요일",1741,51.82,3.34963,3.34963,0
"2017.5.16","화요일",1794,51.65,3.44743,3.44743,0.011800995
"2017.5.17","수요일",1865,52.21,3.08068,3.08068,0.511283582
"2017.5.18","목요일",1920,52.51,3.05623,3.05623,0
"2017.5.19","금요일",1978,53.61,2.83618,2.83618,0
"2017.5.20","토요일",1931,53.2810287,3.66748,3.66748,0
"2017.5.22","월요일",1928,53.87,4.05867,4.05867,0
"2017.5.23","화요일",1887,54.15,3.81418,3.81418,2.46240796
"2017.5.24","수요일",1829,53.96,4.03422,4.03422,4.971363184
"2017.5.25","목요일",1778,51.46,3.56968,3.56968,0
"2017.5.26","금요일",1696,52.15,2.81173,2.81173,0.118686567
"2017.5.27","토요일",1564,51.93761912,2.98288,2.98288,0
"2017.5.29","월요일",1458,52.29,4.08312,4.08312,0
"2017.5.30","화요일",1372,51.84,3.74083,3.74083,0
"2017.5.31","수요일",1386,50.31,3.71638,3.71638,2.942149254
"2017.6.1","목요일",1374,50.63,3.00733,3.00733,4.000159204
"2017.6.2","금요일",1317,49.95,3.15403,3.15403,0.130825871
"2017.6.3","토요일",1322,49.62749607,2.88508,2.88508,0.436179104
"2017.6.5","월요일",1277,49.47,4.15647,4.15647,0
"2017.6.6","화요일",1246,50.12,3.61858,3.61858,13.45812935
"2017.6.7","수요일",1265,48.06,4.40097,4.40097,6.350109453
"2017.6.8","목요일",1257,47.86,4.35207,4.35207,0
"2017.6.9","금요일",1277,48.15,3.44743,3.44743,1.394925373
"2017.6.10","토요일",1258,47.99511994,3.12958,3.12958,0.467263682
"2017.6.12","월요일",1228,48.29,3.93643,3.93643,0.017293532
"2017.6.13","화요일",1282,48.72,3.10513,3.10513,2.349373134
"2017.6.14","수요일",1337,47,3.64303,3.64303,0
"2017.6.15","목요일",1387,46.92,3.61858,3.61858,0
"2017.6.16","금요일",1453,47.37,3.66748,3.66748,0
"2017.6.17","토요일",1489,47.06572413,2.98288,2.98288,0
"2017.6.19","월요일",1467,46.91,3.32518,3.32518,0
"2017.6.20","화요일",1482,46.02,2.93398,2.93398,2.430706468
"2017.6.21","수요일",1499,44.82,3.74083,3.74083,0.528597015
"2017.6.22","목요일",1519,45.22,3.10513,3.10513,0
"2017.6.23","금요일",1496,45.54,3.08068,3.08068,0.03761194
"2017.6.24","토요일",1399,46.72525372,3.08068,3.08068,4.297373134
"2017.6.26","월요일",1262,45.83,3.05623,3.05623,14.97428856
"2017.6.27","화요일",1100,46.65,3.25183,3.25183,4.115323383
"2017.6.28","수요일",974,47.31,3.15403,3.15403,1.244915423
"2017.6.29","목요일",906,47.42,3.49633,3.49633,7.182368159
"2017.6.30","금요일",864,47.92,2.73838,2.73838,0.261333333
"2017.7.1","토요일",755,46.86581471,2.59168,2.59168,4.963024876
"2017.7.3","월요일",772,49.68,2.88508,2.88508,37.86475622
"2017.7.4","화요일",757,49.61,2.98288,2.98288,21.87785075
"2017.7.5","수요일",790,47.79,3.42298,3.42298,1.634129353
"2017.7.6","목요일",879,48.11,3.37408,3.37408,17.19703483
"2017.7.7","금요일",915,46.71,2.83618,2.83618,6.21440796
"2017.7.8","토요일",838,47.52121511,2.66503,2.66503,33.72149254
"2017.7.10","월요일",795,46.88,3.03178,3.03178,36.15751244
"2017.7.11","화요일",824,47.52,3.12958,3.12958,8.732099502
"2017.7.12","수요일",880,47.74,3.54523,3.54523,0.007701493
"2017.7.13","목요일",883,48.42,3.15403,3.15403,0
"2017.7.14","금요일",958,48.91,3.17848,3.17848,9.115363184
"2017.7.15","토요일",996,48.84306572,2.46943,2.46943,23.84585075
"2017.7.17","월요일",1019,48.42,3.17848,3.17848,6.502985075
"2017.7.18","화요일",1046,48.84,3.42298,3.42298,4.19281592
"2017.7.19","수요일",1126,49.7,3.66748,3.66748,0
"2017.7.20","목요일",1114,49.3,2.76283,2.76283,0
"2017.7.21","금요일",1184,48.06,3.15403,3.15403,1.920358209
"2017.7.22","토요일",1175,50.43945582,2.46943,2.46943,10.64756219
"2017.7.24","월요일",1282,48.6,3.49633,3.49633,10.40895522
"2017.7.25","화요일",1270,50.2,2.88508,2.88508,8.670288557
"2017.7.26","수요일",1281,50.97,3.17848,3.17848,0.023960199
"2017.7.27","목요일",1266,51.49,2.49388,2.49388,0.323522388
"2017.7.28","금요일",1384,52.52,3.12958,3.12958,11.12280597
"2017.7.29","토요일",1314,51.43596562,3.00733,3.00733,5.666069652
"2017.7.31","월요일",1489,52.65,3.37408,3.37408,21.02236816
"2017.8.1","화요일",1579,51.78,3.17848,3.17848,2.16919403
"2017.8.2","수요일",1732,52.36,3.39853,3.39853,0.508995025
"2017.8.3","목요일",2184,52.01,3.61858,3.61858,0
"2017.8.4","금요일",2592,52.42,3.05623,3.05623,0
"2017.8.5","토요일",2038,51.71516601,2.61613,2.61613,0.886089552
"2017.8.7","월요일",2503,52.37,5.89242,5.89242,1.805970149
"2017.8.8","화요일",2620,52.14,3.27628,3.27628,1.181532338
"2017.8.9","수요일",2486,52.7,3.39853,3.39853,13.8079602
"2017.8.10","목요일",2453,51.9,3.22738,3.22738,21.68308458
"2017.8.11","금요일",2305,52.1,3.10513,3.10513,18.23522388
"2017.8.12","토요일",2056,51.66342787,3.12958,3.12958,0.976537313
"2017.8.14","월요일",1996,50.73,3.52078,3.52078,47.38169154
"2017.8.15","화요일",1940,50.8,3.91198,3.91198,39.69976119
"2017.8.16","수요일",1932,50.27,4.25427,4.25427,10.33281592
"2017.8.17","목요일",2043,51.03,3.86308,3.86308,7.256179104
"2017.8.18","금요일",2118,52.72,3.52078,3.52078,12.65116418
"2017.8.19","토요일",2155,51.67551872,3.54523,3.54523,7.685393035
"2017.8.21","월요일",2239,51.66,3.81418,3.81418,32.43934328
"2017.8.22","화요일",2265,51.87,4.44987,4.44987,9.082248756
"2017.8.23","수요일",2309,52.57,4.40097,4.40097,13.62591045
"2017.8.24","목요일",2391,52.04,4.08312,4.08312,21.2999602
"2017.8.25","금요일",2465,52.41,3.86308,3.86308,3.456218905
"2017.8.26","토요일",2315,52.09759686,3.25183,3.25183,0
"2017.8.28","월요일",2303,51.89,5.06112,5.06112,10.72175124
"2017.8.29","화요일",2371,52,5.11002,5.11002,1.015422886
"2017.8.30","수요일",2339,50.86,5.62347,5.62347,0.040736318
"2017.8.31","목요일",2377,52.38,4.10757,4.10757,0
"2017.9.1","금요일",2614,52.75,4.91442,4.91442,0.011800995
"2017.9.2","토요일",2787,52.95266646,4.59657,4.59657,0
"2017.9.4","월요일",2934,52.34,5.72127,5.72127,0.148895522
"2017.9.5","화요일",3214,53.38,5.59902,5.59902,1.844975124
"2017.9.6","수요일",3507,54.2,5.91687,5.91687,16.49641791
"2017.9.7","목요일",4061,54.49,4.98777,4.98777,1.600099502
"2017.9.8","금요일",4266,53.78,5.81907,5.81907,0
"2017.9.9","토요일",4471,54.13190349,4.37652,4.37652,0
"2017.9.11","월요일",3966,53.84,5.67237,5.67237,46.18471642
"2017.9.12","화요일",3779,54.27,6.18581,6.18581,0
"2017.9.13","수요일",3376,55.16,5.40342,5.40342,0
"2017.9.14","목요일",3335,55.47,6.13691,6.13691,0.018825871
"2017.9.15","금요일",3152,55.62,4.81662,4.81662,0.018666667
"2017.9.16","토요일",2761,55.52555151,4.00977,4.00977,0.0920199
"2017.9.18","월요일",2579,55.48,5.47677,5.47677,0
"2017.9.19","화요일",2402,55.14,5.55012,5.55012,7.423641791
"2017.9.20","수요일",2247,56.29,5.35452,5.35452,0.284099502
"2017.9.21","목요일",2200,56.43,5.64792,5.64792,0
"2017.9.22","금요일",2241,56.86,5.08557,5.08557,0
"2017.9.23","토요일",1936,56.83960708,4.30317,4.30317,0.007701493
"2017.9.25","월요일",2008,59.02,4.96332,4.96332,0
"2017.9.26","화요일",1929,58.44,5.30562,5.30562,0.352736318
"2017.9.27","수요일",1887,57.9,4.76772,4.76772,19.13130348
"2017.9.28","목요일",1947,57.41,5.11002,5.11002,0.49319403
"2017.9.29","금요일",1959,57.54,4.76772,4.76772,0
"2017.9.30","토요일",2040,57.34253888,4.35207,4.35207,0
"2017.10.2","월요일",1792,56.12,4.35207,4.35207,14.25426866
"2017.10.3","화요일",1410,56,3.71638,3.71638,2.073233831
"2017.10.7","토요일",1168,57.22976285,5.55012,5.55012,0.406925373
"2017.10.9","월요일",1624,55.79,7.40831,7.40831,0
"2017.10.10","화요일",1610,56.61,8.55745,8.55745,4.633691542
"2017.10.11","수요일",1607,56.94,9.7555,9.7555,11.97779104
"2017.10.12","목요일",1732,56.25,10.26894,10.26894,7.302447761
"2017.10.13","금요일",1751,57.17,8.533,8.533,0.016955224
"2017.10.14","토요일",1804,57.0841034,6.74816,6.74816,0.0119801
"2017.10.16","월요일",1911,57.82,10.68459,10.68459,0.284099502
"2017.10.17","화요일",1847,57.88,10.58679,10.58679,0
"2017.10.18","수요일",1885,58.15,12.56723,12.56723,0.629333333
"2017.10.19","목요일",1876,57.23,11.88264,11.88264,0.380437811
"2017.10.20","금요일",1888,57.75,10.36674,10.36674,0
"2017.10.21","토요일",1674,58.05447413,9.53545,9.53545,0
"2017.10.23","월요일",1720,57.37,16.74816,16.74816,0
"2017.10.24","화요일",1634,58.33,14.81662,14.81662,0.098985075
"2017.10.25","수요일",1506,58.44,15.42787,15.42787,0
"2017.10.26","목요일",1552,59.3,16.28361,16.28361,0
"2017.10.27","금요일",1502,60.44,20.51344,20.51344,0
"2017.10.28","토요일",1430,59.94041244,13.00733,13.00733,0
"2017.10.30","월요일",1484,60.9,26.69926,26.69926,0
"2017.10.31","화요일",1394,61.37,25.52567,25.52567,0
"2017.11.1","수요일",1335,60.49,29.97555,29.97555,0
"2017.11.2","목요일",1403,60.62,31.73594,31.73594,0.183402985
"2017.11.3","금요일",1397,62.07,36.55256,36.55256,3.371800995
"2017.11.4","토요일",1271,61.94762923,34.91442,34.91442,4.463701493
"2017.11.6","월요일",1383,64.27,45.23227,45.23227,0
"2017.11.7","화요일",1357,63.69,50.26894,50.26894,0.210567164
"2017.11.8","수요일",1373,63.49,44.59657,44.59657,0.039004975
"2017.11.9","목요일",1456,63.93,48.11735,48.11735,0
"2017.11.10","금요일",1397,63.52,60.36674,60.36674,2.568995025
"2017.11.11","토요일",1314,63.28116522,55.86797,55.86797,0
"2017.11.13","월요일",1380,63.16,74.05867,74.05867,0.459164179
"2017.11.14","화요일",1365,62.21,67.94621,67.94621,0.057691542
"2017.11.15","수요일",1349,61.87,67.89731,67.89731,0.007701493
"2017.11.16","목요일",1425,61.36,71.88264,71.88264,0
"2017.11.17","금요일",1512,62.72,86.06356,86.06356,0.246189055
"2017.11.18","토요일",1509,63.51269413,89.53545,89.53545,0.03281592
"2017.11.20","월요일",1570,62.22,78.4352,78.4352,0.077890547
"2017.11.21","화요일",1494,62.57,74.10757,74.10757,0
"2017.11.22","수요일",1516,63.32,79.4621,79.4621,0.561572139
"2017.11.23","목요일",1593,63.55,68.65525,68.65525,0.707044776
"2017.11.24","금요일",1657,63.86,81.19804,81.19804,1.547303483
"2017.11.25","토요일",1544,63.11262731,81.07579,81.07579,4.511223881
"2017.11.27","월요일",1615,63.84,67.28606,67.28606,0
"2017.11.28","화요일",1563,63.61,58.4841,58.4841,0.053910448
"2017.11.29","수요일",1616,63.11,53.25183,53.25183,0.153711443
"2017.11.30","목요일",1636,63.57,53.93643,53.93643,0
"2017.12.1","금요일",1565,63.73,52.54278,52.54278,0.007701493
"2017.12.2","토요일",1465,62.68656524,51.71149,51.71149,0.007701493
"2017.12.4","월요일",1555,62.45,38.8753,38.8753,0.225791045
"2017.12.5","화요일",1524,62.86,37.04156,37.04156,0.21120398
"2017.12.6","수요일",1487,61.22,33.61858,33.61858,1.188318408
"2017.12.7","목요일",1497,62.2,33.30073,33.30073,0.963482587
"2017.12.8","금요일",1469,63.4,35.18337,35.18337,0.200238806
"2017.12.9","토요일",1340,62.83430278,32.81173,32.81173,0.038726368
"2017.12.11","월요일",1434,64.69,25.23227,25.23227,0.250985075
"2017.12.12","화요일",1452,63.34,21.17359,21.17359,0.014288557
"2017.12.13","수요일",1325,62.44,20.46454,20.46454,0
"2017.12.14","목요일",1431,63.31,18.65525,18.65525,0
"2017.12.15","금요일",1409,63.23,18.80195,18.80195,0.024995025
"2017.12.16","토요일",1382,63.80729618,17.62836,17.62836,0.285472637
"2017.12.18","월요일",1489,63.41,12.76283,12.76283,0.383920398
"2017.12.19","화요일",1487,63.8,11.66259,11.66259,0.054686567
"2017.12.20","수요일",1495,64.56,10.09779,10.09779,0.881293532
"2017.12.21","목요일",1485,64.9,9.24205,9.24205,0
"2017.12.22","금요일",1450,65.25,9.04645,9.04645,0
"2017.12.23","토요일",1363,65.31707689,9.4132,9.4132,0
"2017.12.25","월요일",1401,65.59737835,7.23716,7.23716,0.038726368
"2017.12.26","화요일",1406,67.02,7.57946,7.57946,0.147781095
"2017.12.27","수요일",1311,66.44,6.38141,6.38141,0
"2017.12.28","목요일",1322,66.72,6.74816,6.74816,0
"2017.12.29","금요일",1305,66.87,4.91442,4.91442,0
"2017.12.30","토요일",1295,67.0287312,5.25672,5.25672,0.793492537
"2018.1.2","화요일",1303,66.57,4.93887,4.93887,0
"2018.1.3","수요일",1430,67.84,5.13447,5.13447,0
"2018.1.4","목요일",1398,68.07,4.49877,4.49877,0.026726896
"2018.1.5","금요일",1534,67.62,4.49877,4.49877,0.059683794
"2018.1.6","토요일",1498,68.3676951,4.76772,4.76772,0
"2018.1.8","월요일",1518,67.78,4.25427,4.25427,2.652004517
"2018.1.9","화요일",1518,68.82,4.69437,4.69437,1.648371918
"2018.1.10","수요일",1553,69.2,4.03422,4.03422,2.564332769
"2018.1.11","목요일",1608,69.26,5.30562,5.30562,1.051138716
"2018.1.12","금요일",1629,69.87,3.69193,3.69193,0.063015246
"2018.1.13","토요일",1549,69.57960571,3.44743,3.44743,0.092866554
"2018.1.15","월요일",1737,70.26,3.47188,3.47188,0.047223791
"2018.1.16","화요일",1674,69.15,3.15403,3.15403,7.340542067
"2018.1.17","수요일",1939,69.38,4.42542,4.42542,4.340654997
"2018.1.18","목요일",2052,69.31,3.74083,3.74083,0.014116318
"2018.1.19","금요일",2243,68.61,3.86308,3.86308,0
"2018.1.20","토요일",2262,70.04446777,3.42298,3.42298,0
"2018.1.22","월요일",2239,69.03,3.64303,3.64303,1.820289855
"2018.1.23","화요일",2142,69.96,4.25427,4.25427,0.05117636
"2018.1.24","수요일",2068,70.53,4.84107,4.84107,0.048880105
"2018.1.25","목요일",1913,70.42,4.91442,4.91442,0
"2018.1.26","금요일",1817,70.52,6.03911,6.03911,0.037624694
"2018.1.27","토요일",1710,69.42736756,4.96332,4.96332,0
"2018.1.29","월요일",1817,69.46,4.37652,4.37652,0.110408432
"2018.1.30","화요일",1827,69.02,4.88997,4.88997,0.156879353
"2018.1.31","수요일",1822,69.05,5.74572,5.74572,0.105194805
"2018.2.1","목요일",1831,69.65,5.23227,5.23227,0
"2018.2.2","금요일",1847,68.58,5.89242,5.89242,0
"2018.2.3","토요일",1758,67.40310619,4.37652,4.37652,0.313852814
"2018.2.5","월요일",1776,67.62,4.88997,4.88997,0.200715227
"2018.2.6","화요일",1702,66.86,4.18092,4.18092,0.201900998
"2018.2.7","수요일",1530,65.51,4.25427,4.25427,0.030171278
"2018.2.8","목요일",1585,64.81,4.44987,4.44987,0.057462827
"2018.2.9","금요일",1700,62.79,4.03422,4.03422,0.014248071
"2018.2.10","토요일",1538,64.2956957,3.93643,3.93643,0.014699793
"2018.2.12","월요일",1753,62.59,5.13447,5.13447,0.455957086
"2018.2.13","화요일",1710,62.72,8.1907,8.1907,0.126519857
"2018.2.14","수요일",1478,64.36,7.13936,7.13936,0
"2018.2.15","목요일",1316,64.33,7.13936,7.13936,0.001336345
"2018.2.19","월요일",1581,65.67,8.5819,8.5819,0.017372483
"2018.2.20","화요일",1444,65.25,6.35696,6.35696,0
"2018.2.21","수요일",1442,65.42,4.00977,4.00977,0
"2018.2.22","목요일",1666,66.39,3.25183,3.25183,0.081761717
"2018.2.23","금요일",1539,67.31,3.98533,3.98533,1.354432524
"2018.2.24","토요일",1639,67.04617963,3.83863,3.83863,0.548315453
"2018.2.26","월요일",1785,67.5,3.91198,3.91198,0
"2018.2.27","화요일",1768,66.63,5.72127,5.72127,0
"2018.2.28","수요일",1855,65.78,4.57212,4.57212,37.74957651
"2018.3.1","목요일",2043,63.83,5.20782,5.20782,1.099021269
"2018.3.2","금요일",1979,64.37,4.27872,4.27872,0
"2018.3.3","토요일",2092,64.92129953,5.01222,5.01222,0.026726896
"2018.3.5","월요일",2093,65.54,4.20537,4.20537,15.66751365
"2018.3.6","화요일",2108,65.79,4.54767,4.54767,0
"2018.3.7","수요일",2077,64.34,5.03667,5.03667,5.691981931
"2018.3.8","목요일",2359,63.61,4.49877,4.49877,17.6438547
"2018.3.9","금요일",2229,65.49,4.08312,4.08312,0.203914926
"2018.3.10","토요일",2266,64.42806145,4.96332,4.96332,0
"2018.3.12","월요일",2404,64.95,5.08557,5.08557,0
"2018.3.13","화요일",2466,64.64,4.98777,4.98777,0
"2018.3.14","수요일",2551,64.89,4.13202,4.13202,0.014116318
"2018.3.15","목요일",2549,65.12,3.88753,3.88753,26.50227743
"2018.3.16","금요일",2544,66.21,4.08312,4.08312,0.726632788
"2018.3.17","토요일",2487,66.69188257,4.88997,4.88997,0
"2018.3.19","월요일",2473,66.05,4.18092,4.18092,18.51949934
"2018.3.20","화요일",2364,67.42,4.32762,4.32762,0.815810277
"2018.3.21","수요일",2309,69.47,4.91442,4.91442,7.654545455
"2018.3.22","목요일",2429,68.91,4.57212,4.57212,0.03704122
"2018.3.23","금요일",2435,70.45,3.91198,3.91198,0
"2018.3.24","토요일",2543,69.7971057,4.25427,4.25427,0
"2018.3.26","월요일",2585,70.12,3.69193,3.69193,0
"2018.3.27","화요일",2555,70.11,3.64303,3.64303,0
"2018.3.28","수요일",2638,69.53,4.08312,4.08312,0
"2018.3.29","목요일",2683,70.27,4.25427,4.25427,0
"2018.3.30","금요일",2690,69.38552424,3.56968,3.56968,0
"2018.3.31","토요일",2533,68.93044661,3.44743,3.44743,0
"2018.4.2","월요일",2459,67.64,3.59413,3.59413,0
"2018.4.3","화요일",2321,68.12,3.59413,3.59413,0.226482213
"2018.4.4","수요일",2120,68.02,4.64547,4.64547,19.40451722
"2018.4.5","목요일",2186,68.33,5.33007,5.33007,14.15064935
"2018.4.6","금요일",2110,67.11,5.57457,5.57457,17.85381141
"2018.4.7","토요일",2159,68.63562516,4.54767,4.54767,0.408488613
"2018.4.9","월요일",2190,68.65,6.33251,6.33251,0.019969885
"2018.4.10","화요일",2178,71.04,7.70171,7.70171,3.191887822
"2018.4.11","수요일",2318,72.06,6.30806,6.30806,1.963617542
"2018.4.12","목요일",2495,72.02,6.74816,6.74816,0
"2018.4.13","금요일",2652,72.58,5.18337,5.18337,0.00267269
"2018.4.14","토요일",2638,72.52499039,5.28117,5.28117,27.04545455
"2018.4.16","월요일",2711,71.42,4.76772,4.76772,0
"2018.4.17","화요일",2764,71.58,4.71882,4.71882,0
"2018.4.18","수요일",2752,73.48,4.76772,4.76772,0
"2018.4.19","목요일",2799,73.78,4.49877,4.49877,0
"2018.4.20","금요일",2873,74.06,4.64547,4.64547,0
"2018.4.21","토요일",2772,73.91491532,6.03911,6.03911,0
"2018.4.23","월요일",2778,74.71,5.79462,5.79462,58.05317147
"2018.4.24","화요일",2636,73.86,5.18337,5.18337,12.50937324
"2018.4.25","수요일",2583,74,5.23227,5.23227,0.093958216
"2018.4.26","목요일",2701,74.74,5.35452,5.35452,0
"2018.4.27","금요일",2619,74.64,4.62102,4.62102,0
"2018.4.28","토요일",2458,74.12518196,4.76772,4.76772,0
"2018.4.30","월요일",2392,75.17,4.42542,4.42542,0.367494824
"2018.5.1","화요일",2315,73.13,4.27872,4.27872,0.472049689
"2018.5.2","수요일",2241,73.36,5.40342,5.40342,16.19297948
"2018.5.3","목요일",2169,73.62,5.79462,5.79462,1.298381329
"2018.5.4","금요일",2063,74.87,5.23227,5.23227,0
"2018.5.5","토요일",1707,75.00649152,4.62102,4.62102,0
"2018.5.7","월요일",1843,76.17,5.33007,5.33007,12.23931865
"2018.5.8","화요일",1809,74.85,5.72127,5.72127,2.207528703
"2018.5.9","수요일",1786,77.21,4.91442,4.91442,0.018144175
"2018.5.10","목요일",1790,77.47,5.06112,5.06112,0
"2018.5.11","금요일",1812,77.12,4.49877,4.49877,0.004009034
"2018.5.12","토요일",1608,77.77760084,4.76772,4.76772,19.19892716
"2018.5.14","월요일",1641,78.23,5.11002,5.11002,0
"2018.5.15","화요일",1590,78.43,5.37897,5.37897,0
"2018.5.16","수요일",1538,79.28,4.13202,4.13202,8.209730849
"2018.5.17","목요일",1576,79.3,5.13447,5.13447,33.89604743
"2018.5.18","금요일",1521,78.51,5.11002,5.11002,18.43340862
"2018.5.19","토요일",1514,79.58999682,3.71638,3.71638,0.094071146
"2018.5.21","월요일",1422,79.22,4.20537,4.20537,0
"2018.5.22","화요일",1426,79.57,3.81418,3.81418,7.625390551
"2018.5.23","수요일",1366,79.8,4.96332,4.96332,13.4460192
"2018.5.24","목요일",1368,78.79,5.50122,5.50122,0
"2018.5.25","금요일",1357,76.44,5.03667,5.03667,0.014699793
"2018.5.26","토요일",1351,76.89861641,4.20537,4.20537,0.076171654
"2018.5.28","월요일",1372,75.3,5.50122,5.50122,0.717014869
"2018.5.29","화요일",1401,75.39,5.06112,5.06112,1.260474308
"2018.5.30","수요일",1348,77.5,4.84107,4.84107,1.95352908
"2018.5.31","목요일",1370,77.59,4.52322,4.52322,0
"2018.6.1","금요일",1273,76.79,5.55012,5.55012,0
"2018.6.2","토요일",1217,76.50580645,3.96088,3.96088,0
"2018.6.4","월요일",1183,75.29,5.35452,5.35452,0.009128553
"2018.6.5","화요일",1143,75.38,4.57212,4.57212,1.698362507
"2018.6.6","수요일",1134,75.36,4.47432,4.47432,0
"2018.6.7","목요일",1128,77.32,4.59657,4.59657,0
"2018.6.8","금요일",1109,76.46,4.86552,4.86552,0
"2018.6.9","토요일",1059,75.95265375,3.96088,3.96088,1.263824581
"2018.6.11","월요일",1027,76.46,5.20782,5.20782,6.252324487
"2018.6.12","화요일",1045,75.88,5.15892,5.15892,0.930811218
"2018.6.13","수요일",1018,76.74,4.84107,4.84107,0.019969885
"2018.6.14","목요일",1049,75.94,6.28361,6.28361,1.404743083
"2018.6.15","금요일",1057,73.44,5.35452,5.35452,0.737097685
"2018.6.16","토요일",1089,74.93966926,5.18337,5.18337,0
"2018.6.18","월요일",1096,75.34,5.62347,5.62347,0
"2018.6.19","화요일",1183,75.08,5.45232,5.45232,3.95192923
"2018.6.20","수요일",1236,74.74,4.40097,4.40097,0.026275174
"2018.6.21","목요일",1319,73.05,5.47677,5.47677,0
"2018.6.22","금요일",1324,75.55,4.54767,4.54767,0.009354414
"2018.6.23","토요일",1267,75.63833708,4.18092,4.18092,0.026275174
"2018.6.25","월요일",1171,74.73,5.74572,5.74572,0
"2018.6.26","화요일",1102,76.31,5.15892,5.15892,39.07398833
"2018.6.27","수요일",1058,77.62,4.10757,4.10757,29.59606625
"2018.6.28","목요일",1047,77.85,5.18337,5.18337,46.72834557
"2018.6.29","금요일",1091,79.44,4.81662,4.81662,2.890137399
"2018.6.30","토요일",915,77.75035103,4.74327,4.74327,13.52934312
"2018.7.2","월요일",855,77.3,5.23227,5.23227,47.72804442
"2018.7.3","화요일",879,77.76,4.98777,4.98777,10.19638622
"2018.7.4","수요일",860,78.24,4.62102,4.62102,13.57325428
"2018.7.5","목요일",878,77.39,4.59657,4.59657,14.50613589
"2018.7.6","금요일",870,77.11,4.66992,4.66992,7.786580087
"2018.7.7","토요일",865,77.65275852,4.42542,4.42542,0.678599661
"2018.7.9","월요일",909,78.07,4.49877,4.49877,14.28379447
"2018.7.10","화요일",958,78.86,4.86552,4.86552,4.996517975
"2018.7.11","수요일",1093,73.4,4.59657,4.59657,7.703519669
"2018.7.12","목요일",1185,74.45,5.40342,5.40342,0.027253906
"2018.7.13","금요일",1345,75.33,4.64547,4.64547,0.013626953
"2018.7.14","토요일",1465,73.27573679,3.61858,3.61858,0.006813476
"2018.7.16","월요일",1648,71.84,4.62102,4.62102,0
"2018.7.17","화요일",1880,72.16,4.71882,4.71882,0
"2018.7.18","수요일",2060,72.9,4.59657,4.59657,0
"2018.7.19","목요일",2145,72.58,5.62347,5.62347,0
"2018.7.20","금요일",1891,73.07,4.66992,4.66992,0
"2018.7.21","토요일",1523,73.34450228,3.47188,3.47188,0.02580463
"2018.7.23","월요일",1452,73.06,4.71882,4.71882,0
"2018.7.24","화요일",1361,73.44,5.03667,5.03667,0
"2018.7.25","수요일",1302,73.93,4.08312,4.08312,0
"2018.7.26","목요일",1243,74.54,4.74327,4.74327,0.014248071
"2018.7.27","금요일",1115,74.29,4.42542,4.42542,0.108865048
"2018.7.28","토요일",923,74.09334205,3.44743,3.44743,3.251044608
"2018.7.30","월요일",845,74.97,5.40342,5.40342,0.785036702
"2018.7.31","화요일",784,74.25,5.42787,5.42787,0
"2018.8.1","수요일",717,72.39,5.18337,5.18337,0
"2018.8.2","목요일",771,73.45,4.81662,4.81662,0
"2018.8.3","금요일",842,73.21,4.93887,4.93887,0.189817429
"2018.8.4","토요일",933,73.13975189,3.39853,3.39853,0.018144175
"2018.8.6","월요일",944,73.75,5.40342,5.40342,44.91437982
"2018.8.7","화요일",1010,74.65,5.69682,5.69682,1.318294749
"2018.8.8","수요일",1241,72.28,6.82151,6.82151,2.567287785
"2018.8.9","목요일",1390,72.07,6.45476,6.45476,4.68223226
"2018.8.10","금요일",1429,72.81,5.33007,5.33007,6.686410691
"2018.8.11","토요일",1358,72.31921843,3.91198,3.91198,0.907585168
"2018.8.13","월요일",1221,72.61,5.47677,5.47677,1.738979861
"2018.8.14","화요일",1190,72.46,5.18337,5.18337,0.108977979
"2018.8.15","수요일",1141,70.76,4.37652,4.37652,4.205702993
"2018.8.16","목요일",1156,71.43,5.50122,5.50122,6.562921137
"2018.8.17","금요일",1173,71.83,5.77017,5.77017,0.137342368
"2018.8.18","토요일",1184,72.88191032,3.49633,3.49633,0
"2018.8.20","월요일",1171,72.21,6.50366,6.50366,0
"2018.8.21","화요일",1138,72.63,5.99022,5.99022,2.056446452
"2018.8.22","수요일",1213,74.78,6.28361,6.28361,0.668944099
"2018.8.23","목요일",1332,74.73,6.55256,6.55256,30.53115001
"2018.8.24","금요일",1549,75.82,6.13691,6.13691,33.453115
"2018.8.25","토요일",1673,75.06330714,4.93887,4.93887,1.095162808
"2018.8.27","월요일",1683,76.21,7.13936,7.13936,53.0438547
"2018.8.28","화요일",1821,75.95,6.87041,6.87041,36.54234896
"2018.8.29","수요일",1815,77.14,6.28361,6.28361,42.35273857
"2018.8.30","목요일",1985,77.77,6.21026,6.21026,17.61001318
