"date","요일","가격","daedong_stock","서울대_s1"
"2017.11.11","토요일",760,7884.173265,0.211538462
"2017.11.13","월요일",813,7910,0.0357852883
"2017.11.14","화요일",803,8040,0.081871345
"2017.11.15","수요일",793,7950,0.114613181
"2017.11.16","목요일",712,7990,0.0125
"2017.11.17","금요일",933,7920,-0.0218687873
"2017.11.18","토요일",688,7878.307258,0
"2017.11.20","월요일",785,7920,0.0396039604
"2017.11.21","화요일",798,8000,0.165311653
"2017.11.22","수요일",758,8000,0.0693641618
"2017.11.23","목요일",691,8000,0.0607902736
"2017.11.24","금요일",687,8000,0.0187969925
"2017.11.25","토요일",676,8007.312463,0
"2017.11.27","월요일",698,8050,-0.00638977636
"2017.11.28","화요일",691,8110,0.214285714
"2017.11.29","수요일",634,8060,0.183006536
"2017.11.30","목요일",880,7960,0.0580645161
"2017.12.1","금요일",661,7710,-0.0225080386
"2017.12.2","토요일",745,7639.473021,-0.0560747664
"2017.12.4","월요일",701,7680,0.0551948052
"2017.12.5","화요일",648,7680,0.128205128
"2017.12.6","수요일",645,7680,-0.0027100271
"2017.12.7","목요일",630,7600,0.0862745098
"2017.12.8","금요일",646,7420,0.0806451613
"2017.12.9","토요일",636,7509.736844,-0.0776699029
"2017.12.11","월요일",703,7600,0.105675147
"2017.12.12","화요일",687,7480,0.113948919
"2017.12.13","수요일",711,7500,0.0964467005
"2017.12.14","목요일",681,7500,0.103703704
"2017.12.15","금요일",723,9450,0.0449438202
"2017.12.16","토요일",698,10506.90682,0
"2017.12.18","월요일",819,10150,0.16509434
"2017.12.19","화요일",831,9350,0
"2017.12.20","수요일",735,9680,-0.0303030303
"2017.12.21","목요일",783,9250,-0.0701754386
"2017.12.22","금요일",736,9310,0.194915254
"2017.12.23","토요일",696,9419.55526,0
"2017.12.25","월요일",742,9310,0
"2017.12.26","화요일",749,9200,0.0975609756
"2017.12.27","수요일",763,9650,0.043956044
"2017.12.28","목요일",753,9600,0.0521327014
"2017.12.29","금요일",788,9621.407016,0.0106382979
"2017.12.30","토요일",835,9883.950934,0.121546961
"2018.1.2","화요일",876,10300,0.102362205
"2018.1.3","수요일",785,10650,0.0788643533
"2018.1.4","목요일",809,10600,-0.0625
"2018.1.5","금요일",766,10850,0.0548780488
"2018.1.6","토요일",771,10842.96077,0
"2018.1.8","월요일",783,10650,0.0178571429
"2018.1.9","화요일",776,10550,0
"2018.1.10","수요일",816,10650,0.128205128
"2018.1.11","목요일",840,10900,0.133333333
"2018.1.12","금요일",874,10200,0.0744186047
"2018.1.13","토요일",895,10110.81492,0.0784313725
"2018.1.15","월요일",923,10250,0.196969697
"2018.1.16","화요일",954,10000,0
"2018.1.17","수요일",979,10100,-0.0943396226
"2018.1.18","목요일",932,9850,0.0433839479
"2018.1.19","금요일",952,9850,0.0628415301
"2018.1.20","토요일",871,9867.332731,0.0740740741
"2018.1.22","월요일",847,9740,0.0211267606
"2018.1.23","화요일",838,9740,0
"2018.1.24","수요일",808,10450,0.0566037736
"2018.1.25","목요일",849,10150,0.345454545
"2018.1.26","금요일",835,10300,-0.0392156863
"2018.1.27","토요일",843,10289.33824,0.0196078431
"2018.1.29","월요일",909,10150,-0.025862069
"2018.1.30","화요일",917,10100,0
"2018.1.31","수요일",1000,9840,0.0165289256
"2018.2.1","목요일",902,9800,-0.0657894737
"2018.2.2","금요일",932,9630,0.24
"2018.2.3","토요일",946,9426.119278,0
"2018.2.5","월요일",1003,9350,0.0807017544
"2018.2.6","화요일",1101,9270,0
"2018.2.7","수요일",1182,8690,0.153846154
"2018.2.8","목요일",1150,8750,0.09
"2018.2.9","금요일",1121,8610,0.00884955752
"2018.2.10","토요일",1126,8556.285315,0
"2018.2.12","월요일",1210,8540,0.0443349754
"2018.2.13","화요일",1194,8430,0.0751173709
"2018.2.14","수요일",1202,8500,0.326732673
"2018.2.15","목요일",1253,8650.057079,0
"2018.2.19","월요일",1040,8790,0.0571428571
"2018.2.20","화요일",838,8870,0.125
"2018.2.21","수요일",890,8810,0.057208238
"2018.2.22","목요일",876,8560,0.0411985019
"2018.2.23","금요일",894,8580,0.0958083832
"2018.2.24","토요일",800,8583.838808,0.157232704
"2018.2.26","월요일",855,8620,0.13836478
"2018.2.27","화요일",955,8750,0.13317757
"2018.2.28","수요일",964,8710,0.185520362
"2018.3.1","목요일",954,8710,-0.106145251
"2018.3.2","금요일",1027,8340,0.0963222417
"2018.3.3","토요일",951,8275.685671,0
"2018.3.5","월요일",954,8310,0.121323529
"2018.3.6","화요일",921,8150,0.0813559322
"2018.3.7","수요일",962,8200,0.027027027
"2018.3.8","목요일",899,8200,0.132183908
"2018.3.9","금요일",916,8290,-0.0833333333
"2018.3.10","토요일",909,8398.388864,0.0612244898
"2018.3.12","월요일",855,8500,0.253012048
"2018.3.13","화요일",846,8570,0.0653753027
"2018.3.14","수요일",858,8500,0.0493150685
"2018.3.15","목요일",833,8400,-0.0235849057
"2018.3.16","금요일",752,8320,0.2
"2018.3.17","토요일",778,8316.11225,0
"2018.3.19","월요일",839,8410,0.176470588
"2018.3.20","화요일",800,8510,0.0575539568
"2018.3.21","수요일",825,8310,0.0621118012
"2018.3.22","목요일",830,8000,0.061302682
"2018.3.23","금요일",848,7540,-0.00625
"2018.3.24","토요일",842,7452.913534,0.175438596
"2018.3.26","월요일",814,7570,-0.00390625
"2018.3.27","화요일",796,7590,0
"2018.3.28","수요일",807,7530,0.134986226
"2018.3.29","목요일",790,7350,0.0961538462
"2018.3.30","금요일",869,7370,0.160714286
"2018.3.31","토요일",790,7241.002227,-0.0333333333
"2018.4.2","월요일",770,7170,0.157608696
"2018.4.3","화요일",776,7280,0.158653846
"2018.4.4","수요일",790,7050,0.0526315789
"2018.4.5","목요일",853,7200,0.0853658537
"2018.4.6","금요일",889,7200,0.106227106
"2018.4.7","토요일",917,7116.037057,0.147928994
"2018.4.9","월요일",970,7120,0.225
"2018.4.10","화요일",944,7230,0.0789049919
"2018.4.11","수요일",879,7270,0.152631579
"2018.4.12","목요일",895,7530,0.0760736196
"2018.4.13","금요일",900,7420,0.134887594
"2018.4.14","토요일",884,7363.555958,0.0893246187
"2018.4.16","월요일",886,7380,0.13001455
"2018.4.17","화요일",892,7420,0.12156999
"2018.4.18","수요일",881,7790,0.122084548
"2018.4.19","목요일",834,8330,0.128340233
"2018.4.20","금요일",821,8890,0.0533049041
"2018.4.21","토요일",739,8918.248496,0.218274112
"2018.4.23","월요일",977,8570,0.124831309
"2018.4.24","화요일",1028,8220,0.136524823
"2018.4.25","수요일",999,8090,0.0661278472
"2018.4.26","목요일",992,7980,0.150713686
"2018.4.27","금요일",1109,8080,0.0747849107
"2018.4.28","토요일",1025,8371.658993,0.160714286
"2018.4.30","월요일",1219,9080,0.0931034483
"2018.5.1","화요일",1105,10175.26031,0.128254581
"2018.5.2","수요일",1133,10250,0.103168755
"2018.5.3","목요일",1182,9100,0.0905861456
"2018.5.4","금요일",1127,10350,0.202156334
"2018.5.5","토요일",931,10945.68615,0.0882352941
"2018.5.7","월요일",1169,10350,0.129186603
"2018.5.8","화요일",1149,9400,0.0881355932
"2018.5.9","수요일",1086,9210,0.12687813
"2018.5.10","목요일",1093,9480,0.0885286783
"2018.5.11","금요일",1130,9290,0.125195618
"2018.5.12","토요일",1115,9402.993104,0.0566037736
"2018.5.14","월요일",1118,9900,0.0131926121
"2018.5.15","화요일",1055,10150,0.0433526012
"2018.5.16","수요일",1076,9170,0.0375586854
"2018.5.17","목요일",1206,9270,0.0705563094
"2018.5.18","금요일",1095,9250,0.132013201
"2018.5.19","토요일",885,9109.636052,0.0814332248
"2018.5.21","월요일",1109,9020,0.1456
"2018.5.22","화요일",1016,9012.511443,0.0173812283
"2018.5.23","수요일",1098,9060,0.0538373425
"2018.5.24","목요일",1067,8880,0.0573414422
"2018.5.25","금요일",1047,8140,-0.00137931034
"2018.5.26","토요일",1021,8846.943005,0.153846154
"2018.5.28","월요일",1027,9640,0.131967213
"2018.5.29","화요일",932,9030,0.0906593407
"2018.5.30","수요일",1016,8790,0.0758169935
"2018.5.31","목요일",1172,9150,0.150812065
"2018.6.1","금요일",1003,8760,0.113964687
"2018.6.2","토요일",919,8562.709932,0.139130435
"2018.6.4","월요일",1069,8710,0.0745341615
"2018.6.5","화요일",1052,8940,0.12195122
"2018.6.6","수요일",1061,8998.992466,0.0794117647
"2018.6.7","목요일",1082,8950,0.265671642
"2018.6.8","금요일",1041,8970,0.137096774
"2018.6.9","토요일",935,9202.923285,0.120689655
"2018.6.11","월요일",1054,9210,0.103305785
"2018.6.12","화요일",1134,8830,0.17366136
"2018.6.13","수요일",1007,8830,0.140350877
"2018.6.14","목요일",1141,8310,0.0625
"2018.6.15","금요일",1156,8800,0.097810219
"2018.6.16","토요일",1066,9044.767099,-0.122641509
"2018.6.18","월요일",1350,8790,0.0953346856
"2018.6.19","화요일",1098,8450,0.105263158
"2018.6.20","수요일",1070,8540,0.0327272727
"2018.6.21","목요일",1084,8330,0.0294117647
"2018.6.22","금요일",1151,8340,0.0608365019
"2018.6.23","토요일",985,8405.260931,0.245454545
"2018.6.25","월요일",1279,8340,0.109090909
"2018.6.26","화요일",1255,8000,0.00287356322
"2018.6.27","수요일",1294,7400,0.0909090909
"2018.6.28","목요일",1274,7320,0.0603448276
"2018.6.29","금요일",1192,7430,0.132075472
"2018.6.30","토요일",1283,7315.65066,0.105263158
"2018.7.2","월요일",1266,7150,0.0837438424
"2018.7.3","화요일",1293,7100,0.049689441
"2018.7.4","수요일",1291,7000,0.0376712329
"2018.7.5","목요일",1399,7190,0.0792079208
"2018.7.6","금요일",1162,7170,-0.00662251656
"2018.7.7","토요일",1015,7031.505443,0.0943396226
"2018.7.9","월요일",1256,6970,0.221052632
"2018.7.10","화요일",1229,7050,0.113964687
"2018.7.11","수요일",1111,7060,0.242857143
"2018.7.12","목요일",1118,7100,0.09375
"2018.7.13","금요일",1165,7170,0.0588235294
"2018.7.14","토요일",992,7124.201,0.0297029703
"2018.7.16","월요일",1236,7060,0.084375
"2018.7.17","화요일",1353,7030,0.0366972477
"2018.7.18","수요일",1188,6860,0.316595745
"2018.7.19","목요일",1092,6940,0.154867257
"2018.7.20","금요일",1093,6940,0.163636364
"2018.7.21","토요일",1075,6864.086804,0.0535714286
"2018.7.23","월요일",1256,6940,0.161290323
"2018.7.24","화요일",1109,7160,0.0721649485
"2018.7.25","수요일",1219,7000,0.108411215
"2018.7.26","목요일",1137,7240,0.170441001
"2018.7.27","금요일",1138,7530,0.0157303371
"2018.7.28","토요일",928,7678.661444,0
"2018.7.30","월요일",1273,7600,0.0968253968
"2018.7.31","화요일",1323,7390,0.0568475452
"2018.8.1","수요일",1208,7500,0.123167155
"2018.8.2","목요일",1179,7350,0.189452125
"2018.8.3","금요일",1166,7430,0.130023641
"2018.8.4","토요일",1002,7446.216166,0
"2018.8.6","월요일",1180,7380,0.120071685
"2018.8.7","화요일",1245,7360,-0.0127576055
"2018.8.8","수요일",1284,7410,0.0551470588
"2018.8.9","목요일",1265,7390,0.0434782609
"2018.8.10","금요일",1295,7420,0.104803493
"2018.8.11","토요일",1115,7277.426334,0.139784946
"2018.8.13","월요일",1576,7180,0.046474359
"2018.8.14","화요일",1380,7320,0.0360110803
"2018.8.15","수요일",1488,7346.308029,0.0839160839
"2018.8.16","목요일",1449,7340,0.0735294118
"2018.8.17","금요일",1707,7430,0.145502646
"2018.8.18","토요일",1304,7419.098109,0.186915888
"2018.8.20","월요일",1613,7360,0.0463157895
"2018.8.21","화요일",1427,7350,-0.00870646766
"2018.8.22","수요일",1515,7290,-0.00398406375
"2018.8.23","목요일",1520,7100,0.0640522876
"2018.8.24","금요일",1606,7080,0.0406091371
"2018.8.25","토요일",1317,7027.09352,0.0108991826
"2018.8.27","월요일",1962,6980,0.231917336
"2018.8.28","화요일",1822,7030,0.115328467
"2018.8.29","수요일",1508,7070,0.0761904762
"2018.8.30","목요일",1508,7050,0.00647948164
"2018.8.31","금요일",2088,7010,0.12195122
"2018.9.1","토요일",1334,6964.337671,0.06
"2018.9.3","월요일",2048,7040,0.0703259005
"2018.9.4","화요일",1619,7190,0.0460704607
"2018.9.5","수요일",1775,7050,0.126027397
"2018.9.6","목요일",1645,7390,0.0889292196
"2018.9.7","금요일",1526,7300,-0.0274390244
"2018.9.8","토요일",1242,7351.817985,0.00350877193
"2018.9.10","월요일",1683,7490,0.109970674
"2018.9.11","화요일",1561,7430,0.149882904
"2018.9.12","수요일",1582,7300,0.108626198
"2018.9.13","목요일",1618,7380,0.0940860215
"2018.9.14","금요일",1579,7310,0.048553719
"2018.9.15","토요일",1318,7324.230301,0.0172413793
"2018.9.17","월요일",2103,7320,0.042721519
"2018.9.18","화요일",1891,7150,0.0736278447
"2018.9.19","수요일",1568,7080,0.10718232
"2018.9.20","목요일",1654,7310,0.128099174
"2018.9.21","금요일",1448,7410,0.0446927374
"2018.9.22","토요일",1305,7415.098448,0.131462334
"2018.9.27","목요일",1937,7340,0.0189155107
"2018.9.28","금요일",1722,7200,0.160621762
"2018.9.29","토요일",1842,7150.888029,0.0846456693
"2018.10.1","월요일",1822,7150,0.0729502905
"2018.10.2","화요일",1791,7130,0.106075217
"2018.10.3","수요일",1446,7130,0.122282609
"2018.10.4","목요일",1571,7060,0.121338912
"2018.10.5","금요일",1520,6900,0.137223975
"2018.10.6","토요일",986,6864.729576,0.146496815
"2018.10.8","월요일",1568,6920,0.138063279
"2018.10.9","화요일",1400,6935.243993,0.11342155
"2018.10.10","수요일",1413,6720,0.112164297
"2018.10.11","목요일",1391,6310,0.0817490494
"2018.10.12","금요일",1447,6330,0.102766798
"2018.10.13","토요일",1129,6343.628352,0.131799163
"2018.10.15","월요일",1514,6340,0.118421053
"2018.10.16","화요일",1309,6450,0.131661442
"2018.10.17","수요일",1781,6580,0.181715576
"2018.10.18","목요일",1471,6660,0.105986261
"2018.10.19","금요일",1396,6750,0.067695962
"2018.10.20","토요일",1198,6757.919926,0
"2018.10.22","월요일",1720,6640,0.142289348
"2018.10.23","화요일",1373,6460,0.189239332
"2018.10.24","수요일",1415,6420,0.0805785124
"2018.10.25","목요일",1595,6200,0.1375
"2018.10.26","금요일",1656,5870,0.0837320574
"2018.10.27","토요일",1140,5583.321717,0.0388349515
"2018.10.29","월요일",1630,5450,0.0480887793
"2018.10.30","화요일",1427,5520,0.201257862
"2018.10.31","수요일",1930,5620,0.154716981
"2018.11.1","목요일",1588,5650,0.00378071834
"2018.11.2","금요일",1450,5900,0.101382488
"2018.11.3","토요일",1434,5901.882574,-0.02
"2018.11.5","월요일",1471,5860,0.136413641
"2018.11.6","화요일",1377,5960,0.0681818182
"2018.11.7","수요일",1206,5790,0.1926885
"2018.11.8","목요일",1226,5960,0.188405797
"2018.11.9","금요일",1074,5900,0.136498516
"2018.11.10","토요일",1214,5790.558629,0.191616766
"2018.11.12","월요일",1509,5700,0.116147309
"2018.11.13","화요일",1348,5620,0.0444214876
"2018.11.14","수요일",1012,5620,0.0983050847
"2018.11.15","목요일",1216,5580,0.0232018561
"2018.11.16","금요일",1156,5500,0.0459770115
"2018.11.17","토요일",1469,5486.745121,0.0262172285
"2018.11.19","월요일",1451,5500,0.05
"2018.11.20","화요일",1207,5490,0.128755365
"2018.11.21","수요일",1100,5500,0.0155440415
"2018.11.22","목요일",1082,5470,0.119480519
"2018.11.23","금요일",974,5430,0.0699815838
"2018.11.24","토요일",1031,5396.883873,0.0446428571
"2018.11.26","월요일",1098,5390,0.0019379845
"2018.11.27","화요일",1194,5410,0.085106383
"2018.11.28","수요일",997,5400,0.0548780488
"2018.11.29","목요일",1072,5390,0.111111111
"2018.11.30","금요일",1267,5370,0.188911704
"2018.12.1","토요일",956,5379.835535,0.045045045
"2018.12.3","월요일",1125,5460,0.131416838
"2018.12.4","화요일",982,5580,0.0616621984
"2018.12.5","수요일",952,5540,0.0104790419
"2018.12.6","목요일",894,5460,0.0883458647
"2018.12.7","금요일",953,5470,0.0435643564
"2018.12.8","토요일",852,5396.003684,0.0431034483
"2018.12.10","월요일",921,5290,0.136094675
"2018.12.11","화요일",964,5250,0.12244898
"2018.12.12","수요일",954,5250,-0.0379146919
"2018.12.13","목요일",911,5280,0.0625
"2018.12.14","금요일",945,5300,0.024691358
"2018.12.15","토요일",899,5250.43819,0.132075472
"2018.12.17","월요일",1216,5200,0.154198473
"2018.12.18","화요일",958,5200,0.116113744
"2018.12.19","수요일",954,5160,0.154362416
"2018.12.20","목요일",950,5160,0.255102041
"2018.12.21","금요일",921,5170,0.117283951
"2018.12.22","토요일",878,5159.938654,0.109090909
"2018.12.24","월요일",956,5110,0.100917431
"2018.12.25","화요일",948,5022.503953,0.0810810811
"2018.12.26","수요일",985,4990,0.0459965928
"2018.12.27","목요일",946,5080,0.230088496
"2018.12.28","금요일",816,5180,0.0745098039
"2018.12.29","토요일",813,5198.949293,0.0761904762
"2018.12.31","월요일",1178,5166.526146,0.137931034
"2019.1.2","수요일",864,5140,0.0585651537
"2019.1.3","목요일",918,5150,0.0980036298
"2019.1.4","금요일",931,5150,0.123943662
"2019.1.5","토요일",972,5179.802818,0
"2019.1.7","월요일",932,5290,0.123831776
"2019.1.8","화요일",951,5460,0.0734214391
"2019.1.9","수요일",884,5460,0.0926829268
"2019.1.10","목요일",896,5400,0.112478032
"2019.1.11","금요일",938,5790,0.0855207451
"2019.1.12","토요일",938,6034.794293,0
"2019.1.14","월요일",894,5980,0.0581818182
"2019.1.15","화요일",941,5950,0.0275862069
"2019.1.16","수요일",932,6560,0.0929878049
"2019.1.17","목요일",1063,6390,-0.00147492625
"2019.1.18","금요일",893,6390,0.103174603
"2019.1.19","토요일",968,6375.15837,-0.0185185185
"2019.1.21","월요일",934,6300,-0.020979021
"2019.1.22","화요일",915,6300,0.0771558245
"2019.1.23","수요일",944,6450,0.0537944284
"2019.1.24","목요일",919,6620,0.144843569
"2019.1.25","금요일",903,6900,0.0940525588
"2019.1.26","토요일",940,6895.992389,0.0363636364
"2019.1.28","월요일",782,6660,0.0866510539
"2019.1.29","화요일",897,6440,0.103139013
"2019.1.30","수요일",886,6450,0.138643068
"2019.1.31","목요일",948,6460,0.148253069
"2019.2.1","금요일",912,6750,0.13986014
"2019.2.2","토요일",887,6925.462683,0.471698113
"2019.2.4","월요일",1029,6939.770505,0.0874524715
"2019.2.7","목요일",1470,6900,0.124324324
"2019.2.8","금요일",889,6880,0.15
"2019.2.9","토요일",854,6848.229037,0.284810127
"2019.2.11","월요일",967,6850,0.112662942
"2019.2.12","화요일",912,6870,0.177897574
"2019.2.13","수요일",914,6750,0.109516616
"2019.2.14","목요일",880,6820,0.182911655
"2019.2.15","금요일",860,6760,0.207683073
"2019.2.16","토요일",856,6682.976155,0.258373206
"2019.2.18","월요일",912,6640,0.137315271
"2019.2.19","화요일",821,6580,0.141555711
"2019.2.20","수요일",795,6400,0.148188804
"2019.2.21","목요일",787,6330,0.121761658
"2019.2.22","금요일",785,6420,0.205329154
"2019.2.23","토요일",772,6410.787889,0.150684932
"2019.2.25","월요일",719,6360,0.139280125
"2019.2.26","화요일",709,6400,0.0519390582
"2019.2.27","수요일",726,6390,0.119733925
"2019.2.28","목요일",811,5910,-0.0630914826
"2019.3.1","금요일",732,5712.901588,0.0660377358
"2019.3.2","토요일",729,5806.329336,-0.00826446281
"2019.3.4","월요일",780,5910,0.145214521
"2019.3.5","화요일",737,5880,0.19741565
"2019.3.6","수요일",728,5940,0.0751252087
"2019.3.7","목요일",726,5860,0.16007533
"2019.3.8","금요일",702,5710,0.144343303
"2019.3.9","토요일",744,5632.79094,0.160714286
"2019.3.11","월요일",685,5700,0.0835117773
"2019.3.12","화요일",679,5850,0.110738255
"2019.3.13","수요일",669,5840,0.118773946
"2019.3.14","목요일",646,6040,0.136503067
"2019.3.15","금요일",611,5820,0.164113786
"2019.3.16","토요일",618,5638.953585,0.14
"2019.3.18","월요일",726,5820,0.166462668
"2019.3.19","화요일",649,6250,0.0526315789
"2019.3.20","수요일",700,6080,0.0376432079
"2019.3.21","목요일",815,5850,0.0446927374
"2019.3.22","금요일",842,5840,0.11023622
"2019.3.23","토요일",820,5832.712303,0.165467626
"2019.3.25","월요일",852,5790,0.205702648
"2019.3.26","화요일",861,5760,0.110017889
"2019.3.27","수요일",839,5760,0.137579618
"2019.3.28","목요일",903,5640,0.170382166
"2019.3.29","금요일",969,5720,0.10944206
"2019.3.30","토요일",955,5802.005936,0.155462185
"2019.4.1","월요일",1006,5840,0.102608696
"2019.4.2","화요일",974,5880,0.123595506
"2019.4.3","수요일",988,5930,0.120426829
"2019.4.4","목요일",944,5880,0.112311015
"2019.4.5","금요일",982,5880,0.212797619
"2019.4.6","토요일",854,5887.74125,0
"2019.4.8","월요일",986,5860,0.131208302
"2019.4.9","화요일",954,5840,0.114529915
"2019.4.10","수요일",976,5980,0.133296764
"2019.4.11","목요일",987,6000,0.135018051
"2019.4.12","금요일",978,5990,0.0778588808
"2019.4.13","토요일",877,6018.063915,0.0869565217
"2019.4.15","월요일",1048,6050,0.185892116
"2019.4.16","화요일",1042,6050,0.0993346008
"2019.4.17","수요일",1015,6020,0.12283737
"2019.4.18","목요일",1025,5950,0.10601767
"2019.4.19","금요일",1059,5970,0.120627926
"2019.4.20","토요일",889,6009.115707,0.125831486
"2019.4.22","월요일",1208,6030,0.108787542
"2019.4.23","화요일",1146,6010,0.125973586
"2019.4.24","수요일",1252,5940,0.131193518
"2019.4.25","목요일",1201,5940,0.162507255
"2019.4.26","금요일",1160,5890,0.11292517
"2019.4.27","토요일",1109,5886.444603,0.0947867299
"2019.4.29","월요일",1249,5910,0.0840874811
"2019.4.30","화요일",1257,5910,0.124502784
"2019.5.1","수요일",1091,5908.36366,0.106397775
"2019.5.2","목요일",1097,5910,0.116605166
"2019.5.3","금요일",1012,5900,0.196192053
"2019.5.4","토요일",994,5842.734475,0.14354067
"2019.5.6","월요일",1059,5776.338743,0.0790216369
"2019.5.7","화요일",1028,5760,0.0574132492
"2019.5.8","수요일",938,5770,0.0822607722
"2019.5.9","목요일",934,5620,0.116716867
"2019.5.10","금요일",1078,5580,0.0855235711
"2019.5.11","토요일",940,5576.823985,0.137309293
"2019.5.13","월요일",1019,5540,0.112091792
"2019.5.14","화요일",1033,5530,0.108574954
"2019.5.15","수요일",984,5730,0.108225108
"2019.5.16","목요일",1025,5700,0.104016478
"2019.5.17","금요일",1119,5800,0.155844156
"2019.5.18","토요일",943,5830.30213,0.157232704
"2019.5.20","월요일",1117,5750,0.0193050193
"2019.5.21","화요일",1077,5650,0.155670867
"2019.5.22","수요일",1036,5660,0.130769231
"2019.5.23","목요일",1061,5620,0.105263158
"2019.5.24","금요일",1020,5440,0.117276166
"2019.5.25","토요일",953,5399.055247,0.00662251656
"2019.5.27","월요일",984,5540,0.0888219797
"2019.5.28","화요일",1021,5730,0.0726472207
"2019.5.29","수요일",991,5680,0.1062417
"2019.5.30","목요일",985,5670,0.121284185
"2019.5.31","금요일",1077,5660,0.0333333333
"2019.6.1","토요일",947,5610.558245,0.139097744
"2019.6.3","월요일",1042,5570,0.0951020408
"2019.6.4","화요일",998,5610,0.0665866827
"2019.6.5","수요일",932,5780,0.079887218
"2019.6.6","목요일",1010,5936.520101,0.0545073375
"2019.6.7","금요일",952,6010,0.141568355
"2019.6.8","토요일",865,5995.021144,0.152380952
"2019.6.10","월요일",1034,6010,0.0605002909
"2019.6.11","화요일",969,6110,0.106354515
"2019.6.12","수요일",986,6100,0.0256545887
"2019.6.13","목요일",976,6080,0.0844422937
"2019.6.14","금요일",994,5960,0.0669950739
"2019.6.15","토요일",905,6016.792343,0.0429447853
"2019.6.17","월요일",1142,6070,0.0523809524
"2019.6.18","화요일",1004,5960,0.153463452
"2019.6.19","수요일",992,6020,0.089275015
"2019.6.20","목요일",1020,6030,0.109850438
"2019.6.21","금요일",958,6010,0.051998281
"2019.6.22","토요일",851,6151.76559,0.0404217926
"2019.6.24","월요일",1010,6310,0.0571833648
"2019.6.25","화요일",949,6280,0.0750462107
"2019.6.26","수요일",863,6110,0.0534402138
"2019.6.27","목요일",974,6110,0.114608952
"2019.6.28","금요일",956,6020,0.0503937008
"2019.6.29","토요일",866,6059.110957,-0.0348027842
"2019.7.1","월요일",1056,6130,0.0868989854
"2019.7.2","화요일",929,6040,0.121424565
"2019.7.3","수요일",937,5840,0.0844976713
"2019.7.4","목요일",895,5880,0.0958837772
"2019.7.5","금요일",926,6040,0.0801886792
"2019.7.6","토요일",757,6046.580894,0.0909090909
"2019.7.8","월요일",977,5860,0.099
"2019.7.9","화요일",865,5620,0.0903776978
"2019.7.10","수요일",921,5700,0.0974754558
"2019.7.11","목요일",841,5780,0.018922853
"2019.7.12","금요일",905,5780,0.0585215606
"2019.7.13","토요일",789,5776.026492,0.0625
"2019.7.15","월요일",940,5770,0.111111111
"2019.7.16","화요일",936,5740,0.0818134445
"2019.7.17","수요일",978,5700,0.167227834
"2019.7.18","목요일",902,5750,0.0914982844
"2019.7.19","금요일",863,5780,0.0816962894
"2019.7.20","토요일",675,5804.013213,0.0115740741
"2019.7.22","월요일",916,5820,0.104216388
"2019.7.23","화요일",854,5800,0.129456939
"2019.7.24","수요일",785,5700,0.0990752972
"2019.7.25","목요일",818,5600,0.0904331271
"2019.7.26","금요일",905,5630,0.0551830841
"2019.7.27","토요일",787,5343.797756,0.0926517572
"2019.7.29","월요일",879,5080,0.115337423
"2019.7.30","화요일",841,5180,0.100095329
"2019.7.31","수요일",1074,5150,0.0949050949
"2019.8.1","목요일",892,4955,0.0360040568
"2019.8.2","금요일",857,4805,0.0583832335
"2019.8.3","토요일",746,4480.524952,0.088372093
"2019.8.5","월요일",950,4260,0.0207612457
"2019.8.6","화요일",779,4385,0.0868809731
"2019.8.7","수요일",843,4585,0.165984538
"2019.8.8","목요일",829,5080,0.14848883
"2019.8.9","금요일",859,5000,0.0705550329
"2019.8.10","토요일",775,5033.29117,0.0136986301
"2019.8.12","월요일",855,5090,0.0821292776
"2019.8.13","화요일",877,5120,0.0442086649
"2019.8.14","수요일",839,5810,0.0401459854
"2019.8.15","목요일",851,5810,0.0971659919
"2019.8.16","금요일",954,5830,0.0501981506
"2019.8.17","토요일",820,6184.584396,-0.0120481928
"2019.8.19","월요일",1072,6380,0.103903904
"2019.8.20","화요일",864,6140,0.0739566825
"2019.8.21","수요일",911,6220,0.143527834
"2019.8.22","목요일",935,6250,0.0333333333
"2019.8.23","금요일",873,5950,0.0569514238
"2019.8.24","토요일",790,5773.766959,0.0531914894
"2019.8.26","월요일",857,5790,0.0358705162
"2019.8.27","화요일",792,5890,0.0179104478
"2019.8.28","수요일",756,5830,0.0714632961
"2019.8.29","목요일",855,5530,0.104545455
"2019.8.30","금요일",846,5560,0.0737704918
"2019.8.31","토요일",791,5574.212375,0.0617977528
"2019.9.2","월요일",980,5530,0.0506993007
"2019.9.3","화요일",932,5500,0.0890814558
"2019.9.4","수요일",899,5470,0.047645126
"2019.9.5","목요일",918,5550,0.0577849117
"2019.9.6","금요일",1061,5440,0.0207290922
"2019.9.7","토요일",836,5390.134334,0.0339805825
"2019.9.9","월요일",1006,5420,0.0572528883
"2019.9.10","화요일",1032,5590,0.0572207084
"2019.9.11","수요일",1031,6200,0.00150526844
"2019.9.12","목요일",821,6516.469632,0.127139364
"2019.9.16","월요일",916,6520,0.10019084
"2019.9.17","화요일",1059,6450,0.00289687138
"2019.9.18","수요일",908,6450,0.0325581395
"2019.9.19","목요일",996,6540,0.123253903
"2019.9.20","금요일",825,6920,0.0869158879
"2019.9.21","토요일",855,7288.985895,0.101851852
"2019.9.23","월요일",913,7530,0.035016835
"2019.9.24","화요일",853,7540,0.102362205
"2019.9.25","수요일",956,7250,0.0867697595
