"date","요일","가격","당근거래량","당근_강수량_지속영향_size10","군산대_s4"
"2017.7.8","토요일",749,103061,11.43971715,0
"2017.7.10","월요일",943,462666,18.29449818,0.0833333333
"2017.7.11","화요일",867,333033,16.29350365,0.0597826087
"2017.7.12","수요일",878,264501.5,13.11689781,0.0833333333
"2017.7.13","목요일",890,332633,13.34993613,0.08
"2017.7.14","금요일",851,329162,13.29603102,0.0972222222
"2017.7.15","토요일",755,95271,11.61063869,0.0666666667
"2017.7.17","월요일",949,495917.5,12.01644161,0.08
"2017.7.18","화요일",840,269881.5,9.674635036,0.0966386555
"2017.7.19","수요일",818,292876,9.391414234,0.0696202532
"2017.7.20","목요일",818,323849,6.349051095,0.0776699029
"2017.7.21","금요일",846,316206,6.798184307,0.113402062
"2017.7.22","토요일",854,74942,4.99330292,0
"2017.7.24","월요일",850,421341,5.289571168,0.0526315789
"2017.7.25","화요일",860,363501,5.814981752,0
"2017.7.26","수요일",820,247169.5,6.295392336,0.0666666667
"2017.7.27","목요일",793,230072,4.295885036,0.123595506
"2017.7.28","금요일",789,290573,5.754899635,0.0894308943
"2017.7.29","토요일",824,99893,5.87544708,0.0769230769
"2017.7.31","월요일",941,474664,8.068576642,0.0990990991
"2017.8.1","화요일",796,538704,7.667463504,0.0833333333
"2017.8.2","수요일",792,241798,7.306277372,0.09375
"2017.8.3","목요일",800,296925.3,6.145547445,0.0727272727
"2017.8.4","금요일",789,173357,6.207992701,0.101694915
"2017.8.5","토요일",714,42280,5.073065693,0.08
"2017.8.7","월요일",772,337921.5,4.072618613,0.118055556
"2017.8.8","화요일",834,380767,7.055036496,0.172839506
"2017.8.9","수요일",787,254812,6.81830292,0.0613496933
"2017.8.10","목요일",796,341415.5,10.47813869,0.119298246
"2017.8.11","금요일",811,274058.5,10.19469891,0.0730337079
"2017.8.12","토요일",709,119782,9.850784672,0.0789473684
"2017.8.14","월요일",862,360173.5,20.60057482,0.120481928
"2017.8.15","화요일",831,319566,24.32541058,0.0568181818
"2017.8.16","수요일",845,298480,25.27135036,0.101449275
"2017.8.17","목요일",1000,493629.5,23.86531934,0.0967741935
"2017.8.18","금요일",802,370234,25.44105839,0.0833333333
"2017.8.19","토요일",745,113680,25.80679745,0.114285714
"2017.8.21","월요일",861,354620,28.35781934,0.0970873786
"2017.8.22","화요일",852,415052,28.4854927,0.0980392157
"2017.8.23","수요일",842,347726,17.20010949,0.131832797
"2017.8.24","목요일",832,323179,25.90153285,0.157232704
"2017.8.25","금요일",862,330576,18.17846715,0.113821138
"2017.8.26","토요일",859,138615,14.15745438,0.108910891
"2017.8.28","월요일",936,319475.5,13.60691606,0.0774647887
"2017.8.29","화요일",904,315266.5,10.58237226,0.0638297872
"2017.8.30","수요일",859,311977.5,8.441167883,0.107981221
"2017.8.31","목요일",1103,427000,8.149680657,0.137254902
"2017.9.1","금요일",953,374116,3.928622263,0.0963302752
"2017.9.2","토요일",975,100105,2.27669708,0.121212121
"2017.9.4","월요일",1110,394917,3.394863139,0.0805369128
"2017.9.5","화요일",994,419619.5,2.491788321,0.0923076923
"2017.9.6","수요일",1184,327419.5,4.440027372,0.111702128
"2017.9.7","목요일",1102,325785.5,7.411624088,0.078358209
"2017.9.8","금요일",1071,310698,6.864470803,0.106870229
"2017.9.9","토요일",963,197157,6.72189781,0
"2017.9.11","월요일",1113,358442,16.10347628,0.139830508
"2017.9.12","화요일",1056,346291,16.10557482,0.0733333333
"2017.9.13","수요일",1007,323702.5,15.35413321,0.161490683
"2017.9.14","목요일",1160,291100,15.56005474,0.115591398
"2017.9.15","금요일",1221,407106.5,12.55408759,0.0909090909
"2017.9.16","토요일",1270,203392,12.43248175,0.0898876404
"2017.9.18","월요일",1750,430022.5,11.9534854,0.108695652
"2017.9.19","화요일",1488,474664.5,10.18880474,0.111731844
"2017.9.20","수요일",1380,472696,0.850410584,0.085106383
"2017.9.21","목요일",1305,365330,10.23555657,0.108614232
"2017.9.22","금요일",1301,470154,0.850410584,0.0997375328
"2017.9.23","토요일",1232,204484,0.756094891,0.0952380952
"2017.9.25","월요일",1396,474247.5,0.840720803,0.144104803
"2017.9.26","화요일",1316,436995,2.142217153,0.113879004
"2017.9.27","수요일",1284,417281,5.006031022,0.126530612
"2017.9.28","목요일",1033,413751,4.354178832,0.151515152
"2017.9.29","금요일",1109,425121,4.968658759,0.0954063604
"2017.9.30","토요일",1432,253311,4.354178832,0.068627451
"2017.10.2","월요일",1562,393196,12.5152281,0.155844156
"2017.10.3","화요일",1233,130942,12.71364964,0.111111111
"2017.10.7","토요일",916,49721,12.75020985,0.240740741
"2017.10.9","월요일",1418,388756,11.32609489,0.127118644
"2017.10.10","화요일",1388,439476.5,10.32346715,0.206349206
"2017.10.11","수요일",1371,390925.5,12.64010949,0.149305556
"2017.10.12","목요일",1222,332353.5,11.5402646,0.162621359
"2017.10.13","금요일",1268,344891,11.49482664,0.122562674
"2017.10.14","토요일",1116,149913,3.347317518,0.0909090909
"2017.10.16","월요일",1319,374528,12.78604927,0.125
"2017.10.17","화요일",1348,489266,4.740967153,0.122270742
"2017.10.18","수요일",1145,431885,4.636468978,0.112266112
"2017.10.19","목요일",989,331056,4.253987226,0.11875
"2017.10.20","금요일",1025,462888,3.713138686,0.0763888889
"2017.10.21","토요일",910,158779.5,2.564406934,0.0520833333
"2017.10.23","월요일",974,535757.6,3.301578467,0.105990783
"2017.10.24","화요일",931,400787,1.572445255,0.108843537
"2017.10.25","수요일",858,380367,0.20145073,0.0801393728
"2017.10.26","목요일",814,362429,1.570939781,0.107954545
"2017.10.27","금요일",826,288413,0.082937956,0.113636364
"2017.10.28","토요일",773,131337,0.07745438,0.03125
"2017.10.30","월요일",805,417405.6,0.082937956,0.117117117
"2017.10.31","화요일",1111,439190,0.019233577,0.0846905537
"2017.11.1","수요일",811,317421,0.019233577,0.0711743772
"2017.11.2","목요일",851,411938,0.015264599,0.0890052356
"2017.11.3","금요일",811,326233,0.32040146,0.189189189
"2017.11.4","토요일",729,206983,0.706961679,0.0625
"2017.11.6","월요일",781,384209,0.706961679,0.0909090909
"2017.11.7","화요일",815,315412.5,0.805930657,0.108974359
"2017.11.8","수요일",849,339876.5,0.816706204,0.109929078
"2017.11.9","목요일",807,285498.5,0.816706204,0.0793650794
"2017.11.10","금요일",779,377965,0.991715328,0.085106383
"2017.11.11","토요일",760,165886.8,0.97645073,0.0666666667
"2017.11.13","월요일",813,402293.5,0.738677007,0.0863309353
"2017.11.14","화요일",803,353381.5,0.60649635,0.0892018779
"2017.11.15","수요일",793,360052,0.726815693,0.111111111
"2017.11.16","목요일",712,366054,0.22205292,0.10989011
"2017.11.17","금요일",933,421069,0.386040146,0.0639097744
"2017.11.18","토요일",688,151664,0.308001825,0
"2017.11.20","월요일",785,378473.5,0.228768248,0.046875
"2017.11.21","화요일",798,412500.2,0.403777372,0.105769231
"2017.11.22","수요일",758,298393.5,0.264607664,0.184782609
"2017.11.23","목요일",691,445332.5,0.319708029,0.136585366
"2017.11.24","금요일",687,288495,0.36979927,0.10738255
"2017.11.25","토요일",676,220996.5,0.701113139,0
"2017.11.27","월요일",698,428403,0.624890511,0.113924051
"2017.11.28","화요일",691,386470,0.84685219,0.137931034
"2017.11.29","수요일",634,301257,1.280593066,0.157303371
"2017.11.30","목요일",880,442273,1.376989051,0.108695652
"2017.12.1","금요일",661,330766.6,1.202162409,0.146341463
"2017.12.2","토요일",745,233986,1.246085766,0.142857143
"2017.12.4","월요일",701,426946.5,1.134644161,0.0972972973
"2017.12.5","화요일",648,401203,1.059279197,0.08
"2017.12.6","수요일",645,374585,1.370812044,0.0724637681
"2017.12.7","목요일",630,256626.5,0.947956204,0.131944444
"2017.12.8","금요일",646,272201.5,0.569543796,0.0625
"2017.12.9","토요일",636,258590,1.020346715,0.0819672131
"2017.12.11","월요일",703,304375,0.438156934,0.120253165
"2017.12.12","화요일",687,308653,0.438686131,0.131756757
"2017.12.13","수요일",711,271816,0.426222628,0.118181818
"2017.12.14","목요일",681,213625.5,0.234963504,0.106918239
"2017.12.15","금요일",723,294071,0.368540146,0.103448276
"2017.12.16","토요일",698,237203,0.255757299,0
"2017.12.18","월요일",819,420158,0.2225,0.118110236
"2017.12.19","화요일",831,409670,0.229936131,0
"2017.12.20","수요일",735,347454,0.220912409,0.05
"2017.12.21","목요일",783,610814.5,0.243357664,0.09375
"2017.12.22","금요일",736,416073.5,0.219717153,0.0476190476
"2017.12.23","토요일",696,312335,0.219187956,0
"2017.12.25","월요일",742,403300,0.21955292,0
"2017.12.26","화요일",749,293826.5,0.126222628,0.12195122
"2017.12.27","수요일",763,310406,0.19645073,0.124183007
"2017.12.28","목요일",753,265085.5,0.120629562,0.0743801653
"2017.12.29","금요일",788,494617,0.011551095,0.123076923
"2017.12.30","토요일",835,146676,0.20004562,0.0961538462
"2018.1.2","화요일",876,86570,0.114899635,0.108910891
"2018.1.3","수요일",785,426562,0.114899635,0.133757962
"2018.1.4","목요일",809,433347.5,0.275275207,0.0740740741
"2018.1.5","금요일",766,447768.5,0.551896565,0.10989011
"2018.1.6","토요일",771,268768,0.556294375,0
"2018.1.8","월요일",783,395678.5,1.065203413,0.0333333333
"2018.1.9","화요일",776,314189,1.201332445,0
"2018.1.10","수요일",816,244188.5,1.676661992,0.0634920635
"2018.1.11","목요일",840,252155,2.372805096,0.0967741935
"2018.1.12","금요일",874,180808.5,2.426713417,0.0620155039
"2018.1.13","토요일",895,115735.5,2.269920524,0.142857143
"2018.1.15","월요일",923,210673.5,2.15258532,0.0909090909
"2018.1.16","화요일",954,253519.5,5.427788686,0.121212121
"2018.1.17","수요일",979,413594.5,5.499504441,0.064516129
"2018.1.18","목요일",932,333630,5.87827022,0.113074205
"2018.1.19","금요일",952,333633,4.916456288,0.0752212389
"2018.1.20","토요일",871,420909,4.775736325,0.228571429
"2018.1.22","월요일",847,635474.5,4.838363721,0.198019802
"2018.1.23","화요일",838,431270,4.425236092,0
"2018.1.24","수요일",808,418455.5,4.451912108,0.0714285714
"2018.1.25","목요일",849,319768.5,1.293492286,0.21875
"2018.1.26","금요일",835,261516,3.588424497,0.133333333
"2018.1.27","토요일",843,148963,1.299513791,0.133333333
"2018.1.29","월요일",909,296735.5,0.506750818,0.0806451613
"2018.1.30","화요일",917,360021.7,0.57712015,0
"2018.1.31","수요일",1000,438144.5,0.395642824,0.161290323
"2018.2.1","목요일",902,487342.6,0.598036466,0.107142857
"2018.2.2","금요일",932,413855.6,0.209611968,0.181818182
"2018.2.3","토요일",946,398121,0.45084619,0
"2018.2.5","월요일",1003,488598.6,0.484506779,0.104651163
"2018.2.6","화요일",1101,343016.4,0.745769051,0
"2018.2.7","수요일",1182,273236,0.736091632,0.0857142857
"2018.2.8","목요일",1150,284543,1.086788219,0.0892857143
"2018.2.9","금요일",1121,368535.6,1.051238897,0.111111111
"2018.2.10","토요일",1126,233286,1.107919589,0
"2018.2.12","월요일",1210,514494,1.083553062,0.115702479
"2018.2.13","화요일",1194,616863.2,1.019055633,0.117647059
"2018.2.14","수요일",1202,415507.1,0.863702665,0.171875
"2018.2.15","목요일",1253,31240,0.774399252,0
"2018.2.19","월요일",1040,252521.5,0.831005143,0.126213592
"2018.2.20","화요일",838,544338,0.303824217,0.146341463
"2018.2.21","수요일",890,536133,0.571921459,0.0869565217
"2018.2.22","목요일",876,417713.6,0.144609631,0.0986842105
"2018.2.23","금요일",894,376658.6,0.288218794,0.0543478261
"2018.2.24","토요일",800,300284,0.241626928,0.0625
"2018.2.26","월요일",855,450747,0.235783076,0.1
"2018.2.27","화요일",955,277004.2,0.219336138,0.0923694779
"2018.2.28","수요일",964,324957.6,7.010453483,0.0887096774
"2018.3.1","목요일",954,319269,7.19657784,0.11
"2018.3.2","금요일",1027,306645.5,7.091556802,0.127725857
"2018.3.3","토요일",951,272751,7.250546985,0
"2018.3.5","월요일",954,764860.6,9.098158018,0.1
"2018.3.6","화요일",921,361691.8,9.134455353,0.108280255
"2018.3.7","수요일",962,268279,11.76668537,0.125
"2018.3.8","목요일",899,412167,15.68754558,0.0752688172
"2018.3.9","금요일",916,331867.6,8.820635811,0.123595506
"2018.3.10","토요일",909,224147,15.61951379,0.0384615385
"2018.3.12","월요일",855,590912.3,8.820635811,0.0888888889
"2018.3.13","화요일",846,482327.8,8.569883123,0.1
"2018.3.14","수요일",858,437067,6.811510051,0.112612613
"2018.3.15","목요일",833,311365.6,14.1884245,0.088
"2018.3.16","금요일",752,344760.6,9.839382889,0.0434782609
"2018.3.17","토요일",778,211675,8.553202431,0
"2018.3.19","월요일",839,447407.1,14.92076671,0.150442478
"2018.3.20","화요일",800,403301,12.09082749,0.0997229917
"2018.3.21","수요일",825,281627.6,14.61776531,0.12244898
"2018.3.22","목요일",830,227982.1,14.62034596,0.125
"2018.3.23","금요일",848,192675.6,14.61995325,0.0821917808
"2018.3.24","토요일",842,206745,9.002197288,0.0714285714
"2018.3.26","월요일",814,521365,14.37755026,0.0977443609
"2018.3.27","화요일",796,455686,9.001804582,0
"2018.3.28","수요일",807,428755.2,3.656867695,0.0841121495
"2018.3.29","목요일",790,378987.6,7.653202431,0.0666666667
"2018.3.30","금요일",869,384722.5,1.108779804,0.0483870968
"2018.3.31","토요일",790,317152,2.548087892,0.146551724
"2018.4.2","월요일",770,507298.1,0.002580645,0.112462006
"2018.4.3","화요일",776,395528.2,0.013997195,0.0791666667
"2018.4.4","수요일",790,305017,1.884628331,0.106145251
"2018.4.5","목요일",853,310021.6,3.618148668,0.115789474
"2018.4.6","금요일",889,297738.2,6.923300608,0.0727272727
"2018.4.7","토요일",917,155304.9,6.952847125,0.10989011
"2018.4.9","월요일",970,393156,6.954100047,0.0875420875
"2018.4.10","화요일",944,353639.8,7.149668069,0.0928381963
"2018.4.11","수요일",879,330169.6,7.439242637,0.112391931
"2018.4.12","목요일",895,336502.2,7.425245442,0.105150215
"2018.4.13","금요일",900,357849.6,5.584768583,0.0943643512
"2018.4.14","토요일",884,168380,11.09441795,0.103806228
"2018.4.16","월요일",886,346031,7.652155213,0.126059485
"2018.4.17","화요일",892,439041.6,9.194240299,0.124902623
"2018.4.18","수요일",881,405919,5.917381954,0.107272221
"2018.4.19","목요일",834,333996.6,5.693520337,0.0898533007
"2018.4.20","금요일",821,347783.8,5.59826087,0.0802556818
"2018.4.21","토요일",739,133155,5.692267415,0.056
"2018.4.23","월요일",977,257588.6,19.1284245,0.112138728
"2018.4.24","화요일",1028,254731.2,18.40162693,0.098265896
"2018.4.25","수요일",999,301471.1,23.90215989,0.0847851336
"2018.4.26","목요일",992,346616.5,18.51562412,0.119372442
"2018.4.27","금요일",1109,330761.8,18.51562412,0.103485839
"2018.4.28","토요일",1025,169354,18.51562412,0.166666667
"2018.4.30","월요일",1219,440536,20.737223,0.109354414
"2018.5.1","화요일",1105,401142,20.95514727,0.130500759
"2018.5.2","수요일",1133,291606,8.900392707,0.103942652
"2018.5.3","목요일",1182,285419.6,18.10909771,0.109195402
"2018.5.4","금요일",1127,330754,8.880635811,0.125541126
"2018.5.5","토요일",931,170095,4.367208976,0.0892857143
"2018.5.7","월요일",1169,389488,7.364862085,0.110204082
"2018.5.8","화요일",1149,329876.5,7.498793829,0.0971428571
"2018.5.9","수요일",1086,345902.9,5.277419355,0.0714285714
"2018.5.10","목요일",1093,370737.5,7.281093969,0.109311741
"2018.5.11","금요일",1130,327287,3.614520804,0.117962466
"2018.5.12","토요일",1115,210698,6.858765778,0.0983606557
"2018.5.14","월요일",1118,382322.5,5.282028986,0.0995670996
"2018.5.15","화요일",1055,386831.2,5.171631604,0.110837438
"2018.5.16","수요일",1076,378799.6,2.604142122,0.127725857
"2018.5.17","목요일",1206,475339,7.923094904,0.115646259
"2018.5.18","금요일",1095,359374.6,7.109396914,0.104972376
"2018.5.19","토요일",885,121698,6.9857223,0.126373626
"2018.5.21","월요일",1109,468968.2,6.961262272,0.129973475
"2018.5.22","화요일",1016,360402,6.410743338,0.0843373494
"2018.5.23","수요일",1098,307108,11.99870968,0.104125737
"2018.5.24","목요일",1067,349331.2,10.11327723,0.108262108
"2018.5.25","금요일",1047,358456,9.641823282,0.107305936
"2018.5.26","토요일",1021,167824,8.337540907,0.115384615
"2018.5.28","월요일",1027,428755,8.582907901,0.111842105
"2018.5.29","화요일",932,340178.6,8.599878448,0.121495327
"2018.5.30","수요일",1016,269295.8,6.887050023,0.0950323974
"2018.5.31","목요일",1172,419862,5.566339411,0.112540193
"2018.6.1","금요일",1003,456161.9,3.150247779,0.102631579
"2018.6.2","토요일",919,118027,5.566339411,0.0701754386
"2018.6.4","월요일",1069,425663.9,1.753305283,0.104377104
"2018.6.5","화요일",1052,373136.4,4.372407667,0.073015873
"2018.6.6","수요일",1061,283364,4.083010753,0.0989010989
"2018.6.7","목요일",1082,294440,4.111865358,0.0631067961
"2018.6.8","금요일",1041,291049.6,3.164992987,0.129464286
"2018.6.9","토요일",935,148755.2,3.49313698,0.064516129
"2018.6.11","월요일",1054,318833,6.085806452,0.116541353
"2018.6.12","화요일",1134,383561,6.437793361,0.130841121
"2018.6.13","수요일",1007,322097,6.436446938,0.0333333333
"2018.6.14","목요일",1141,293279,3.49884993,0.0964285714
"2018.6.15","금요일",1156,327392,6.5199813,0.0816831683
"2018.6.16","토요일",1066,147743,3.529266012,0.114754098
"2018.6.18","월요일",1350,577426.4,3.529266012,0.0998363339
"2018.6.19","화요일",1098,360280,7.236446938,0.105809129
"2018.6.20","수요일",1070,402152,4.307573633,0.115384615
"2018.6.21","목요일",1084,321875,6.963515662,0.0809716599
"2018.6.22","금요일",1151,351082,4.32058906,0.0716612378
"2018.6.23","토요일",985,129668,3.998391772,0.126984127
"2018.6.25","월요일",1279,388605.3,4.014642356,0.0581395349
"2018.6.26","화요일",1255,340998,6.473520337,0.087628866
"2018.6.27","수요일",1294,290504,11.14186068,0.0833333333
"2018.6.28","목요일",1274,297474.8,17.16143993,0.0539215686
"2018.6.29","금요일",1192,320079.9,23.41870968,0.102941176
"2018.6.30","토요일",1283,202800,27.80378682,0.0909090909
"2018.7.2","월요일",1266,326856.6,32.74060776,0.0695652174
"2018.7.3","화요일",1293,376315.8,36.07571763,0.0804597701
"2018.7.4","수요일",1291,219928.5,37.64792894,0.091954023
"2018.7.5","목요일",1399,318965.8,37.33228612,0.112
"2018.7.6","금요일",1162,330441,38.28189808,0.112359551
"2018.7.7","토요일",1015,136168,30.79245442,0.0847457627
"2018.7.9","월요일",1256,403270.5,34.81514727,0.112554113
"2018.7.10","화요일",1229,326181,19.87931744,0.106770833
"2018.7.11","수요일",1111,351244,20.7658345,0.127906977
"2018.7.12","목요일",1118,303724,14.42602151,0.120253165
"2018.7.13","금요일",1165,263908.6,11.16193548,0.0618556701
"2018.7.14","토요일",992,131810,7.114446003,0.120689655
"2018.7.16","월요일",1236,313764,4.629948574,0.114427861
"2018.7.17","화요일",1353,424338,5.510116877,0.09375
"2018.7.18","수요일",1188,312077,0.848284245,0.135951662
"2018.7.19","목요일",1092,248057,2.03369799,0.0992907801
"2018.7.20","금요일",1093,235649.6,0.303338008,0.161538462
"2018.7.21","토요일",1075,116694,0.4914446,0.210526316
"2018.7.23","월요일",1256,327895.2,0.001552127,0.137096774
"2018.7.24","화요일",1109,278680,0.000906966,0.1
"2018.7.25","수요일",1219,217674,0.000691912,0.0588235294
"2018.7.26","목요일",1137,164483.6,0.006825619,0.0718562874
"2018.7.27","금요일",1138,296279.3,0.053866293,0.0996015936
"2018.7.28","토요일",928,113046,0.278747078,0.0294117647
"2018.7.30","월요일",1273,281846,0.351846657,0.127937337
"2018.7.31","화요일",1323,382404.3,0.351369799,0.10619469
"2018.8.1","수요일",1208,349075,0.351846657,0.14
"2018.8.2","목요일",1179,400725.3,0.351369799,0.143122677
"2018.8.3","금요일",1166,236189,0.732632071,0.133828996
"2018.8.4","토요일",1002,22310,0.726507714,0
"2018.8.6","월요일",1180,235437,4.065750351,0.113924051
"2018.8.7","화요일",1245,297499,4.184403927,0.105090312
"2018.8.8","수요일",1284,347388,4.735895278,0.12345679
"2018.8.9","목요일",1265,238276.1,5.156166433,0.108504399
"2018.8.10","금요일",1295,273354.8,6.109191211,0.145038168
"2018.8.11","토요일",1115,144578,6.180149603,0.0983606557
"2018.8.13","월요일",1576,326710,5.912949977,0.0945558739
"2018.8.14","화요일",1380,275080,6.3028518,0.137168142
"2018.8.15","수요일",1488,238785,3.420682562,0.0912698413
"2018.8.16","목요일",1449,238758,8.819541842,0.103658537
"2018.8.17","금요일",1707,352325,5.953913043,0.103139013
"2018.8.18","토요일",1304,129122,5.525769051,0.0806451613
"2018.8.20","월요일",1613,384717,4.624946237,0.157894737
"2018.8.21","화요일",1427,349899,5.074894811,0.128702758
"2018.8.22","수요일",1515,245975,7.940140252,0.107317073
"2018.8.23","목요일",1520,305892.9,23.49236092,0.0993071594
"2018.8.24","금요일",1606,232161.5,25.64731183,0.0970588235
"2018.8.25","토요일",1317,104089,24.49503506,0.114035088
"2018.8.27","월요일",1962,287855.5,31.99275362,0.105058366
"2018.8.28","화요일",1822,271042,32.86067321,0.119402985
"2018.8.29","수요일",1508,280368,34.85269752,0.112903226
"2018.8.30","목요일",1508,306145.2,35.9884058,0.0902255639
"2018.8.31","금요일",2088,283842,35.36387097,0.125944584
"2018.9.1","토요일",1334,171756,33.49762506,0.0810810811
"2018.9.3","월요일",2048,323674.5,45.70642356,0.127906977
"2018.9.4","화요일",1619,352189.4,38.09609163,0.0921658986
"2018.9.5","수요일",1775,323259.5,28.54417017,0.110091743
"2018.9.6","목요일",1645,349841.2,32.48396447,0.0725075529
"2018.9.7","금요일",1526,286864,27.51218326,0.122340426
"2018.9.8","토요일",1242,135777,26.43625993,0.0580645161
"2018.9.10","월요일",1683,428468,21.77581113,0.100244499
"2018.9.11","화요일",1561,355416,14.04035531,0.0769230769
"2018.9.12","수요일",1582,312126,16.84105657,0.123655914
"2018.9.13","목요일",1618,316619.8,19.87064984,0.0921658986
"2018.9.14","금요일",1579,375449.6,23.54098177,0.107638889
"2018.9.15","토요일",1318,189877,18.81102384,0.14516129
"2018.9.17","월요일",2103,425194,17.31459561,0.085078534
"2018.9.18","화요일",1891,513641,19.10749883,0.0700483092
"2018.9.19","수요일",1568,425635.6,17.56680692,0.106306306
"2018.9.20","목요일",1654,405965,20.14000935,0.103327496
"2018.9.21","금요일",1448,467682,24.48502104,0.13372093
"2018.9.22","토요일",1305,161470,10.39756896,0.105398458
"2018.9.27","목요일",1937,214459,22.12667602,0.113207547
"2018.9.28","금요일",1722,433236.3,9.983188406,0.137614679
"2018.9.29","토요일",1842,257912.4,8.889789621,0.120996441
"2018.10.1","월요일",1822,513107,8.865058439,0.14057508
"2018.10.2","화요일",1791,529839,8.21942029,0.121259843
"2018.10.3","수요일",1446,381091,6.001496026,0.179487179
"2018.10.4","목요일",1571,310185.1,4.570004675,0.153846154
"2018.10.5","금요일",1520,266822.1,33.67265077,0.109137056
"2018.10.6","토요일",986,93225.1,45.18123422,0.117647059
"2018.10.8","월요일",1568,410275.2,45.16254324,0.153594771
"2018.10.9","화요일",1400,324846,43.98749883,0.147335423
"2018.10.10","수요일",1413,256323,45.18931276,0.138539043
"2018.10.11","목요일",1391,310544.2,44.07683964,0.0914826498
"2018.10.12","금요일",1447,293015,44.00908836,0.140350877
"2018.10.13","토요일",1129,136454,43.26726508,0.109540636
"2018.10.15","월요일",1514,399092.2,16.72408602,0.117647059
"2018.10.16","화요일",1309,327312,27.67222066,0.101827676
"2018.10.17","수요일",1781,404225,16.61702665,0.108455882
"2018.10.18","목요일",1471,273291.4,1.81031323,0.109149278
"2018.10.19","금요일",1396,300433,1.723048153,0.0993657505
"2018.10.20","토요일",1198,171835,1.816671342,0
"2018.10.22","월요일",1720,364239,1.778522674,0.125344353
"2018.10.23","화요일",1373,448894,1.852052361,0.12979351
"2018.10.24","수요일",1415,303772,1.852052361,0.15916955
"2018.10.25","목요일",1595,269826.6,1.560607761,0.106598985
"2018.10.26","금요일",1656,331208.5,2.361467976,0.12992126
"2018.10.27","토요일",1140,98611,1.357671809,0.0687022901
"2018.10.29","월요일",1630,326886.3,2.121813932,0.0775681342
"2018.10.30","화요일",1427,329257,1.047321178,0.09
"2018.10.31","수요일",1930,433332.2,0.985338943,0.117647059
"2018.11.1","목요일",1588,377646.1,0.968359046,0.0822368421
"2018.11.2","금요일",1450,316976,0.985338943,0.101876676
"2018.11.3","토요일",1434,189737,0.911809257,0.12
"2018.11.5","월요일",1471,460024,0.059074334,0.115686275
"2018.11.6","화요일",1377,362641.8,0.950621786,0.116129032
"2018.11.7","수요일",1206,446622,1.473277232,0.165113182
"2018.11.8","목요일",1226,237815.8,8.132734923,0.156398104
"2018.11.9","금요일",1074,174878,8.140757363,0.155778894
"2018.11.10","토요일",1214,124040,8.141898083,0.102040816
"2018.11.12","월요일",1509,423204.6,8.593389434,0.0870588235
"2018.11.13","화요일",1348,357485,8.696222534,0.103448276
"2018.11.14","수요일",1012,283216.4,8.775811127,0.147398844
"2018.11.15","목요일",1216,328039.6,8.711818607,0.09375
"2018.11.16","금요일",1156,313922.4,7.919149135,0.128
"2018.11.17","토요일",1469,280498,2.591865358,0.0636942675
"2018.11.19","월요일",1451,394618.3,7.818438523,0.0850277264
"2018.11.20","화요일",1207,355956,1.210406732,0.140983607
"2018.11.21","수요일",1100,277553,0.824731183,0.133027523
"2018.11.22","목요일",1082,339227,1.174100047,0.156950673
"2018.11.23","금요일",974,308476,0.744927536,0.116719243
"2018.11.24","토요일",1031,205283,1.125245442,0.064516129
"2018.11.26","월요일",1098,339412,0.527218326,0.0909090909
"2018.11.27","화요일",1194,410695,1.048536699,0.0631578947
"2018.11.28","수요일",997,262648,0.527218326,0.0687830688
"2018.11.29","목요일",1072,370541.8,0.520084151,0.111111111
"2018.11.30","금요일",1267,428204,0.413576438,0.138888889
"2018.12.1","토요일",956,301313,0.520084151,0.0983606557
"2018.12.3","월요일",1125,307467,1.827349229,0.10862069
"2018.12.4","화요일",982,336090,3.838232819,0.142201835
"2018.12.5","수요일",952,291052,4.236222534,0.0716112532
"2018.12.6","목요일",894,339380.3,5.006030856,0.0825688073
"2018.12.7","금요일",953,360151,4.998560075,0.0974729242
"2018.12.8","토요일",852,213332,5.000345956,0.0675675676
"2018.12.10","월요일",921,464998.6,5.000345956,0.129533679
"2018.12.11","화요일",964,404942,6.392230014,0.193548387
"2018.12.12","수요일",954,340045,4.984600281,0.0916030534
"2018.12.13","목요일",911,304675.6,4.00456288,0.108695652
"2018.12.14","금요일",945,278111,5.000794764,0.11627907
"2018.12.15","토요일",899,193895,1.423562412,0.0666666667
"2018.12.17","월요일",1216,508778,2.588368396,0.0845070423
"2018.12.18","화요일",958,363386,1.421898083,0.114537445
"2018.12.19","수요일",954,347235,1.427134175,0.0574712644
"2018.12.20","목요일",950,378727.8,1.342187938,0.10989011
"2018.12.21","금요일",921,420516,2.725993455,0.107526882
"2018.12.22","토요일",878,176612,1.533978495,0.0606060606
"2018.12.24","월요일",956,395723,1.544600281,0.064516129
"2018.12.25","화요일",948,330513,1.525899953,0.0752688172
"2018.12.26","수요일",985,354859,1.540757363,0.10619469
"2018.12.27","목요일",946,413127,1.543384759,0.0921985816
"2018.12.28","금요일",816,328231,1.620112202,0.105590062
"2018.12.29","토요일",813,224296,0.324226274,0.163636364
"2018.12.31","월요일",1178,340873,1.628892006,0.0602409639
"2019.1.2","수요일",864,26235,0.109677419,0.121890547
"2019.1.3","목요일",918,308976.8,0.320168303,0.144262295
"2019.1.4","금요일",931,373496,0.277770805,0.117948718
"2019.1.5","토요일",972,297914,0.288301563,0
"2019.1.7","월요일",932,557262,0.305786369,0.16
"2019.1.8","화요일",951,537462.8,0.204888753,0.154228856
