"date","요일","가격","토마토거래량","기온_지속영향_size5","토마토_강수량_지속영향_size10"
"2017.7.29","토요일",1314,330698,25.94,9.756704478
"2017.7.31","월요일",1489,385143.7,25.54,13.57710647
"2017.8.1","화요일",1579,272171.6,25.66,12.26550448
"2017.8.2","수요일",1732,250626.5,26,12.03095323
"2017.8.3","목요일",2184,192287,26.24,10.24917413
"2017.8.4","금요일",2592,263416.6,26.86,9.896648756
"2017.8.5","토요일",2038,94563.2,27.82,8.279896517
"2017.8.7","월요일",2503,366674,28.2,6.476441791
"2017.8.8","화요일",2620,246751.6,28.24,7.739391045
"2017.8.9","수요일",2486,290063.8,27.92,5.205162189
"2017.8.10","목요일",2453,273067.6,27.34,12.1792
"2017.8.11","금요일",2305,307018,26.58,11.95381095
"2017.8.12","토요일",2056,368685.9,26,11.81707861
"2017.8.14","월요일",1996,497330,25.1,21.19161791
"2017.8.15","화요일",1940,261108.6,24.62,28.95435224
"2017.8.16","수요일",1932,251904.1,24.42,30.8369393
"2017.8.17","목요일",2043,253725.2,24.16,32.23584478
"2017.8.18","금요일",2118,228860.6,24.04,31.87959801
"2017.8.19","토요일",2155,287673.4,24.44,31.60534527
"2017.8.21","월요일",2239,367724.4,24.88,36.02119403
"2017.8.22","화요일",2265,234473.1,25.3,36.95276418
"2017.8.23","수요일",2309,272434.8,25.96,26.74987065
"2017.8.24","목요일",2391,239462,26.56,32.35094129
"2017.8.25","금요일",2465,264434.2,26.76,29.43923582
"2017.8.26","토요일",2315,320318,26.32,22.11461095
"2017.8.28","월요일",2303,462917,25.72,21.113401
"2017.8.29","화요일",2371,273854.8,24.62,20.85840398
"2017.8.30","수요일",2339,293431.2,22.96,13.38552836
"2017.8.31","목요일",2377,249901.3,22,16.51986866
"2017.9.1","금요일",2614,211022,21.62,9.125627861
"2017.9.2","토요일",2787,235837,21.02,5.774368159
"2017.9.4","월요일",2934,279345.2,20.94,6.647713433
"2017.9.5","화요일",3214,177210.6,21.14,3.447960199
"2017.9.6","수요일",3507,184329.6,21.1,3.911649751
"2017.9.7","목요일",4061,158141.5,21.12,6.172935323
"2017.9.8","금요일",4266,187157,21.46,4.223522388
"2017.9.9","토요일",4471,264419,21.52,4.028585075
"2017.9.11","월요일",3966,351366.8,21.5,13.2550209
"2017.9.12","화요일",3779,234649,21.68,13.25738109
"2017.9.13","수요일",3376,271508.8,21.42,13.22524179
"2017.9.14","목요일",3335,251764,21,12.88979104
"2017.9.15","금요일",3152,302080,20.68,9.933456716
"2017.9.16","토요일",2761,339290.5,20.66,12.56212935
"2017.9.18","월요일",2579,391684,20.44,9.582865672
"2017.9.19","화요일",2402,308755,20.8,10.74757413
"2017.9.20","수요일",2247,289760.8,20.68,1.567450746
"2017.9.21","목요일",2200,257096,20.2,10.80439403
"2017.9.22","금요일",2241,246336,19.96,1.567450746
"2017.9.23","토요일",1936,315808.8,19.8,1.565225871
"2017.9.25","월요일",2008,341422,19.78,1.565257711
"2017.9.26","화요일",1929,256305,20.3,1.617369154
"2017.9.27","수요일",1887,247966,20.54,5.458300498
"2017.9.28","목요일",1947,258340,20.62,4.053806965
"2017.9.29","금요일",1959,248390.8,19.8,5.481715423
"2017.9.30","토요일",2040,320161,18.9,4.053806965
"2017.10.2","월요일",1792,452786,18.42,6.847840796
"2017.10.3","화요일",1410,158838,18.16,7.260947264
"2017.10.7","토요일",1168,314641,18.1,7.343872637
"2017.10.9","월요일",1624,464999.5,19.12,7.271785075
"2017.10.10","화요일",1610,380698,19.84,4.44280995
"2017.10.11","수요일",1607,327333.6,19.4,10.49544279
"2017.10.12","목요일",1732,297744.8,18.4,8.228310448
"2017.10.13","금요일",1751,306254,17.12,8.133062687
"2017.10.14","토요일",1804,332898,15.76,5.284604975
"2017.10.16","월요일",1911,383079.2,14.68,7.777631841
"2017.10.17","화요일",1847,306302.8,14.16,5.260039801
"2017.10.18","수요일",1885,269560.6,14.66,5.052644776
"2017.10.19","목요일",1876,257179.4,15.12,4.120608955
"2017.10.20","금요일",1888,286070.6,15.34,2.651789055
"2017.10.21","토요일",1674,327328.6,15.26,2.660119403
"2017.10.23","월요일",1720,412239.8,14.82,1.721659701
"2017.10.24","화요일",1634,294489.2,14.04,0.281962189
"2017.10.25","수요일",1506,311938,13.32,0.224147264
"2017.10.26","목요일",1552,249932.1,12.82,0.278571144
"2017.10.27","금요일",1502,309182.6,12.68,0.095884577
"2017.10.28","토요일",1430,299627,13.16,0.145663682
"2017.10.30","월요일",1484,388897.1,12.4,0.095884577
"2017.10.31","화요일",1394,297370.4,11.82,0.019797015
"2017.11.1","수요일",1335,261212,11.72,0.019797015
"2017.11.2","목요일",1403,218248,11.52,0.036680597
"2017.11.3","금요일",1397,279785.2,10.88,0.730837811
"2017.11.4","토요일",1271,271613.2,10.92,1.603781095
"2017.11.6","월요일",1383,300025.6,11.08,1.603781095
"2017.11.7","화요일",1357,221836,11.34,1.645894527
"2017.11.8","수요일",1373,211333.8,11.48,1.653695522
"2017.11.9","목요일",1456,209207,10.9,1.653695522
"2017.11.10","금요일",1397,268325.2,11.58,2.167494527
"2017.11.11","토요일",1314,237424.4,11,2.13081393
"2017.11.13","월요일",1380,270337,9.94,1.584967164
"2017.11.14","화요일",1365,221117.8,8.96,1.341444776
"2017.11.15","수요일",1349,245857.4,8.22,1.561365174
"2017.11.16","목요일",1425,147747.6,6.54,0.626511443
"2017.11.17","금요일",1512,205321.8,6.22,0.710061692
"2017.11.18","토요일",1509,225490.8,4.98,0.682312438
"2017.11.20","월요일",1570,211649.4,3.76,0.176290547
"2017.11.21","화요일",1494,185846.8,3.24,0.690089552
"2017.11.22","수요일",1516,188498.2,3.68,0.196772139
"2017.11.23","목요일",1593,128765.8,3.12,0.418475622
"2017.11.24","금요일",1657,201458.3,3.1,0.646101493
"2017.11.25","토요일",1544,182175.8,3.28,1.538348259
"2017.11.27","월요일",1615,212913.6,3.48,1.487570149
"2017.11.28","화요일",1563,184582,3.88,1.541026866
"2017.11.29","수요일",1616,182388.8,4.92,1.513516418
"2017.11.30","목요일",1636,163755.6,4.96,1.522531343
"2017.12.1","금요일",1565,223846,4.04,1.396179104
"2017.12.2","토요일",1465,242009.4,3.52,1.368624876
"2017.12.4","월요일",1555,246435.4,2.5,1.133416915
"2017.12.5","화요일",1524,210957.6,0.54,0.441464677
"2017.12.6","수요일",1487,243927.7,0.24,1.271912438
"2017.12.7","목요일",1497,176815.6,0.88,0.55158209
"2017.12.8","금요일",1469,232821.8,0.36,0.571669652
"2017.12.9","토요일",1340,217258.4,0.06,0.599375124
"2017.12.11","월요일",1434,257152.4,-0.08,0.617289552
"2017.12.12","화요일",1452,246156,-1.4,0.620147264
"2017.12.13","수요일",1325,210854.4,-2.96,0.574989055
"2017.12.14","목요일",1431,143386.2,-3.5,0.576366169
"2017.12.15","금요일",1409,253298.6,-3.8,0.34078408
"2017.12.16","토요일",1382,184359,-3.54,0.400604975
"2017.12.18","월요일",1489,266214,-2.38,0.392374129
"2017.12.19","화요일",1487,218621,-1.6,0.242917413
"2017.12.20","수요일",1495,246625.4,-1.1,0.336676617
"2017.12.21","목요일",1485,154121.3,-0.96,0.376270647
"2017.12.22","금요일",1450,248685.2,-0.28,0.328931343
"2017.12.23","토요일",1363,215413.6,0.54,0.326073632
"2017.12.25","월요일",1401,229180,0.84,0.3288199
"2017.12.26","화요일",1406,206468,1.02,0.306280597
"2017.12.27","수요일",1311,255328.5,0.26,0.28159204
"2017.12.28","목요일",1322,164176.6,-0.38,0.290344279
"2017.12.29","금요일",1305,269452.8,-0.58,0.048238806
"2017.12.30","토요일",1295,242546,-0.04,0.372258706
"2018.1.2","화요일",1303,114208,0.12,0.196
"2018.1.3","수요일",1430,374881.2,0.58,0.196
"2018.1.4","목요일",1398,224142.2,0.54,0.193600106
"2018.1.5","금요일",1534,281166.4,-0.06,0.183725919
"2018.1.6","토요일",1498,257239.9,-0.78,0.205536865
"2018.1.8","월요일",1518,264552.5,-0.36,0.706381549
"2018.1.9","화요일",1518,170393.6,-0.3,1.036055933
"2018.1.10","수요일",1553,252323.3,-0.86,1.390223979
"2018.1.11","목요일",1608,188419,-2.48,1.75915023
"2018.1.12","금요일",1629,222734.8,-4.04,1.613054771
"2018.1.13","토요일",1549,184796,-5.12,1.626282703
"2018.1.15","월요일",1737,246257,-3.98,1.629136081
"2018.1.16","화요일",1674,207967,-2.32,3.103835874
"2018.1.17","수요일",1939,194245.6,0.18,3.429629211
"2018.1.18","목요일",2052,136818.6,2.62,3.633178995
"2018.1.19","금요일",2243,258917.9,3.5,2.919585921
"2018.1.20","토요일",2262,200472,2.86,2.892550348
"2018.1.22","월요일",2239,282178.2,2.68,2.94136646
"2018.1.23","화요일",2142,218611.8,0.54,2.735403727
"2018.1.24","수요일",2068,246863.6,-2.28,2.741705251
"2018.1.25","목요일",1913,136547.2,-4.52,1.264468285
"2018.1.26","금요일",1817,262514.4,-6.84,1.86252588
"2018.1.27","토요일",1710,184990.8,-8.82,1.259725202
"2018.1.29","월요일",1817,277902.3,-8.72,0.416499153
"2018.1.30","화요일",1827,218627.3,-7.56,0.44505176
"2018.1.31","수요일",1822,255051.4,-5.78,0.10203275
"2018.2.1","목요일",1831,150915.5,-4.12,0.455855449
"2018.2.2","금요일",1847,286419.8,-3.2,0.092256729
"2018.2.3","토요일",1758,245744.6,-2.92,0.154568041
"2018.2.5","월요일",1776,272274.9,-3.48,0.177410126
"2018.2.6","화요일",1702,216947,-4.88,0.225315264
"2018.2.7","수요일",1530,256320.9,-5.8,0.201742895
"2018.2.8","목요일",1585,163319.6,-6.04,0.203941276
"2018.2.9","금요일",1700,284706.5,-4.86,0.195046113
"2018.2.10","토요일",1538,234572.8,-3.08,0.187649162
"2018.2.12","월요일",1753,357649.4,-2.3,0.257801619
"2018.2.13","화요일",1710,269905.5,-1.1,0.220335027
"2018.2.14","수요일",1478,406662.3,0.56,0.242962545
"2018.2.15","목요일",1316,64720,0.66,0.180222097
"2018.2.19","월요일",1581,378232.1,0.92,0.177899492
"2018.2.20","화요일",1444,409833.1,2.28,0.132060982
"2018.2.21","수요일",1442,393449.6,2.52,0.134669678
"2018.2.22","목요일",1666,299546.1,1.7,0.139439112
"2018.2.23","금요일",1539,413872.1,2.2,0.319224544
"2018.2.24","토요일",1639,347672.8,2.56,0.491835121
"2018.2.26","월요일",1785,452313.5,2.64,0.425947676
"2018.2.27","화요일",1768,321682.5,3.56,0.400376435
"2018.2.28","수요일",1855,349291.3,4.56,7.94708451
"2018.3.1","목요일",2043,189644.5,4.24,8.170095991
"2018.3.2","금요일",1979,364420.1,3.58,8.166621494
"2018.3.3","토요일",2092,338414.5,4.48,8.15561453
"2018.3.5","월요일",2093,473704.6,4.6,11.0345831
"2018.3.6","화요일",2108,305662.6,4.42,11.17945417
"2018.3.7","수요일",2077,373836.8,4.88,12.15662714
"2018.3.8","목요일",2359,263742.9,5.28,15.57573499
"2018.3.9","금요일",2229,341462.1,4.46,8.066602673
"2018.3.10","토요일",2266,392777.7,4.28,15.39671372
"2018.3.12","월요일",2404,464995.2,4.92,8.066602673
"2018.3.13","화요일",2466,371183.7,6.36,7.84145304
"2018.3.14","수요일",2551,437689.5,8.74,4.716118954
"2018.3.15","목요일",2549,314929.7,10.6,13.14473179
"2018.3.16","금요일",2544,412491.2,10.68,9.018159232
"2018.3.17","토요일",2487,515360.5,10.18,6.627784679
"2018.3.19","월요일",2473,624842,9.42,12.68127612
"2018.3.20","화요일",2364,411609.8,7.44,9.356450216
"2018.3.21","수요일",2309,421351.1,5.24,10.84657632
"2018.3.22","목요일",2429,281408.2,5.2,10.85398457
"2018.3.23","금요일",2435,460709.1,5.36,10.8511613
"2018.3.24","토요일",2543,446962.7,5.48,5.55352908
"2018.3.26","월요일",2585,588713.2,6.82,10.70583474
"2018.3.27","화요일",2555,446711,9.2,5.550705816
"2018.3.28","수요일",2638,484924.2,11.2,1.70147939
"2018.3.29","목요일",2683,416849.6,12.86,5.242217203
"2018.3.30","금요일",2690,585615.1,13.58,0.170570299
"2018.3.31","토요일",2533,613252.5,13.98,1.530909091
"2018.4.2","월요일",2459,829769.8,14.8,0.007408244
"2018.4.3","화요일",2321,583717,15.4,0.045296443
"2018.4.4","수요일",2120,710262.5,14.8,3.926199887
"2018.4.5","목요일",2186,485594.5,13.96,6.756329757
"2018.4.6","금요일",2110,535962.4,12.74,10.32709204
"2018.4.7","토요일",2159,585185.5,10.18,10.40878976
"2018.4.9","월요일",2190,656390.5,8.72,10.41278374
"2018.4.10","화요일",2178,441327.1,9.44,11.0511613
"2018.4.11","수요일",2318,461911.1,10.84,11.44388481
"2018.4.12","목요일",2495,386892.2,11.9,11.39858837
"2018.4.13","금요일",2652,506365.2,13.46,7.563515904
"2018.4.14","토요일",2638,497188.4,13.22,13.97808395
"2018.4.16","월요일",2711,600806,12.38,9.35654809
"2018.4.17","화요일",2764,393210.1,11.8,10.01548278
"2018.4.18","수요일",2752,478058.8,11.8,6.522424242
"2018.4.19","목요일",2799,395520.5,12.26,5.806342932
"2018.4.20","금요일",2873,489822.4,13.9,6.048003011
"2018.4.21","토요일",2772,549076.2,15.48,5.802348955
"2018.4.23","월요일",2778,680790.1,15.2,17.0197252
"2018.4.24","화요일",2636,397481.3,14.88,14.11304348
"2018.4.25","수요일",2583,507446.8,14.46,19.54039149
"2018.4.26","목요일",2701,404840,13.84,14.13130058
"2018.4.27","금요일",2619,557353.5,13.06,14.13130058
"2018.4.28","토요일",2458,641935,14,14.13130058
"2018.4.30","월요일",2392,806431,15.44,14.20479955
"2018.5.1","화요일",2315,529596.4,16.56,14.29920949
"2018.5.2","수요일",2241,659696.8,16.62,5.92717109
"2018.5.3","목요일",2169,485968.8,16.04,15.295607
"2018.5.4","금요일",2063,638909,15.76,6.168055712
"2018.5.5","토요일",1707,737457,15.62,3.684972708
"2018.5.7","월요일",1843,765476.2,15.18,6.114044796
"2018.5.8","화요일",1809,495394.8,15.22,6.555550536
"2018.5.9","수요일",1786,619556.5,15.54,6.485680407
"2018.5.10","목요일",1790,458469,15.68,6.464769433
"2018.5.11","금요일",1812,660904,15.44,3.247886317
"2018.5.12","토요일",1608,627177.5,15.36,9.972181442
"2018.5.14","월요일",1641,761181,16.2,6.993261811
"2018.5.15","화요일",1590,534750.5,17.98,6.733585545
"2018.5.16","수요일",1538,684394.8,19.52,5.927667984
"2018.5.17","목요일",1576,438545,20.7,14.71323546
"2018.5.18","금요일",1521,648795.5,21,16.38993036
"2018.5.19","토요일",1514,740553.5,20.28,15.97086768
"2018.5.21","월요일",1422,1068885.1,19.02,15.96643704
"2018.5.22","화요일",1426,542637.5,17.94,13.65253153
"2018.5.23","수요일",1366,756471.5,17,20.18071899
"2018.5.24","목요일",1368,603265.8,17.28,16.34093356
"2018.5.25","금요일",1357,645368,18.1,14.70192735
"2018.5.26","토요일",1351,656046,18.86,9.579898363
"2018.5.28","월요일",1372,867067.5,19.44,11.17388293
"2018.5.29","화요일",1401,542275.5,20.1,8.314635799
"2018.5.30","수요일",1348,784234,20.46,5.03747412
"2018.5.31","목요일",1370,591223,20.44,3.493581781
"2018.6.1","금요일",1273,771552.5,20.86,2.329456051
"2018.6.2","토요일",1217,789317,21.4,3.493581781
"2018.6.4","월요일",1183,975635,21.58,0.803263693
"2018.6.5","화요일",1143,672280.2,21.76,1.130641822
"2018.6.6","수요일",1134,753216,22.3,0.99953322
"2018.6.7","목요일",1128,639709.4,22.52,0.875607002
"2018.6.8","금요일",1109,798490.4,22.38,0.593593074
"2018.6.9","토요일",1059,745701.2,22.16,0.984968944
"2018.6.11","월요일",1027,1024884,21.54,1.844728026
"2018.6.12","화요일",1045,651463.4,20.96,2.030890269
"2018.6.13","수요일",1018,744821,20.4,2.033058536
"2018.6.14","목요일",1049,566640,20.02,1.976160361
"2018.6.15","금요일",1057,623925,19.76,2.461426689
"2018.6.16","토요일",1089,573685,20,2.121754188
"2018.6.18","월요일",1096,748219.6,20.76,2.121754188
"2018.6.19","화요일",1183,400436,20.94,2.659375118
"2018.6.20","수요일",1236,453541,21.34,1.666930171
"2018.6.21","목요일",1319,407674,21.98,2.478467909
"2018.6.22","금요일",1324,544229,22.8,1.412042161
"2018.6.23","토요일",1267,546557,22.94,0.954180312
"2018.6.25","월요일",1171,822378.8,23.76,1.083715415
"2018.6.26","화요일",1102,502817,23.94,8.764984002
"2018.6.27","수요일",1058,497384.6,24.2,14.53677772
"2018.6.28","목요일",1047,496716,24.04,23.09206098
"2018.6.29","금요일",1091,727853.8,24.08,24.45521927
"2018.6.30","토요일",915,631822,23.64,26.37595709
"2018.7.2","월요일",855,718466,23.66,35.91444005
"2018.7.3","화요일",879,530902.2,23.74,37.95033315
"2018.7.4","수요일",860,565915.5,24.26,40.66836815
"2018.7.5","목요일",878,510794.1,24.14,35.74954263
"2018.7.6","금요일",870,503393,23.86,39.20244306
"2018.7.7","토요일",865,555467,23.42,28.09690947
"2018.7.9","월요일",909,682077.6,22.5,33.80209674
"2018.7.10","화요일",958,410420,22.18,23.32789008
"2018.7.11","수요일",1093,396890,22.68,17.45082628
"2018.7.12","목요일",1185,294322,23.8,22.25674007
"2018.7.13","금요일",1345,303103,25.1,12.03848297
"2018.7.14","토요일",1465,297771,26.64,9.813992095
"2018.7.16","월요일",1648,378080,27.48,8.4432524
"2018.7.17","화요일",1880,255180,27.88,6.963621306
"2018.7.18","수요일",2060,332318.5,27.96,2.685266328
"2018.7.19","목요일",2145,304020.2,28.02,4.407001694
"2018.7.20","금요일",1891,372737,28.18,1.008842462
"2018.7.21","토요일",1523,417772,28.4,1.549952946
"2018.7.23","월요일",1452,548905.2,28.7,0.011974402
"2018.7.24","화요일",1361,389682,29.08,0.007886317
"2018.7.25","수요일",1302,449324,29.4,0.006523621
"2018.7.26","목요일",1243,425789.4,29.64,0.00801054
"2018.7.27","금요일",1115,462211.1,29.78,0.02978355
"2018.7.28","토요일",923,568520,29.64,0.679992471
"2018.7.30","월요일",845,699591,29.5,0.836999812
"2018.7.31","화요일",784,560814.2,29.4,0.831838886
"2018.8.1","수요일",717,555971,29.42,0.836999812
"2018.8.2","목요일",771,447750.8,29.46,0.831838886
"2018.8.3","금요일",842,456214,29.7,0.869802372
"2018.8.4","토요일",933,122356,29.96,0.870581592
"2018.8.6","월요일",944,600305.4,29.94,9.834534161
"2018.8.7","화요일",1010,409060,29.66,9.466907585
"2018.8.8","수요일",1241,404639,29.38,10.45179371
"2018.8.9","목요일",1390,408567.4,29.06,10.89503858
"2018.8.10","금요일",1429,437693.8,28.54,12.07531338
"2018.8.11","토요일",1358,474397.6,28.26,12.25683042
"2018.8.13","월요일",1221,846045,28.48,12.5666629
"2018.8.14","화요일",1190,553163.2,28.7,12.62279315
"2018.8.15","수요일",1141,518470.6,28.88,4.446723132
"2018.8.16","목요일",1156,460013.4,28.76,14.47489554
"2018.8.17","금요일",1173,478682.4,28.24,5.269689441
"2018.8.18","토요일",1184,521469,27.14,4.583041596
"2018.8.20","월요일",1171,712058.6,26.44,3.668748353
"2018.8.21","화요일",1138,498228.6,25.92,4.299356296
"2018.8.22","수요일",1213,417884.8,26.28,2.929584039
"2018.8.23","목요일",1332,361508,26.68,9.180297384
"2018.8.24","금요일",1549,304700.2,26.96,14.70377941
"2018.8.25","토요일",1673,331848.6,26.58,14.42957275
"2018.8.27","월요일",1683,534181.4,25.92,25.48231884
"2018.8.28","화요일",1821,351467.6,25.16,31.50567288
"2018.8.29","수요일",1815,338208.6,24.96,39.94875212
"2018.8.30","목요일",1985,261441,25.1,43.05946546
"2018.8.31","금요일",2094,309916.6,24.94,49.46543572
"2018.9.1","토요일",2153,296305.5,24.9,45.06727649
"2018.9.3","월요일",2299,360680.2,24.64,52.47890457
"2018.9.4","화요일",2531,230637,24.16,58.00663655
"2018.9.5","수요일",3245,234581.8,23.56,40.92627517
"2018.9.6","목요일",3587,174632.5,23.34,44.26429513
"2018.9.7","금요일",4751,201930.6,22.94,33.49013363
"2018.9.8","토요일",3759,245091.6,22.08,31.13047619
"2018.9.10","월요일",3740,275978.4,21.46,20.13083004
"2018.9.11","화요일",3825,195990.1,20.72,20.75199322
"2018.9.12","수요일",4219,172275.6,20.4,8.485296443
"2018.9.13","목요일",4339,140280.4,20.32,10.51968003
"2018.9.14","금요일",4911,171615,20.74,9.488718238
"2018.9.15","토요일",4176,210912.5,21.02,4.553254282
"2018.9.17","월요일",4518,252072.7,21.48,3.834767551
"2018.9.18","화요일",3898,206896.2,21.48,4.574436288
"2018.9.19","수요일",4031,186768.6,21.42,4.012444946
"2018.9.20","목요일",3826,184274.2,21.04,7.526568794
"2018.9.21","금요일",3643,247516.5,20.5,13.5231997
"2018.9.22","토요일",2633,255163.4,20.18,12.56490871
"2018.9.27","목요일",2955,279154.6,19.42,11.67893092
"2018.9.28","금요일",2820,335733.2,18.68,12.0846038
"2018.9.29","토요일",2889,263811,18.46,10.92077922
"2018.10.1","월요일",3098,281388,17.8,10.71774139
"2018.10.2","화요일",3103,180321.4,16.84,10.18449464
"2018.10.3","수요일",3482,160135.4,16.5,7.259002447
"2018.10.4","목요일",3626,151358.2,16.74,4.272045925
"2018.10.5","금요일",3842,180798.2,16.52,20.05777527
"2018.10.6","토요일",3677,158624.6,17.08,33.87613401
"2018.10.8","월요일",3778,236262.4,16.88,33.78627517
"2018.10.9","화요일",3736,222480.8,16.74,33.48402409
"2018.10.10","수요일",3661,217145,15.9,33.91915679
"2018.10.11","목요일",3647,192109,14.54,33.86788632
"2018.10.12","금요일",3683,237685.2,12.86,33.60871447
"2018.10.13","토요일",3283,211480,12.32,33.44141916
"2018.10.15","월요일",3495,236101.1,12.16,20.3769584
"2018.10.16","화요일",3448,179899.8,11.98,13.83681159
"2018.10.17","수요일",3528,183407.8,12.32,21.33865236
"2018.10.18","목요일",3506,135352.8,12.56,3.77985319
"2018.10.19","금요일",3748,215658.2,12.62,3.411240354
"2018.10.20","토요일",3456,177769.6,12.12,3.793660832
"2018.10.22","월요일",3551,260988.6,12.08,3.40629776
"2018.10.23","화요일",3168,197343.6,12.24,3.72133258
"2018.10.24","수요일",3333,203797.2,12.36,3.72133258
"2018.10.25","목요일",2960,189297.4,12.4,3.512324487
"2018.10.26","금요일",3163,227874.8,12.56,4.243346509
"2018.10.27","토요일",2750,246273,12.12,2.77599473
"2018.10.29","월요일",2497,282778.8,11.44,4.167652927
"2018.10.30","화요일",2317,200025.8,10.5,1.919830604
"2018.10.31","수요일",2480,204381.8,9.6,1.911778656
"2018.11.1","목요일",2272,191075.8,8.68,1.598614719
"2018.11.2","금요일",2368,210455.6,8.36,1.911778656
"2018.11.3","토요일",2091,224945.6,8.34,1.596743836
"2018.11.5","월요일",2383,217149.2,8.98,0.15474873
"2018.11.6","화요일",2040,234317.6,9.78,1.710969321
"2018.11.7","수요일",2187,169901.6,10.8,4.003967627
"2018.11.8","목요일",2170,152628.8,11.8,12.21777527
"2018.11.9","금요일",2392,173270.6,12.34,12.28952005
"2018.11.10","토요일",2169,164587,12.38,12.29850932
"2018.11.12","월요일",2475,208618.8,11.88,12.55724826
"2018.11.13","화요일",2451,208111.2,11.08,12.87859213
"2018.11.14","수요일",2569,175235.2,9.98,13.08707698
"2018.11.15","목요일",2564,170888.4,9.24,12.8895464
"2018.11.16","금요일",2770,198461.6,8.86,9.620557124
"2018.11.17","토요일",2368,207343,8.48,4.908887634
"2018.11.19","월요일",2489,214002.6,8.16,9.283489554
"2018.11.20","화요일",2383,162253.4,7.68,1.204283832
"2018.11.21","수요일",2303,175800,7.18,0.973480143
"2018.11.22","목요일",2324,127752,6.2,0.917139093
"2018.11.23","금요일",2273,213299.6,5.18,0.763632599
"2018.11.24","토요일",2115,146640,4.48,1.630754752
"2018.11.26","월요일",2284,225941.1,4.44,1.173551666
"2018.11.27","화요일",2194,157194.8,4.76,1.418885752
"2018.11.28","수요일",2294,175077.2,5.12,1.173551666
"2018.11.29","목요일",2138,144941.8,5.66,1.157635987
"2018.11.30","금요일",2227,215790.6,5.94,0.992512705
"2018.12.1","토요일",2122,137715,5.84,1.157635987
"2018.12.3","월요일",2177,221805.4,6.7,2.987095803
"2018.12.4","화요일",2102,163362.6,7.56,4.735814041
"2018.12.5","수요일",2210,172606,7.34,5.723515904
"2018.12.6","목요일",2193,137983.6,7.12,5.399213251
"2018.12.7","금요일",2178,195994,5.44,5.40792396
"2018.12.8","토요일",2006,149113.6,2.02,5.42537173
"2018.12.10","월요일",2124,228744.8,-0.4,5.42537173
"2018.12.11","화요일",2119,167798.2,-1.12,5.814805195
"2018.12.12","수요일",2148,145281.2,-2.02,3.808225108
"2018.12.13","목요일",2181,137874.8,-1.48,3.157797854
"2018.12.14","금요일",2181,188149.8,-0.96,3.871661961
"2018.12.15","토요일",2153,145718.5,-0.96,0.495539243
"2018.12.17","월요일",2333,185456.6,-0.38,1.148725767
"2018.12.18","화요일",2274,197730.6,0.22,0.48484472
"2018.12.19","수요일",2233,148023.1,1.3,0.498196876
"2018.12.20","목요일",2357,117982,2.62,0.134613213
"2018.12.21","금요일",2362,213912.6,4.02,0.523779409
"2018.12.22","토요일",2293,128427,4.72,0.077395069
"2018.12.24","월요일",2338,234811.4,4.16,0.148552607
"2018.12.25","화요일",2279,181339.2,3.22,0.0771278
"2018.12.26","수요일",2234,137357,2.88,0.075637117
"2018.12.27","목요일",2181,155114.6,0.9,0.090378317
"2018.12.28","금요일",1888,245451.2,-1.84,0.101272351
"2018.12.29","토요일",1880,153977.6,-2.8,0.071914173
"2018.12.31","월요일",1929,240068.6,-3.52,0.110329381
"2019.1.2","수요일",2081,21914,-4.52,0.052825146
"2019.1.3","목요일",2116,274158.7,-3.98,0.067031809
"2019.1.4","금요일",1915,249939.2,-2.72,0.057061006
"2019.1.5","토요일",1983,157497.8,-1.66,0.044516465
"2019.1.7","월요일",2061,227949.2,-1.12,0.057766983
"2019.1.8","화요일",1991,163272.2,-0.76,0.013998867
"2019.1.9","수요일",1948,150659,-0.92,0.035459435
"2019.1.10","목요일",2076,155411.8,-0.68,0.017119605
"2019.1.11","금요일",2012,220377.2,-0.3,0.017641396
"2019.1.12","토요일",1748,161625,0.4,0.430938628
"2019.1.14","월요일",2128,215593,0.74,0.426702768
"2019.1.15","화요일",2126,163907.4,1.5,0.44188929
"2019.1.16","수요일",1979,178731.2,0.76,0.440886482
"2019.1.17","목요일",2197,143667.8,0.42,0.441444043
"2019.1.18","금요일",2283,205227.2,-0.02,0.441444043
"2019.1.19","토요일",2236,171365,0.36,0.500332932
"2019.1.21","월요일",2275,229884.4,0.28,0.497573205
"2019.1.22","화요일",2193,155134.6,1.44,0.090734055
"2019.1.23","수요일",2142,159409.2,1.98,0.494452467
"2019.1.24","목요일",2308,119449.2,1.96,0.069498596
"2019.1.25","금요일",2343,210539.8,1.3,0.110240674
"2019.1.26","토요일",2233,167190.8,0.84,0.103545929
"2019.1.28","월요일",2350,239459.4,0.84,0.143365423
"2019.1.29","화요일",2356,152976.8,0.22,0.080092258
"2019.1.30","수요일",2358,165150,0.78,0.138580024
"2019.1.31","목요일",2384,153423,0.92,1.39290012
"2019.2.1","금요일",2510,228769,1.02,1.390465303
"2019.2.2","토요일",2251,180884.8,0.92,1.401103089
"2019.2.4","월요일",2262,125378.2,1.42,1.369490574
"2019.2.7","목요일",2144,4415,1.14,1.704436422
"2019.2.8","금요일",2046,414279,0.68,1.63543923
"2019.2.9","토요일",1967,297061,0.6,1.673000401
"2019.2.11","월요일",2298,333265,0.02,1.631740874
"2019.2.12","화요일",2229,226713.2,-0.46,0.319286001
"2019.2.13","수요일",2370,212541.5,-0.82,1.630477337
"2019.2.14","목요일",2532,165771,-0.3,0.317071801
