"date","요일","가격","토마토거래량","smartfarm_stock","서울대_s3"
"2017.7.31","월요일",1489,385143.7,6750,0.301204819
"2017.8.1","화요일",1579,272171.6,6750,0.185628743
"2017.8.2","수요일",1732,250626.5,6740,0.0434782609
"2017.8.3","목요일",2184,192287,7710,0.0256410256
"2017.8.4","금요일",2592,263416.6,8000,-0.115384615
"2017.8.5","토요일",2038,94563.2,8287.730751,0.0526315789
"2017.8.7","월요일",2503,366674,7990,0.0769230769
"2017.8.8","화요일",2620,246751.6,6800,0.179487179
"2017.8.9","수요일",2486,290063.8,6700,0.0496453901
"2017.8.10","목요일",2453,273067.6,6704.984107,0.194312796
"2017.8.11","금요일",2305,307018,6569.589542,0.095890411
"2017.8.12","토요일",2056,368685.9,6499.400205,0.125
"2017.8.14","월요일",1996,497330,6700,0.441176471
"2017.8.15","화요일",1940,261108.6,7247.485004,0
"2017.8.16","수요일",1932,251904.1,7700,-0.04
"2017.8.17","목요일",2043,253725.2,8000,0
"2017.8.18","금요일",2118,228860.6,9140,0.0212765957
"2017.8.19","토요일",2155,287673.4,9387.283578,0.0344827586
"2017.8.21","월요일",2239,367724.4,9130,0.246753247
"2017.8.22","화요일",2265,234473.1,9120,0.171875
"2017.8.23","수요일",2309,272434.8,9110,0.00421940928
"2017.8.24","목요일",2391,239462,9950,-0.0071942446
"2017.8.25","금요일",2465,264434.2,9930,0.0485436893
"2017.8.26","토요일",2315,320318,10826.9374,0.0909090909
"2017.8.28","월요일",2303,462917,11150,0.0526315789
"2017.8.29","화요일",2371,273854.8,10000,-0.154716981
"2017.8.30","수요일",2339,293431.2,10500,-0.0519480519
"2017.8.31","목요일",2377,249901.3,8950,0.253968254
"2017.9.1","금요일",2614,211022,9980,-0.184615385
"2017.9.2","토요일",2787,235837,10194.80105,-0.3
"2017.9.4","월요일",2934,279345.2,9890,0.0588235294
"2017.9.5","화요일",3214,177210.6,9880,0.222222222
"2017.9.6","수요일",3507,184329.6,8600,0.0285714286
"2017.9.7","목요일",4061,158141.5,9790,0.193675889
"2017.9.8","금요일",4266,187157,8330,0.12195122
"2017.9.9","토요일",4471,264419,8816.313185,0
"2017.9.11","월요일",3966,351366.8,9550,0.0259067358
"2017.9.12","화요일",3779,234649,8120,0.214285714
"2017.9.13","수요일",3376,271508.8,8200,0.023255814
"2017.9.14","목요일",3335,251764,9000,0.132686084
"2017.9.15","금요일",3152,302080,7650,-0.0537634409
"2017.9.16","토요일",2761,339290.5,7702.895409,0
"2017.9.18","월요일",2579,391684,8790,0.110367893
"2017.9.19","화요일",2402,308755,9000,0.333333333
"2017.9.20","수요일",2247,289760.8,7650,-0.166666667
"2017.9.21","목요일",2200,257096,8000,0.260504202
"2017.9.22","금요일",2241,246336,9190,-0.0260223048
"2017.9.23","토요일",1936,315808.8,8906.696159,-0.1
"2017.9.25","월요일",2008,341422,8190,-0.0160427807
"2017.9.26","화요일",1929,256305,8000,-0.0316742081
"2017.9.27","수요일",1887,247966,7000,0.0925110132
"2017.9.28","목요일",1947,258340,7500,-0.188888889
"2017.9.29","금요일",1959,248390.8,7120,0.142857143
"2017.9.30","토요일",2040,320161,6732.866682,0.223880597
"2017.10.2","월요일",1792,452786,6690.071093,0.25388601
"2017.10.3","화요일",1410,158838,6857.999932,0.391304348
"2017.10.7","토요일",1168,314641,7103.039897,0.0181818182
"2017.10.9","월요일",1624,464999.5,7291.577687,0.0909090909
"2017.10.10","화요일",1610,380698,7290,0.0101694915
"2017.10.11","수요일",1607,327333.6,7090,0.12295082
"2017.10.12","목요일",1732,297744.8,7000,0.212669683
"2017.10.13","금요일",1751,306254,7000,0.208791209
"2017.10.14","토요일",1804,332898,7585.735502,0.0204081633
"2017.10.16","월요일",1911,383079.2,7790,0.0161290323
"2017.10.17","화요일",1847,306302.8,7000,0.180851064
"2017.10.18","수요일",1885,269560.6,7000,0.0160427807
"2017.10.19","목요일",1876,257179.4,7440.624796,-0.0642201835
"2017.10.20","금요일",1888,286070.6,7790,0
"2017.10.21","토요일",1674,327328.6,7703.475078,-0.0344827586
"2017.10.23","월요일",1720,412239.8,7000,-0.120879121
"2017.10.24","화요일",1634,294489.2,6110,0.173333333
"2017.10.25","수요일",1506,311938,6800,0.142857143
"2017.10.26","목요일",1552,249932.1,7800,0.0845070423
"2017.10.27","금요일",1502,309182.6,7970,0.294117647
"2017.10.28","토요일",1430,299627,7661.452367,0.44
"2017.10.30","월요일",1484,388897.1,7000,0.085106383
"2017.10.31","화요일",1394,297370.4,6080,0.0234375
"2017.11.1","수요일",1335,261212,5610,0.0510204082
"2017.11.2","목요일",1403,218248,6400,-0.0125
"2017.11.3","금요일",1397,279785.2,7100,0.3125
"2017.11.4","토요일",1271,271613.2,6735.512249,0.0434782609
"2017.11.6","월요일",1383,300025.6,6430,0.386363636
"2017.11.7","화요일",1357,221836,7040,0.132352941
"2017.11.8","수요일",1373,211333.8,7100,0.00862068966
"2017.11.9","목요일",1456,209207,6900,-0.227272727
"2017.11.10","금요일",1397,268325.2,6400,0.0149253731
"2017.11.11","토요일",1314,237424.4,6484.650612,0.578947368
"2017.11.13","월요일",1380,270337,6850,0.0818181818
"2017.11.14","화요일",1365,221117.8,6850,0.215384615
"2017.11.15","수요일",1349,245857.4,6330,0.273972603
"2017.11.16","목요일",1425,147747.6,6000,0.027027027
"2017.11.17","금요일",1512,205321.8,6000,-0.0431372549
"2017.11.18","토요일",1509,225490.8,6035.543427,0
"2017.11.20","월요일",1570,211649.4,6000,0.111111111
"2017.11.21","화요일",1494,185846.8,6000,0.333333333
"2017.11.22","수요일",1516,188498.2,6300,0.139534884
"2017.11.23","목요일",1593,128765.8,6140,0.125
"2017.11.24","금요일",1657,201458.3,6100,0.0476190476
"2017.11.25","토요일",1544,182175.8,5945.010017,0
"2017.11.27","월요일",1615,212913.6,6000,-0.015625
"2017.11.28","화요일",1563,184582,6564.853864,0.5
"2017.11.29","수요일",1616,182388.8,6880,0.341463415
"2017.11.30","목요일",1636,163755.6,6380,0.12
"2017.12.1","금요일",1565,223846,6000,-0.0429447853
"2017.12.2","토요일",1465,242009.4,5933.189544,-0.12
"2017.12.4","월요일",1555,246435.4,6600,0.145299145
"2017.12.5","화요일",1524,210957.6,7570,0.357142857
"2017.12.6","수요일",1487,243927.7,6600,-0.037593985
"2017.12.7","목요일",1497,176815.6,7000,0.125
"2017.12.8","금요일",1469,232821.8,7000,0.2
"2017.12.9","토요일",1340,217258.4,6782.968738,-0.19047619
"2017.12.11","월요일",1434,257152.4,7000,0.246376812
"2017.12.12","화요일",1452,246156,7780,0.302083333
"2017.12.13","수요일",1325,210854.4,7960,0.267605634
"2017.12.14","목요일",1431,143386.2,7300,0.254545455
"2017.12.15","금요일",1409,253298.6,7000,0.0909090909
"2017.12.16","토요일",1382,184359,7163.070077,0
"2017.12.18","월요일",1489,266214,8040,0.393258427
"2017.12.19","화요일",1487,218621,9240,0
"2017.12.20","수요일",1495,246625.4,8500,-0.0810810811
"2017.12.21","목요일",1485,154121.3,7300,-0.181818182
"2017.12.22","금요일",1450,248685.2,6410,0.511111111
"2017.12.23","토요일",1363,215413.6,6029.845294,0
"2017.12.25","월요일",1401,229180,6297.492501,0
"2017.12.26","화요일",1406,206468,7340,0.25
"2017.12.27","수요일",1311,255328.5,8410,0.107142857
"2017.12.28","목요일",1322,164176.6,7150,0.139240506
"2017.12.29","금요일",1305,269452.8,6696.759258,0.0212765957
"2017.12.30","토요일",1295,242546,7348.049363,0.234042553
"2018.1.2","화요일",1303,114208,8220,0.209677419
"2018.1.3","수요일",1430,374881.2,8210,0.167785235
"2018.1.4","목요일",1398,224142.2,7000,-0.176470588
"2018.1.5","금요일",1534,281166.4,8030,0.116883117
"2018.1.6","토요일",1498,257239.9,7646.055172,0
"2018.1.8","월요일",1518,264552.5,7100,0.0384615385
"2018.1.9","화요일",1518,170393.6,8090,0
"2018.1.10","수요일",1553,252323.3,8070,0.238095238
"2018.1.11","목요일",1608,188419,8100,0.3
"2018.1.12","금요일",1629,222734.8,7500,0.16
"2018.1.13","토요일",1549,184796,7947.889697,0.2
"2018.1.15","월요일",1737,246257,8190,0.371428571
"2018.1.16","화요일",1674,207967,7150,0
"2018.1.17","수요일",1939,194245.6,7385.87578,-0.208333333
"2018.1.18","목요일",2052,136818.6,8150,0.12195122
"2018.1.19","금요일",2243,258917.9,8150,0.181102362
"2018.1.20","토요일",2262,200472,8111.934896,0.166666667
"2018.1.22","월요일",2239,282178.2,8150,0.0447761194
"2018.1.23","화요일",2142,218611.8,8140,0
"2018.1.24","수요일",2068,246863.6,8120,0.130434783
"2018.1.25","목요일",1913,136547.2,8000,0.612903226
"2018.1.26","금요일",1817,262514.4,7984.465642,-0.0869565217
"2018.1.27","토요일",1710,184990.8,8062.232875,0.0344827586
"2018.1.29","월요일",1817,277902.3,8140,-0.0638297872
"2018.1.30","화요일",1827,218627.3,8151.674428,0
"2018.1.31","수요일",1822,255051.4,8140,0.037037037
"2018.2.1","목요일",1831,150915.5,8150,-0.192307692
"2018.2.2","금요일",1847,286419.8,8150,0.461538462
"2018.2.3","토요일",1758,245744.6,8162.362248,0
"2018.2.5","월요일",1776,272274.9,8180,0.178294574
"2018.2.6","화요일",1702,216947,8186.423389,0
"2018.2.7","수요일",1530,256320.9,8180,0.3
"2018.2.8","목요일",1585,163319.6,8180,0.230769231
"2018.2.9","금요일",1700,284706.5,8190,0.0188679245
"2018.2.10","토요일",1538,234572.8,8055.795361,0
"2018.2.12","월요일",1753,357649.4,8190,0.113924051
"2018.2.13","화요일",1710,269905.5,9000,0.163265306
"2018.2.14","수요일",1478,406662.3,9900,0.846153846
"2018.2.15","목요일",1316,64720,9539.945644,0
"2018.2.19","월요일",1581,378232.1,9000,0.14084507
"2018.2.20","화요일",1444,409833.1,9000,0.265306122
"2018.2.21","수요일",1442,393449.6,7700,0.138121547
"2018.2.22","목요일",1666,299546.1,7600,0.094017094
"2018.2.23","금요일",1539,413872.1,8200,0.195121951
"2018.2.24","토요일",1639,347672.8,8072.504253,0.373134328
"2018.2.26","월요일",1785,452313.5,7568.763372,0.305555556
"2018.2.27","화요일",1768,321682.5,7500,0.318435754
"2018.2.28","수요일",1855,349291.3,8200,0.39047619
"2018.3.1","목요일",2043,189644.5,8477.176071,-0.208791209
"2018.3.2","금요일",1979,364420.1,8200,0.224489796
"2018.3.3","토요일",2092,338414.5,7709.570735,0
"2018.3.5","월요일",2093,473704.6,7700,0.236111111
"2018.3.6","화요일",2108,305662.6,8200,0.176470588
"2018.3.7","수요일",2077,373836.8,7500,0.0595238095
"2018.3.8","목요일",2359,263742.9,7500,0.227722772
"2018.3.9","금요일",2229,341462.1,8100,-0.2
"2018.3.10","토요일",2266,392777.7,7864.002179,0.130434783
"2018.3.12","월요일",2404,464995.2,7600,0.538461538
"2018.3.13","화요일",2466,371183.7,8100,0.135678392
"2018.3.14","수요일",2551,437689.5,8090,0.1125
"2018.3.15","목요일",2549,314929.7,7990,-0.0555555556
"2018.3.16","금요일",2544,412491.2,8850,0.473684211
"2018.3.17","토요일",2487,515360.5,9887.91834,0
"2018.3.19","월요일",2473,624842,10100,0.310344828
"2018.3.20","화요일",2364,411609.8,9130,0.110344828
"2018.3.21","수요일",2309,421351.1,8800,0.128205128
"2018.3.22","목요일",2429,281408.2,9700,0.156862745
"2018.3.23","금요일",2435,460709.1,9000,-0.0158730159
"2018.3.24","토요일",2543,446962.7,9232.979419,0.333333333
"2018.3.26","월요일",2585,588713.2,9600,-0.00917431193
"2018.3.27","화요일",2555,446711,9260,0
"2018.3.28","수요일",2638,484924.2,10500,0.289940828
"2018.3.29","목요일",2683,416849.6,10350,0.185185185
"2018.3.30","금요일",2690,585615.1,9810,0.409090909
"2018.3.31","토요일",2533,613252.5,9582.211341,-0.0721649485
"2018.4.2","월요일",2459,829769.8,9500,0.316363636
"2018.4.3","화요일",2321,583717,9390,0.358695652
"2018.4.4","수요일",2120,710262.5,9600,0.105882353
"2018.4.5","목요일",2186,485594.5,10250,0.186666667
"2018.4.6","금요일",2110,535962.4,9640,0.228346457
"2018.4.7","토요일",2159,585185.5,9936.506794,0.301204819
"2018.4.9","월요일",2190,656390.5,10350,0.458823529
"2018.4.10","화요일",2178,441327.1,9800,0.18490566
"2018.4.11","수요일",2318,461911.1,9700,0.335907336
"2018.4.12","목요일",2495,386892.2,9600,0.169398907
"2018.4.13","금요일",2652,506365.2,9510,0.311538462
"2018.4.14","토요일",2638,497188.4,9354.049197,0.251533742
"2018.4.16","월요일",2711,600806,9470,0.314242653
"2018.4.17","화요일",2764,393210.1,10000,0.275157233
"2018.4.18","수요일",2752,478058.8,10000,0.30961183
"2018.4.19","목요일",2799,395520.5,9500,0.330106486
"2018.4.20","금요일",2873,489822.4,9500,0.126646403
"2018.4.21","토요일",2772,549076.2,9526.741706,0.623188406
"2018.4.23","월요일",2778,680790.1,9430,0.252387449
"2018.4.24","화요일",2636,397481.3,9340,0.333333333
"2018.4.25","수요일",2583,507446.8,9500,0.15
"2018.4.26","목요일",2701,404840,9540,0.332715477
"2018.4.27","금요일",2619,557353.5,9400,0.179650238
"2018.4.28","토요일",2458,641935,9657.402147,0.310344828
"2018.4.30","월요일",2392,806431,9990,0.219512195
"2018.5.1","화요일",2315,529596.4,9929.062582,0.281183932
"2018.5.2","수요일",2241,659696.8,9530,0.252707581
"2018.5.3","목요일",2169,485968.8,9250,0.208163265
"2018.5.4","금요일",2063,638909,9890,0.38071066
"2018.5.5","토요일",1707,737457,10075.12921,0.2
"2018.5.7","월요일",1843,765476.2,9732.611658,0.278350515
"2018.5.8","화요일",1809,495394.8,9300,0.209677419
"2018.5.9","수요일",1786,619556.5,9110,0.267605634
"2018.5.10","목요일",1790,458469,9010,0.197771588
"2018.5.11","금요일",1812,660904,8700,0.263157895
"2018.5.12","토요일",1608,627177.5,8567.993355,0.130434783
"2018.5.14","월요일",1641,761181,8700,0.0282485876
"2018.5.15","화요일",1590,534750.5,9000,0.0920245399
"2018.5.16","수요일",1538,684394.8,9460,0.0790513834
"2018.5.17","목요일",1576,438545,10150,0.148571429
"2018.5.18","금요일",1521,648795.5,9010,0.377358491
"2018.5.19","토요일",1514,740553.5,8762.069123,0.179856115
"2018.5.21","월요일",1422,1068885.1,9200,0.300330033
"2018.5.22","화요일",1426,542637.5,9299.40576,0.0476190476
"2018.5.23","수요일",1366,756471.5,9440,0.109048724
"2018.5.24","목요일",1368,603265.8,10000,0.12890625
"2018.5.25","금요일",1357,645368,10207.99419,-0.00323624595
"2018.5.26","토요일",1351,656046,9981.877066,0.285714286
"2018.5.28","월요일",1372,867067.5,9500,0.27427598
"2018.5.29","화요일",1401,542275.5,9210,0.204968944
"2018.5.30","수요일",1348,784234,9790,0.172619048
"2018.5.31","목요일",1370,591223,9800,0.408805031
"2018.6.1","금요일",1273,771552.5,10200,0.269961977
"2018.6.2","토요일",1217,789317,10316.70569,0.347826087
"2018.6.4","월요일",1183,975635,10200,0.151260504
"2018.6.5","화요일",1143,672280.2,10200,0.263157895
"2018.6.6","수요일",1134,753216,10357.78603,0.157894737
"2018.6.7","목요일",1128,639709.4,10500,0.508571429
"2018.6.8","금요일",1109,798490.4,10500,0.288135593
"2018.6.9","토요일",1059,745701.2,10516.47779,0.368421053
"2018.6.11","월요일",1027,1024884,10600,0.198412698
"2018.6.12","화요일",1045,651463.4,10750,0.335195531
"2018.6.13","수요일",1018,744821,10885.11974,0.4
"2018.6.14","목요일",1049,566640,10650,0.133928571
"2018.6.15","금요일",1057,623925,9990,0.214057508
"2018.6.16","토요일",1089,573685,9900.378173,-0.265306122
"2018.6.18","월요일",1096,748219.6,10050,0.22815534
"2018.6.19","화요일",1183,400436,10050,0.232044199
"2018.6.20","수요일",1236,453541,10350,0.0612244898
"2018.6.21","목요일",1319,407674,10100,0.0653266332
"2018.6.22","금요일",1324,544229,10450,0.134453782
"2018.6.23","토요일",1267,546557,10796.04091,0.391304348
"2018.6.25","월요일",1171,822378.8,10950,0.288461538
"2018.6.26","화요일",1102,502817,11000,0.00584795322
"2018.6.27","수요일",1058,497384.6,11000,0.193548387
"2018.6.28","목요일",1047,496716,11000,0.139072848
"2018.6.29","금요일",1091,727853.8,11000,0.35
"2018.6.30","토요일",915,631822,10678.56409,0.230769231
"2018.7.2","월요일",855,718466,10400,0.220779221
"2018.7.3","화요일",879,530902.2,10450,0.1
"2018.7.4","수요일",860,565915.5,10450,0.0973451327
"2018.7.5","목요일",878,510794.1,10950,0.195121951
"2018.7.6","금요일",870,503393,10950,-0.0144927536
"2018.7.7","토요일",865,555467,11167.92037,0.178571429
"2018.7.9","월요일",909,682077.6,11400,0.415841584
"2018.7.10","화요일",958,410420,11300,0.250883392
"2018.7.11","수요일",1093,396890,11300,0.607142857
"2018.7.12","목요일",1185,294322,11200,0.2
"2018.7.13","금요일",1345,303103,11200,0.125
"2018.7.14","토요일",1465,297771,11191.77442,0.0588235294
"2018.7.16","월요일",1648,378080,11100,0.169811321
"2018.7.17","화요일",1880,255180,11000,0.0909090909
"2018.7.18","수요일",2060,332318.5,11150,0.5830721
"2018.7.19","목요일",2145,304020.2,11150,0.294117647
"2018.7.20","금요일",1891,372737,11150,0.305084746
"2018.7.21","토요일",1523,417772,11128.35189,0.157894737
"2018.7.23","월요일",1452,548905.2,11100,0.315315315
"2018.7.24","화요일",1361,389682,11100,0.130841121
"2018.7.25","수요일",1302,449324,11100,0.263636364
"2018.7.26","목요일",1243,425789.4,11100,0.389645777
"2018.7.27","금요일",1115,462211.1,11100,0.0374331551
"2018.7.28","토요일",923,568520,10774.89662,0
"2018.7.30","월요일",845,699591,10700,0.239215686
"2018.7.31","화요일",784,560814.2,11200,0.112244898
"2018.8.1","수요일",717,555971,11200,0.221052632
"2018.8.2","목요일",771,447750.8,11200,0.356454721
"2018.8.3","금요일",842,456214,10750,0.273631841
"2018.8.4","토요일",933,122356,10780.17901,0
"2018.8.6","월요일",944,600305.4,11000,0.235087719
"2018.8.7","화요일",1010,409060,10900,-0.0262626263
"2018.8.8","수요일",1241,404639,10900,0.101351351
"2018.8.9","목요일",1390,408567.4,11250,0.0957854406
"2018.8.10","금요일",1429,437693.8,11200,0.226415094
"2018.8.11","토요일",1358,474397.6,11177.95987,0.371428571
"2018.8.13","월요일",1221,846045,11200,0.0820895522
"2018.8.14","화요일",1190,553163.2,11150,0.0726256983
"2018.8.15","수요일",1141,518470.6,11159.13553,0.202247191
"2018.8.16","목요일",1156,460013.4,11150,0.144927536
"2018.8.17","금요일",1173,478682.4,11000,0.329341317
"2018.8.18","토요일",1184,521469,10769.89078,0.37037037
"2018.8.20","월요일",1171,712058.6,10850,0.107843137
"2018.8.21","화요일",1138,498228.6,11300,-0.0198300283
"2018.8.22","수요일",1213,417884.8,11200,-0.00862068966
"2018.8.23","목요일",1332,361508,11300,0.12596401
"2018.8.24","금요일",1549,304700.2,11250,0.0909090909
"2018.8.25","토요일",1673,331848.6,11185.68601,0.0281690141
"2018.8.27","월요일",1683,534181.4,11000,0.487922705
"2018.8.28","화요일",1821,351467.6,10800,0.246105919
"2018.8.29","수요일",1815,338208.6,11300,0.210526316
"2018.8.30","목요일",1985,261441,11250,0.0133333333
"2018.8.31","금요일",2094,309916.6,11300,0.220779221
"2018.9.1","토요일",2153,296305.5,11264.56116,0.142857143
"2018.9.3","월요일",2299,360680.2,11300,0.162055336
"2018.9.4","화요일",2531,230637,11500,0.112582781
"2018.9.5","수요일",3245,234581.8,11350,0.280487805
"2018.9.6","목요일",3587,174632.5,11450,0.178181818
"2018.9.7","금요일",4751,201930.6,11500,-0.0580645161
"2018.9.8","토요일",3759,245091.6,11442.64754,0.00826446281
"2018.9.10","월요일",3740,275978.4,11200,0.255972696
"2018.9.11","화요일",3825,195990.1,10900,0.307692308
"2018.9.12","수요일",4219,172275.6,11000,0.202380952
"2018.9.13","목요일",4339,140280.4,10500,0.189189189
"2018.9.14","금요일",4911,171615,10800,0.113537118
"2018.9.15","토요일",4176,210912.5,10907.47705,0.0357142857
"2018.9.17","월요일",4518,252072.7,10850,0.084375
"2018.9.18","화요일",3898,206896.2,10950,0.155807365
"2018.9.19","수요일",4031,186768.6,11000,0.264305177
"2018.9.20","목요일",3826,184274.2,11250,0.279279279
"2018.9.21","금요일",3643,247516.5,11200,0.0995024876
"2018.9.22","토요일",2633,255163.4,12147.14564,0.273846154
"2018.9.27","목요일",2955,279154.6,10850,0.0391644909
"2018.9.28","금요일",2820,335733.2,5750,0.288640596
"2018.9.29","토요일",2889,263811,4457.288621,0.186147186
"2018.10.1","월요일",3098,281388,5575,0.164005806
"2018.10.2","화요일",3103,180321.4,5750,0.244444444
"2018.10.3","수요일",3482,160135.4,5553.327989,0.272727273
"2018.10.4","목요일",3626,151358.2,5400,0.262206148
"2018.10.5","금요일",3842,180798.2,5350,0.296928328
"2018.10.6","토요일",3677,158624.6,5294.295211,0.338235294
"2018.10.8","월요일",3778,236262.4,5225,0.265682657
"2018.10.9","화요일",3736,222480.8,5157.83694,0.229007634
"2018.10.10","수요일",3661,217145,5050,0.245033113
"2018.10.11","목요일",3647,192109,5000,0.178423237
"2018.10.12","금요일",3683,237685.2,5350,0.213114754
"2018.10.13","토요일",3283,211480,5380.036492,0.316582915
"2018.10.15","월요일",3495,236101.1,5200,0.254237288
"2018.10.16","화요일",3448,179899.8,5075,0.293706294
"2018.10.17","수요일",3528,183407.8,5100,0.405541562
"2018.10.18","목요일",3506,135352.8,5800,0.199261993
"2018.10.19","금요일",3748,215658.2,5150,0.146529563
"2018.10.20","토요일",3456,177769.6,4923.279651,0
"2018.10.22","월요일",3551,260988.6,5100,0.266766021
"2018.10.23","화요일",3168,197343.6,5100,0.346938776
"2018.10.24","수요일",3333,203797.2,5100,0.178082192
"2018.10.25","목요일",2960,189297.4,5100,0.309859155
"2018.10.26","금요일",3163,227874.8,5825,0.191256831
"2018.10.27","토요일",2750,246273,5644.380164,0.0769230769
"2018.10.29","월요일",2497,282778.8,5100,0.115044248
"2018.10.30","화요일",2317,200025.8,5100,0.415584416
"2018.10.31","수요일",2480,204381.8,5100,0.261146497
"2018.11.1","목요일",2272,191075.8,4895,0.00806451613
"2018.11.2","금요일",2368,210455.6,4820,0.215686275
"2018.11.3","토요일",2091,224945.6,4777.548173,-0.0476190476
"2018.11.5","월요일",2383,217149.2,4820,0.291079812
"2018.11.6","화요일",2040,234317.6,4795,0.147826087
"2018.11.7","수요일",2187,169901.6,4350,0.399684044
"2018.11.8","목요일",2170,152628.8,5000,0.389221557
"2018.11.9","금요일",2392,173270.6,4500,0.2875
"2018.11.10","토요일",2169,164587,4553.570866,0.31372549
"2018.11.12","월요일",2475,208618.8,4990,0.229050279
"2018.11.13","화요일",2451,208111.2,4930,0.0886597938
"2018.11.14","수요일",2569,175235.2,4515,0.201388889
"2018.11.15","목요일",2564,170888.4,4795,0.0515463918
"2018.11.16","금요일",2770,198461.6,4690,0.0980392157
"2018.11.17","토요일",2368,207343,4609.067477,0.0736842105
"2018.11.19","월요일",2489,214002.6,4645,0.108108108
"2018.11.20","화요일",2383,162253.4,4595,0.260869565
"2018.11.21","수요일",2303,175800,4260,0.0322580645
"2018.11.22","목요일",2324,127752,4250,0.244680851
"2018.11.23","금요일",2273,213299.6,4690,0.143939394
"2018.11.24","토요일",2115,146640,4715.532472,0.0980392157
"2018.11.26","월요일",2284,225941.1,4795,0.00436681223
"2018.11.27","화요일",2194,157194.8,5125,0.181818182
"2018.11.28","수요일",2294,175077.2,4375,0.116883117
"2018.11.29","목요일",2138,144941.8,4480,0.219512195
"2018.11.30","금요일",2227,215790.6,4995,0.393162393
"2018.12.1","토요일",2122,137715,5120.070024,0.0980392157
"2018.12.3","월요일",2177,221805.4,4895,0.244274809
"2018.12.4","화요일",2102,163362.6,4595,0.131428571
"2018.12.5","수요일",2210,172606,4495,0.0222222222
"2018.12.6","목요일",2193,137983.6,4345,0.180076628
"2018.12.7","금요일",2178,195994,4375,0.0887096774
"2018.12.8","토요일",2006,149113.6,4365.387793,0.0588235294
"2018.12.10","월요일",2124,228744.8,4300,0.269005848
"2018.12.11","화요일",2119,167798.2,4345,0.214285714
"2018.12.12","수요일",2148,145281.2,4650,-0.0869565217
"2018.12.13","목요일",2181,137874.8,4425,0.138888889
"2018.12.14","금요일",2181,188149.8,4030,0.0476190476
"2018.12.15","토요일",2153,145718.5,3968.468609,0.304347826
"2018.12.17","월요일",2333,185456.6,4125,0.299703264
"2018.12.18","화요일",2274,197730.6,4220,0.243781095
"2018.12.19","수요일",2233,148023.1,4110,0.365079365
"2018.12.20","목요일",2357,117982,4195,0.517241379
"2018.12.21","금요일",2362,213912.6,4245,0.292307692
"2018.12.22","토요일",2293,128427,4151.975942,0.214285714
"2018.12.24","월요일",2338,234811.4,4050,0.244444444
"2018.12.25","화요일",2279,181339.2,4061.276325,0.18
"2018.12.26","수요일",2234,137357,4095,0.107569721
"2018.12.27","목요일",2181,155114.6,4090,0.525252525
"2018.12.28","금요일",1888,245451.2,4195,0.171171171
"2018.12.29","토요일",1880,153977.6,4227.658226,0.235294118
"2018.12.31","월요일",1929,240068.6,4174.575318,0.305084746
"2019.1.2","수요일",2081,21914,4095,0.12195122
"2019.1.3","목요일",2116,274158.7,4080,0.217741935
"2019.1.4","금요일",1915,249939.2,4225,0.261904762
"2019.1.5","토요일",1983,157497.8,4276.273604,0
"2019.1.7","월요일",2061,227949.2,4300,0.231441048
"2019.1.8","화요일",1991,163272.2,4395,0.151515152
"2019.1.9","수요일",1948,150659,4400,0.208791209
"2019.1.10","목요일",2076,155411.8,4400,0.201892744
"2019.1.11","금요일",2012,220377.2,4750,0.155
"2019.1.12","토요일",1748,161625,5044.910844,0
"2019.1.14","월요일",2128,215593,5050,0.115942029
"2019.1.15","화요일",2126,163907.4,5000,0.0689655172
"2019.1.16","수요일",1979,178731.2,5750,0.175287356
"2019.1.17","목요일",2197,143667.8,5775,-0.003003003
"2019.1.18","금요일",2283,205227.2,5225,0.204188482
"2019.1.19","토요일",2236,171365,4788.264157,-0.037037037
"2019.1.21","월요일",2275,229884.4,4450,-0.046875
"2019.1.22","화요일",2193,155134.6,4300,0.146974063
"2019.1.23","수요일",2142,159409.2,4745,0.120171674
"2019.1.24","목요일",2308,119449.2,4305,0.329815303
"2019.1.25","금요일",2343,210539.8,4460,0.219354839
"2019.1.26","토요일",2233,167190.8,4848.900551,0.0784313725
"2019.1.28","월요일",2350,239459.4,4840,0.167420814
"2019.1.29","화요일",2356,152976.8,4495,0.234693878
"2019.1.30","수요일",2358,165150,4940,0.297468354
"2019.1.31","목요일",2384,153423,4430,0.281867145
"2019.2.1","금요일",2510,228769,4495,0.3
"2019.2.2","토요일",2251,180884.8,4430.565651,0.806451613
"2019.2.4","월요일",2262,125378.2,4273.802346,0.214953271
"2019.2.7","목요일",2144,4415,4500,0.261958998
"2019.2.8","금요일",2046,414279,5125,0.333333333
"2019.2.9","토요일",1967,297061,4970.081174,0.6
"2019.2.11","월요일",2298,333265,4970,0.268292683
"2019.2.12","화요일",2229,226713.2,5675,0.372881356
"2019.2.13","수요일",2370,212541.5,5000,0.259391771
"2019.2.14","목요일",2532,165771,4830,0.351394422
"2019.2.15","금요일",2528,276142.9,4995,0.435768262
"2019.2.16","토요일",2635,200831.3,4936.037849,0.529411765
"2019.2.18","월요일",2716,324907.1,4830,0.301759134
"2019.2.19","화요일",2536,196488.1,4835,0.325806452
"2019.2.20","수요일",2684,198721.8,4705,0.322195704
"2019.2.21","목요일",2970,171064,4900,0.28313253
"2019.2.22","금요일",2884,280163.9,4900,0.426710098
"2019.2.23","토요일",2863,249979.5,4776.961548,0.302752294
"2019.2.25","월요일",3013,363780.1,4800,0.2996633
