date,요일,가격,유가,대파_가중_강수량,군산대_s1
2017.8.22,화요일,1775,51.87,13.51815,0.523809524
2017.8.23,수요일,1642,52.57,11.03811,0.555555556
2017.8.24,목요일,1624,52.04,14.2316,0.671641791
2017.8.25,금요일,1663,52.41,6.6776,0.7
2017.8.26,토요일,1716,52.09759686,0,0.428571429
2017.8.28,월요일,1768,51.89,8.10928,0.666666667
2017.8.29,화요일,1786,52,1.16704,0.212121212
2017.8.30,수요일,1667,50.86,0.01844,0.35483871
2017.8.31,목요일,1571,52.38,0,0.652173913
2017.9.1,금요일,1597,52.75,0.00745,0.333333333
2017.9.2,토요일,1525,52.95266646,0,0.6
2017.9.4,월요일,1640,52.34,0.32103,0.142857143
2017.9.5,화요일,1592,53.38,2.54263,1
2017.9.6,수요일,1642,54.2,25.88061,0.8
2017.9.7,목요일,1663,54.49,2.59407,0.6
2017.9.8,금요일,1522,53.78,0,0.764705882
2017.9.9,토요일,1456,54.13190349,0,NA
2017.9.11,월요일,1649,53.84,41.13754,1
2017.9.12,화요일,1902,54.27,0,1
2017.9.13,수요일,1801,55.16,0,0.785714286
2017.9.14,목요일,1510,55.47,0.04059,0.777777778
2017.9.15,금요일,1410,55.62,0.01182,0.714285714
2017.9.16,토요일,1433,55.52555151,0.04636,0.6
2017.9.18,월요일,1478,55.48,0,0.568627451
2017.9.19,화요일,1441,55.14,4.36719,0.882352941
2017.9.20,수요일,1306,56.29,0.2488,0.555555556
2017.9.21,목요일,1478,56.43,0,0.724137931
2017.9.22,금요일,1477,56.86,0,0.707317073
2017.9.23,토요일,1449,56.83960708,0.01725,0.6
2017.9.25,월요일,1354,59.02,0,0.647058824
2017.9.26,화요일,1333,58.44,0.66743,0.703703704
2017.9.27,수요일,1225,57.9,13.37111,0.483870968
2017.9.28,목요일,1257,57.41,0.24186,0.58974359
2017.9.29,금요일,1155,57.54,0,0.571428571
2017.9.30,토요일,1628,57.34253888,0,0.4
2017.10.2,월요일,2123,56.12,12.71696,0.764705882
2017.10.3,화요일,2381,56,1.00773,1
2017.10.7,토요일,1466,57.22976285,0.19512,0.666666667
2017.10.9,월요일,1515,55.79,0,0.538461538
2017.10.10,화요일,1305,56.61,2.58329,0.774647887
2017.10.11,수요일,1154,56.94,8.24368,0.80952381
2017.10.12,목요일,1193,56.25,6.07298,0.915789474
2017.10.13,금요일,1118,57.17,0.00813,0.7
2017.10.14,토요일,1094,57.0841034,0.02583,0.333333333
2017.10.16,월요일,1148,57.82,0.61254,0.5
2017.10.17,화요일,1083,57.88,0,0.612903226
2017.10.18,수요일,1025,58.15,0.31377,0.447368421
2017.10.19,목요일,1026,57.23,0.22436,0.619047619
2017.10.20,금요일,970,57.75,0,0.692307692
2017.10.21,토요일,975,58.05447413,0,0.333333333
2017.10.23,월요일,1115,57.37,0,0.481481481
2017.10.24,화요일,1129,58.33,0.0935,0.473684211
2017.10.25,수요일,1045,58.44,0,0.739130435
2017.10.26,목요일,961,59.3,0,0.545454545
2017.10.27,금요일,907,60.44,0,0.6
2017.10.28,토요일,914,59.94041244,0,-0.5
2017.10.30,월요일,1052,60.9,0,0.3
2017.10.31,화요일,1052,61.37,0,0.481481481
2017.11.1,수요일,987,60.49,0,0.789473684
2017.11.2,목요일,975,60.62,0.14217,0.428571429
2017.11.3,금요일,957,62.07,1.89746,0.6
2017.11.4,토요일,933,61.94762923,2.15646,1
2017.11.6,월요일,964,64.27,0,0.6
2017.11.7,화요일,956,63.69,0.13616,0.444444444
2017.11.8,수요일,931,63.49,0.0409,0.677419355
2017.11.9,목요일,906,63.93,0,0.428571429
2017.11.10,금요일,906,63.52,2.35945,0.238095238
2017.11.11,토요일,921,63.28116522,0,1
2017.11.13,월요일,1038,63.16,0.64044,0.454545455
2017.11.14,화요일,1069,62.21,0.02657,0.80952381
2017.11.15,수요일,1069,61.87,0.01725,0.882352941
2017.11.16,목요일,1032,61.36,0,0.161290323
2017.11.17,금요일,1086,62.72,0.35227,0.214285714
2017.11.18,토요일,1205,63.51269413,0.05718,NA
2017.11.20,월요일,1347,62.22,0.1098,0.6
2017.11.21,화요일,1246,62.57,0,0.8
2017.11.22,수요일,1147,63.32,0.47878,0.764705882
2017.11.23,목요일,1268,63.55,0.63618,0.777777778
2017.11.24,금요일,1265,63.86,0.85364,0.375
2017.11.25,토요일,1298,63.11262731,4.63102,NA
2017.11.27,월요일,1224,63.84,0,0.545454545
2017.11.28,화요일,1169,63.61,0.11817,1
2017.11.29,수요일,1040,63.11,0.27456,0.846153846
2017.11.30,목요일,1047,63.57,0,0.555555556
2017.12.1,금요일,1034,63.73,0.01725,0.333333333
2017.12.2,토요일,1042,62.68656524,0.01725,0.538461538
2017.12.4,월요일,1090,62.45,0.23938,0.04
2017.12.5,화요일,1239,62.86,0.32928,0.666666667
2017.12.6,수요일,1233,61.22,0.78983,0.818181818
2017.12.7,목요일,1245,62.2,0.73076,1
2017.12.8,금요일,1278,63.4,0.38769,1
2017.12.9,토요일,1297,62.83430278,0.02544,-0.111111111
2017.12.11,월요일,1349,64.69,0.29374,0.409090909
2017.12.12,화요일,1396,63.34,0.0132,0.756097561
2017.12.13,수요일,1416,62.44,0,1
2017.12.14,목요일,1370,63.31,0,0.473684211
2017.12.15,금요일,1333,63.23,0.02289,0.368421053
2017.12.16,토요일,1303,63.80729618,0.50489,NA
2017.12.18,월요일,1300,63.41,0.48206,0.666666667
2017.12.19,화요일,1259,63.8,0.04117,NA
2017.12.20,수요일,1249,64.56,0.91094,0
2017.12.21,목요일,1246,64.9,0,0.2
2017.12.22,금요일,1225,65.25,0,0.5
2017.12.23,토요일,1170,65.31707689,0,NA
2017.12.25,월요일,1171,65.59737835,0.02544,NA
2017.12.26,화요일,1143,67.02,0.08928,0.636363636
2017.12.27,수요일,1211,66.44,0,0.80952381
2017.12.28,목요일,1285,66.72,0,0.6
2017.12.29,금요일,1413,66.87,0,0.75
2017.12.30,토요일,1788,67.0287312,0.70144,0.357142857
2018.1.2,화요일,1359,66.57,0,1
2018.1.3,수요일,1271,67.84,0,0.75
2018.1.4,목요일,1426,68.07,0.035156676,0.333333333
2018.1.5,금요일,1402,67.62,0.064220985,0.777777778
2018.1.6,토요일,1470,68.3676951,0,NA
2018.1.8,월요일,1465,67.78,2.911540561,0.333333333
2018.1.9,화요일,1489,68.82,1.130156131,NA
2018.1.10,수요일,1457,69.2,3.523212141,-0.142857143
2018.1.11,목요일,1478,69.26,1.603603013,1
2018.1.12,금요일,1428,69.87,0.113047276,0.75
2018.1.13,토요일,1440,69.57960571,0.139895185,1
2018.1.15,월요일,1415,70.26,0.097303199,1
2018.1.16,화요일,1336,69.15,9.378698548,0.2
2018.1.17,수요일,1380,69.38,3.371503439,0.142857143
2018.1.18,목요일,1369,69.31,0.005186156,1
2018.1.19,금요일,1426,68.61,0,0.904761905
2018.1.20,토요일,1374,70.04446777,0,1
2018.1.22,월요일,1318,69.03,1.455126105,0.866666667
2018.1.23,화요일,1298,69.96,0.059351458,NA
2018.1.24,수요일,1292,70.53,0.079375478,1
2018.1.25,목요일,1284,70.42,0,0.777777778
2018.1.26,금요일,1301,70.52,0.079648433,0.75
2018.1.27,토요일,1605,69.42736756,0,0.428571429
2018.1.29,월요일,1560,69.46,0.19256469,0
2018.1.30,화요일,1821,69.02,0.300655093,NA
2018.1.31,수요일,1973,69.05,0.05092259,0.8
2018.2.1,목요일,1919,69.65,0,0.230769231
2018.2.2,금요일,1984,68.58,0,1
2018.2.3,토요일,2066,67.40310619,0.454088874,NA
2018.2.5,월요일,2134,67.62,0.399727044,0.52
2018.2.6,화요일,2279,66.86,0.330090621,NA
2018.2.7,수요일,2308,65.51,0.054765804,1
2018.2.8,목요일,2319,64.81,0.075586854,1
2018.2.9,금요일,2116,62.79,0.004454635,0.272727273
2018.2.10,토요일,2112,64.2956957,0.019336172,NA
2018.2.12,월요일,2013,62.59,0.418637406,0.5
2018.2.13,화요일,1901,62.72,0.063544055,0.538461538
2018.2.14,수요일,1363,64.36,0,1
2018.2.15,목요일,941,64.33,0.001757834,NA
2018.2.19,월요일,1040,65.67,0.02285184,0.7
2018.2.20,화요일,1192,65.25,0,0.666666667
2018.2.21,수요일,1194,65.42,0,0.826086957
2018.2.22,목요일,1174,66.39,0.265574844,0.411764706
2018.2.23,금요일,1236,67.31,1.138595917,0.6
2018.2.24,토요일,1238,67.04617963,0.244055028,0.25
2018.2.26,월요일,1312,67.5,0,0.8
2018.2.27,화요일,1332,66.63,0,0.517241379
2018.2.28,수요일,1351,65.78,31.03183754,1
2018.3.1,목요일,1412,63.83,0.805633803,0.692307692
2018.3.2,금요일,1414,64.37,0,0.322033898
2018.3.3,토요일,1395,64.92129953,0.035156676,NA
2018.3.5,월요일,1410,65.54,10.59387488,0.636363636
2018.3.6,화요일,1425,65.79,0,0.578947368
2018.3.7,수요일,1294,64.34,6.333529861,0.517241379
2018.3.8,목요일,1292,63.61,16.23814827,0.4
2018.3.9,금요일,1227,65.49,0.103111693,1
2018.3.10,토요일,1135,64.42806145,0,0
2018.3.12,월요일,1147,64.95,0,0.6
2018.3.13,화요일,1164,64.64,0,0.764705882
2018.3.14,수요일,1150,64.89,0.005186156,0.416666667
2018.3.15,목요일,1093,65.12,37.06567311,0.538461538
2018.3.16,금요일,1088,66.21,0.582498089,1
2018.3.17,토요일,997,66.69188257,0,NA
2018.3.19,월요일,1022,66.05,15.45082433,1
2018.3.20,화요일,998,67.42,1.260017469,0.4
2018.3.21,수요일,1065,69.47,6.369516323,0.636363636
2018.3.22,목요일,1219,68.91,0.019336172,0.7
2018.3.23,금요일,1173,70.45,0,1
2018.3.24,토요일,1142,69.7971057,0,-0.333333333
2018.3.26,월요일,1061,70.12,0,0.375
2018.3.27,화요일,995,70.11,0,NA
2018.3.28,수요일,781,69.53,0,0.333333333
2018.3.29,목요일,744,70.27,0,0.333333333
2018.3.30,금요일,513,69.38552424,0,0.5
2018.3.31,토요일,619,68.93044661,0,0.75
2018.4.2,월요일,952,67.64,0,0.789473684
2018.4.3,화요일,773,68.12,0.118691997,0
2018.4.4,수요일,638,68.02,16.47154711,0.36
2018.4.5,목요일,613,68.33,11.95483131,0.5
2018.4.6,금요일,553,67.11,16.75116279,0.375
2018.4.7,토요일,764,68.63562516,0.440397423,0.777777778
2018.4.9,월요일,809,68.65,0.008778251,0.739130435
2018.4.10,화요일,770,71.04,1.913418495,0.5
2018.4.11,수요일,668,72.06,1.110022928,0.696969697
2018.4.12,목요일,695,72.02,0,0.538461538
2018.4.13,금요일,561,72.58,0.003515668,0.636363636
2018.4.14,토요일,551,72.52499039,23.52487171,0.913043478
2018.4.16,월요일,663,71.42,0,0.942731278
2018.4.17,화요일,673,71.58,0,0.866666667
2018.4.18,수요일,666,73.48,0,0.843373494
2018.4.19,목요일,778,73.78,0,0.823529412
2018.4.20,금요일,728,74.06,0,0.696428571
2018.4.21,토요일,589,73.91491532,0,0.5
2018.4.23,월요일,660,74.71,53.57284638,0.829787234
2018.4.24,화요일,740,73.86,9.536663391,0.75
2018.4.25,수요일,698,74,0.18390654,0.890410959
2018.4.26,목요일,750,74.74,0,0.898876404
2018.4.27,금요일,788,74.64,0,0.852631579
2018.4.28,토요일,915,74.12518196,0,0.333333333
2018.4.30,월요일,981,75.17,0.483404302,0.764705882
2018.5.1,화요일,700,73.13,0.674975434,0.879518072
2018.5.2,수요일,646,73.36,10.91032864,0.731707317
2018.5.3,목요일,740,73.62,0.694704662,0.421052632
2018.5.4,금요일,728,74.87,0,0.571428571
2018.5.5,토요일,705,75.00649152,0,0.428571429
2018.5.7,월요일,857,76.17,13.88123158,0.642857143
2018.5.8,화요일,1188,74.85,1.125221094,0.523809524
2018.5.9,수요일,1046,77.21,0.0389453,0.785714286
2018.5.10,목요일,855,77.47,0,0.6
2018.5.11,금요일,721,77.12,0.005273501,0.777777778
2018.5.12,토요일,647,77.77760084,19.452604,0.666666667
2018.5.14,월요일,711,78.23,0,0.619047619
2018.5.15,화요일,707,78.43,0,0.568627451
2018.5.16,수요일,711,79.28,10.40747898,0.586956522
2018.5.17,목요일,725,79.3,27.10117917,0.764705882
2018.5.18,금요일,672,78.51,10.29514139,0.684210526
2018.5.19,토요일,733,79.58999682,0.117338137,0.52
2018.5.21,월요일,955,79.22,0,0.777777778
2018.5.22,화요일,1161,79.57,7.784441533,0.860465116
2018.5.23,수요일,1170,79.8,11.71930342,0.695652174
2018.5.24,목요일,1229,78.79,0,0.93220339
2018.5.25,금요일,1215,76.44,0.019336172,0.581395349
2018.5.26,토요일,1170,76.89861641,0.100196528,1
2018.5.28,월요일,1060,75.3,1.221694508,0.590361446
2018.5.29,화요일,1050,75.39,1.409793646,0.586206897
2018.5.30,수요일,895,77.5,1.185849984,0.666666667
2018.5.31,목요일,975,77.59,0,0.925925926
2018.6.1,금요일,939,76.79,0,0.574468085
2018.6.2,토요일,1107,76.50580645,0,0.333333333
2018.6.4,월요일,1148,75.29,0.007042254,0.315789474
2018.6.5,화요일,1106,75.38,2.246631728,0.222222222
2018.6.6,수요일,981,75.36,0,0.428571429
2018.6.7,목요일,952,77.32,0,1
2018.6.8,금요일,911,76.46,0,0.777777778
2018.6.9,토요일,962,75.95265375,1.844251556,1
2018.6.11,월요일,1143,76.46,5.872617098,0.526315789
2018.6.12,화요일,1085,75.88,0.646566219,0.24137931
2018.6.13,수요일,991,76.74,0.008778251,1
2018.6.14,목요일,988,75.94,3.850485861,0.741935484
2018.6.15,금요일,943,73.44,1.3341522,0.625
2018.6.16,토요일,988,74.93966926,0,0.333333333
2018.6.18,월요일,1025,75.34,0,0.684210526
2018.6.19,화요일,953,75.08,5.88194126,0.872340426
2018.6.20,수요일,912,74.74,0.020275139,0.363636364
2018.6.21,목요일,887,73.05,0,0.652173913
2018.6.22,금요일,887,75.55,0.012304837,0.615384615
2018.6.23,토요일,1069,75.63833708,0.020275139,0.777777778
2018.6.25,월요일,1121,74.73,0,0.454545455
2018.6.26,화요일,1017,76.31,33.54558358,0.545454545
2018.6.27,수요일,1383,77.62,29.39507588,0.461538462
2018.6.28,목요일,1020,77.85,59.46906868,0.375
2018.6.29,금요일,1083,79.44,4.656207009,0.777777778
2018.6.30,토요일,994,77.75035103,17.29079594,0.2
2018.7.2,월요일,1213,77.3,40.54552899,0.6
2018.7.3,화요일,1228,77.76,6.516137133,0.272727273
2018.7.4,수요일,986,78.24,7.009204062,0.333333333
2018.7.5,목요일,885,77.39,8.114685009,0.3
2018.7.6,금요일,869,77.11,5.214717764,0.8
2018.7.7,토요일,976,77.65275852,0.305524621,0.6
2018.7.9,월요일,1008,78.07,12.42111584,0.666666667
2018.7.10,화요일,1153,78.86,3.874353095,0.512195122
2018.7.11,수요일,1067,73.4,4.231924883,1
2018.7.12,목요일,993,74.45,0.088524948,0.636363636
2018.7.13,금요일,895,75.33,0.044262474,-0.0769230769
2018.7.14,토요일,907,73.27573679,0.022131237,1
2018.7.16,월요일,931,71.84,0,0.904761905
2018.7.17,화요일,851,72.16,0,0.692307692
2018.7.18,수요일,912,72.9,0,0.679012346
2018.7.19,목요일,897,72.58,0,0.263157895
2018.7.20,금요일,994,73.07,0,0.636363636
2018.7.21,토요일,1048,73.34450228,0.020962987,1
2018.7.23,월요일,1095,73.06,0,0.733333333
2018.7.24,화요일,1080,73.44,0,0.391304348
2018.7.25,수요일,965,73.93,0,0.75
2018.7.26,목요일,1108,74.54,0.004454635,0.608695652
2018.7.27,금요일,1145,74.29,0.038224697,0.666666667
2018.7.28,토요일,1284,74.09334205,4.551315646,1
2018.7.30,월요일,1514,74.97,0.340877825,0.745454545
2018.7.31,화요일,1250,74.25,0,0.5
2018.8.1,수요일,1243,72.39,0,0.857142857
2018.8.2,목요일,1326,73.45,0,0.892473118
2018.8.3,금요일,1573,73.21,0.355235288,0.6
2018.8.4,토요일,1376,73.13975189,0.0389453,NA
2018.8.6,월요일,1504,73.75,20.07214761,0.791666667
2018.8.7,화요일,1416,74.65,0.53298395,0.534883721
2018.8.8,수요일,1466,72.28,1.037504094,0.627906977
2018.8.9,목요일,1376,72.07,2.437034611,0.404255319
2018.8.10,금요일,1387,72.81,6.274789824,0.9
2018.8.11,토요일,1491,72.31921843,0.602849656,0.428571429
2018.8.13,월요일,1678,72.61,1.134599847,0.793103448
2018.8.14,화요일,1567,72.46,0.050933508,0.870967742
2018.8.15,수요일,1541,70.76,2.270771918,0.68
2018.8.16,목요일,1413,71.43,4.086232121,0.764705882
2018.8.17,금요일,1486,71.83,0.158205044,0.483870968
2018.8.18,토요일,1686,72.88191032,0,0.666666667
2018.8.20,월요일,1709,72.21,0,0.703703704
2018.8.21,화요일,1911,72.63,4.416421007,0.571428571
2018.8.22,수요일,2009,74.78,0.895010372,0.4
2018.8.23,목요일,2349,74.73,48.58797904,0.433333333
2018.8.24,금요일,2949,75.82,18.67808713,0.511111111
2018.8.25,토요일,2912,75.06330714,1.227732285,0.75
2018.8.27,월요일,2105,76.21,36.52945736,0.70212766
2018.8.28,화요일,2172,75.95,41.23986243,0.72
2018.8.29,수요일,2176,77.14,25.79760891,0.6
2018.8.30,목요일,2302,77.77,12.23730757,0.483870968
2018.8.31,금요일,2718,77.42,28.65841249,0.7
2018.9.1,토요일,2487,77.60911344,13.47596899,0.5
2018.9.3,월요일,2388,78.15,27.8264221,0.56097561
2018.9.4,화요일,2613,78.17,27.57090294,0.214285714
2018.9.5,수요일,2703,77.27,0,0.466666667
2018.9.6,목요일,2401,76.5,1.87457146,0.470588235
2018.9.7,금요일,2239,76.83,5.939185501,0.5625
2018.9.8,토요일,2331,78.1506926,0.001757834,0.5
2018.9.10,월요일,2440,77.37,0.179135277,0.647058824
2018.9.11,화요일,2302,79.06,0.001757834,0.75
2018.9.12,수요일,2330,79.74,0.024642428,0.666666667
2018.9.13,목요일,2291,78.18,7.633595371,0.547169811
2018.9.14,금요일,2357,78.09,9.370619063,0.616438356
2018.9.15,토요일,2452,78.13982329,1.865946064,0.625
2018.9.17,월요일,2437,78.05,0.088918004,0.616438356
2018.9.18,화요일,2092,79.03,0,0.666666667
2018.9.19,수요일,2118,79.4,4.206507261,0.714285714
2018.9.20,목요일,2055,78.7,16.71275248,0.58490566
2018.9.21,금요일,2389,78.8,22.40284966,0.913043478
2018.9.22,토요일,2855,81.03192381,1.380914947,0.707317073
2018.9.27,목요일,2310,81.72,0.008778251,0.87755102
2018.9.28,금요일,2178,82.72,0.021072169,0.577777778
2018.9.29,토요일,2283,83.06789503,0.679615679,0.783783784
2018.10.1,월요일,2589,84.98,0.737569604,0.727272727
2018.10.2,화요일,2590,84.8,0,0.747126437
2018.10.3,수요일,1907,86.29,0,0.947368421
2018.10.4,목요일,1866,84.58,0.569494486,0.743589744
2018.10.5,금요일,1814,84.16,63.98985697,0.853658537
2018.10.6,토요일,2345,84.59787829,80.83459985,0.461538462
2018.10.8,월요일,2310,83.91,0,0.662921348
2018.10.9,화요일,1900,85,0.110656185,0.761904762
2018.10.10,수요일,1884,83.09,2.718069658,0.801801802
2018.10.11,목요일,1847,80.26,0,0.435897436
2018.10.12,금요일,1685,80.43,0,0.714285714
2018.10.13,토요일,1518,81.64976106,0,0.529411765
2018.10.15,월요일,1505,80.78,0,0.586206897
2018.10.16,화요일,1459,81.41,0.495174146,0.395348837
2018.10.17,수요일,1376,80.05,2.103799541,0.902439024
2018.10.18,목요일,1424,79.29,5.758052189,0.684210526
2018.10.19,금요일,1517,79.78,0.033377006,0.672727273
2018.10.20,토요일,1606,78.28675297,0,NA
2018.10.22,월요일,1633,79.83,0.012304837,0.714285714
2018.10.23,화요일,1592,76.44,2.05159952,0.727272727
2018.10.24,수요일,1563,76.17,0,0.695652174
2018.10.25,목요일,1520,76.89,0,0.625
2018.10.26,금요일,1435,77.62,7.605961349,0.6875
2018.10.27,토요일,1533,76.35762054,0.274669724,1
2018.10.29,월요일,1525,77.34,0.218298941,0.545454545
2018.10.30,화요일,1551,75.91,0,1
2018.10.31,수요일,1469,75.47,0.041292718,0.882352941
2018.11.1,목요일,1440,72.89,0,0.371428571
2018.11.2,금요일,1416,72.83,0,0.534883721
2018.11.3,토요일,1188,73.54334683,0,1
2018.11.5,월요일,1384,73.17,0,0.827586207
2018.11.6,화요일,1307,72.13,0.437176548,0.773584906
2018.11.7,수요일,1330,72.07,9.391265422,0.618181818
2018.11.8,목요일,1444,70.65,37.06970193,0.745454545
2018.11.9,금요일,1623,70.18,0.469232449,0.870967742
2018.11.10,토요일,1774,69.26566962,0.022131237,0.333333333
2018.11.12,월요일,1528,70.12,1.650529534,0.294117647
2018.11.13,화요일,1579,65.47,0.709302326,0.3
2018.11.14,수요일,1504,66.12,0.479430069,0.6875
2018.11.15,목요일,1443,66.62,0,0.586206897
2018.11.16,금요일,1411,66.76,2.355999563,0.785714286
2018.11.17,토요일,1397,64.9822075,0.014084507,0.333333333
2018.11.19,월요일,1351,66.79,0,0.432835821
2018.11.20,화요일,1324,62.53,0.199181133,0.9
2018.11.21,수요일,1292,63.48,0.855748444,0.757575758
2018.11.22,목요일,1314,62.6,0,0.789473684
2018.11.23,금요일,1275,58.8,0,0.644444444
2018.11.24,토요일,1252,60.83235833,5.699552353,0.142857143
2018.11.26,월요일,1255,60.48,0.001757834,0.548387097
2018.11.27,화요일,1276,60.21,0,0.571428571
2018.11.28,수요일,1214,58.76,0,0.473684211
2018.11.29,목요일,1161,59.51,0,1
2018.11.30,금요일,1233,58.71,0,0.885714286
2018.12.1,토요일,1291,59.83096098,0,0.5
2018.12.3,월요일,1490,61.69,9.548782618,0.475409836
2018.12.4,화요일,1563,62.08,11.94816028,0.777777778
2018.12.5,수요일,1488,61.56,0.017556502,0.529411765
2018.12.6,목요일,1386,60.06,3.489977072,0.5625
2018.12.7,금요일,1370,61.67,0.084878262,0.466666667
2018.12.8,토요일,1360,61.33051454,0.100436729,0.142857143
2018.12.10,월요일,1550,59.97,0,0.535714286
2018.12.11,화요일,1385,60.2,1.696014849,1
2018.12.12,수요일,1376,60.15,0.001757834,0.157894737
2018.12.13,목요일,1423,61.45,0.551861557,0.866666667
2018.12.14,금요일,1445,60.28,0,0.142857143
2018.12.15,토요일,1351,59.39490858,0,1
2018.12.17,월요일,1277,59.61,0.073490556,0.625
2018.12.18,화요일,1217,56.26,0,0.282051282
2018.12.19,수요일,1172,57.24,0.016475598,0
2018.12.20,목요일,1123,54.35,0.28476908,0.818181818
2018.12.21,금요일,1068,53.82,0,1
2018.12.22,토요일,1086,52.76808723,0.123594279,0
2018.12.24,월요일,1138,50.47,0,0.6
2018.12.25,화요일,1215,52.1447047,0,0.75
2018.12.26,수요일,1104,54.47,0.066808604,0.276595745
2018.12.27,목요일,1106,52.16,0,0.555555556
2018.12.28,금요일,1124,52.2,0.268140627,0.416666667
2018.12.29,토요일,1149,53.55753237,0.061666121,0.8
2018.12.31,월요일,1281,53.8,0,0.375
2019.1.2,수요일,1223,54.91,0,0.740740741
2019.1.3,목요일,1499,55.95,0,0.636363636
2019.1.4,금요일,1495,57.06,0.074558778,0.545454545
2019.1.5,토요일,1355,57.6065096,0.012426463,NA
2019.1.7,월요일,1255,57.33,0,0.8
2019.1.8,화요일,1171,58.72,0,0.777777778
2019.1.9,수요일,1151,61.44,0,0.230769231
2019.1.10,목요일,1059,61.68,0.0054598,0.892857143
2019.1.11,금요일,1001,60.48,0.117029621,0.794117647
2019.1.12,토요일,935,60.86589884,1.698204149,NA
2019.1.14,월요일,1005,58.99,0,0.529411765
2019.1.15,화요일,1054,60.64,0.034884921,0.555555556
2019.1.16,수요일,1065,61.32,0.037898648,0.808510638
2019.1.17,목요일,1029,61.18,0.018949324,0.555555556
2019.1.18,금요일,959,62.7,0,0.625
2019.1.19,토요일,911,61.45904229,0.384477242,0.714285714
2019.1.21,월요일,960,62.74,0.008803798,0.272727273
2019.1.22,화요일,964,61.5,0,0.44
2019.1.23,수요일,944,61.14,0,0.666666667
2019.1.24,목요일,979,61.09,0,0.787878788
2019.1.25,금요일,975,61.64,0.077221591,0.681818182
2019.1.26,토요일,972,61.42243737,0.008803798,0.538461538
2019.1.28,월요일,1009,59.93,0.138177314,0.739130435
2019.1.29,화요일,1039,61.32,0,0.50877193
2019.1.30,수요일,1097,61.65,0.003106616,0.6
2019.1.31,목요일,1180,61.89,6.962111673,0.880597015
2019.2.1,금요일,1275,62.75,0.018949324,0.888888889
2019.2.2,토요일,1205,61.92114749,0.057859428,0.5
2019.2.4,월요일,683,62.51,0,0.625
2019.2.7,목요일,1282,61.63,0.819702756,0.692307692
2019.2.8,금요일,917,62.1,0,0.933333333
2019.2.9,토요일,1026,62.89277406,0.003106616,0.6
2019.2.11,월요일,1014,61.51,0,0.5
2019.2.12,화요일,989,62.42,0,0.672413793
2019.2.13,수요일,921,63.61,0,0.657894737
2019.2.14,목요일,946,64.57,0.025028383,0.719512195
2019.2.15,금요일,942,66.25,0.554567035,0.678571429
2019.2.16,토요일,966,64.8204795,0.050490247,1
2019.2.18,월요일,1080,66.5,0.247311384,0.616161616
2019.2.19,화요일,975,66.45,17.24826091,0.613793103
2019.2.20,수요일,1016,67.08,0.01407782,0.701754386
2019.2.21,목요일,966,67.07,0,0.791666667
2019.2.22,금요일,941,67.12,0.049705852,0.555555556
2019.2.23,토요일,852,66.12452772,0.008803798,0.391304348
2019.2.25,월요일,806,64.76,0,0.681818182
2019.2.26,화요일,831,65.21,0,0.682242991
2019.2.27,수요일,896,66.39,0.757694292,0.8
2019.2.28,목요일,852,66.03,0.025998555,0.5
2019.3.1,금요일,862,65.07,0,0.555555556
2019.3.2,토요일,819,66.56862998,0.037279389,1
2019.3.4,월요일,778,65.67,0.048147384,0.761904762
2019.3.5,화요일,784,65.86,0,0.729166667
2019.3.6,수요일,761,65.99,1.987160698,0.421052632
2019.3.7,목요일,767,66.3,0.55010837,0.725
2019.3.8,금요일,779,65.74,0,0.591836735
2019.3.9,토요일,705,66.63628429,1.03875529,0.666666667
2019.3.11,월요일,746,66.58,1.90452059,0.555555556
2019.3.12,화요일,772,66.67,0.60977397,0.47826087
2019.3.13,수요일,820,67.55,0.013664981,0.684210526
2019.3.14,목요일,805,67.23,0.008803798,0.739130435
2019.3.15,금요일,828,67.16,2.99673857,0.470588235
2019.3.16,토요일,750,66.82298517,0.087532253,0.714285714
2019.3.18,월요일,682,67.54,0.164650635,0.741935484
2019.3.19,화요일,652,67.61,0,0.9
2019.3.20,수요일,621,68.5,20.29547941,0.6
2019.3.21,목요일,591,67.86,2.261285994,0.474452555
2019.3.22,금요일,595,67.03,0,0.47826087
2019.3.23,토요일,599,67.55356674,1.155599133,0.6
2019.3.25,월요일,638,67.21,0,0.842696629
2019.3.26,화요일,632,67.97,0,0.882352941
2019.3.27,수요일,600,67.83,0.167272164,0.647058824
2019.3.28,목요일,635,67.82,1.006399009,0.578947368
2019.3.29,금요일,618,68.39,0.018949324,0.913043478
2019.3.30,토요일,639,68.78311318,2.404943751,0.222222222
2019.4.1,월요일,670,69.01,0,0.529411765
2019.4.2,화요일,682,69.37,0,0.526315789
2019.4.3,수요일,734,69.31,0,0.641025641
2019.4.4,목요일,769,69.4,0,0.62962963
2019.4.5,금요일,722,70.34,0,0.655172414
2019.4.6,토요일,742,70.27507778,0.698183507,NA
2019.4.8,월요일,740,71.1,0,0.733333333
2019.4.9,화요일,793,70.61,23.51399525,0.619047619
2019.4.10,수요일,796,71.73,7.236897513,0.518796992
2019.4.11,목요일,879,70.83,0,0.619047619
2019.4.12,금요일,786,71.55,0.032583342,0.565217391
2019.4.13,토요일,728,71.79187814,0,0.833333333
2019.4.15,월요일,725,71.18,0,0.345454545
2019.4.16,화요일,686,71.72,0,0.843478261
2019.4.17,수요일,689,71.62,1.272381051,0.862876254
