date,요일,가격,대파_가중_강수량
2018.6.27,수요일,1383,29.39507588
2018.6.28,목요일,1020,59.46906868
2018.6.29,금요일,1083,4.656207009
2018.6.30,토요일,994,17.29079594
2018.7.2,월요일,1213,40.54552899
2018.7.3,화요일,1228,6.516137133
2018.7.4,수요일,986,7.009204062
2018.7.5,목요일,885,8.114685009
2018.7.6,금요일,869,5.214717764
2018.7.7,토요일,976,0.305524621
2018.7.9,월요일,1008,12.42111584
2018.7.10,화요일,1153,3.874353095
2018.7.11,수요일,1067,4.231924883
2018.7.12,목요일,993,0.088524948
2018.7.13,금요일,895,0.044262474
2018.7.14,토요일,907,0.022131237
2018.7.16,월요일,931,0
2018.7.17,화요일,851,0
2018.7.18,수요일,912,0
2018.7.19,목요일,897,0
2018.7.20,금요일,994,0
2018.7.21,토요일,1048,0.020962987
2018.7.23,월요일,1095,0
2018.7.24,화요일,1080,0
2018.7.25,수요일,965,0
2018.7.26,목요일,1108,0.004454635
2018.7.27,금요일,1145,0.038224697
2018.7.28,토요일,1284,4.551315646
2018.7.30,월요일,1514,0.340877825
2018.7.31,화요일,1250,0
2018.8.1,수요일,1243,0
2018.8.2,목요일,1326,0
2018.8.3,금요일,1573,0.355235288
2018.8.4,토요일,1376,0.0389453
2018.8.6,월요일,1504,20.07214761
2018.8.7,화요일,1416,0.53298395
2018.8.8,수요일,1466,1.037504094
2018.8.9,목요일,1376,2.437034611
2018.8.10,금요일,1387,6.274789824
2018.8.11,토요일,1491,0.602849656
2018.8.13,월요일,1678,1.134599847
2018.8.14,화요일,1567,0.050933508
2018.8.15,수요일,1541,2.270771918
2018.8.16,목요일,1413,4.086232121
2018.8.17,금요일,1486,0.158205044
2018.8.18,토요일,1686,0
2018.8.20,월요일,1709,0
2018.8.21,화요일,1911,4.416421007
2018.8.22,수요일,2009,0.895010372
2018.8.23,목요일,2349,48.58797904
2018.8.24,금요일,2949,18.67808713
2018.8.25,토요일,2912,1.227732285
2018.8.27,월요일,2105,36.52945736
2018.8.28,화요일,2172,41.23986243
2018.8.29,수요일,2176,25.79760891
2018.8.30,목요일,2302,12.23730757
2018.8.31,금요일,2718,28.65841249
2018.9.1,토요일,2487,13.47596899
2018.9.3,월요일,2388,27.8264221
2018.9.4,화요일,2613,27.57090294
2018.9.5,수요일,2703,0
2018.9.6,목요일,2401,1.87457146
2018.9.7,금요일,2239,5.939185501
2018.9.8,토요일,2331,0.001757834
2018.9.10,월요일,2440,0.179135277
2018.9.11,화요일,2302,0.001757834
2018.9.12,수요일,2330,0.024642428
2018.9.13,목요일,2291,7.633595371
2018.9.14,금요일,2357,9.370619063
2018.9.15,토요일,2452,1.865946064
2018.9.17,월요일,2437,0.088918004
2018.9.18,화요일,2092,0
2018.9.19,수요일,2118,4.206507261
2018.9.20,목요일,2055,16.71275248
2018.9.21,금요일,2389,22.40284966
2018.9.22,토요일,2855,1.380914947
2018.9.27,목요일,2310,0.008778251
2018.9.28,금요일,2178,0.021072169
2018.9.29,토요일,2283,0.679615679
2018.10.1,월요일,2589,0.737569604
2018.10.2,화요일,2590,0
2018.10.3,수요일,1907,0
2018.10.4,목요일,1866,0.569494486
2018.10.5,금요일,1814,63.98985697
2018.10.6,토요일,2345,80.83459985
2018.10.8,월요일,2310,0
2018.10.9,화요일,1900,0.110656185
2018.10.10,수요일,1884,2.718069658
2018.10.11,목요일,1847,0
2018.10.12,금요일,1685,0
2018.10.13,토요일,1518,0
2018.10.15,월요일,1505,0
2018.10.16,화요일,1459,0.495174146
2018.10.17,수요일,1376,2.103799541
2018.10.18,목요일,1424,5.758052189
2018.10.19,금요일,1517,0.033377006
2018.10.20,토요일,1606,0
2018.10.22,월요일,1633,0.012304837
2018.10.23,화요일,1592,2.05159952
2018.10.24,수요일,1563,0
2018.10.25,목요일,1520,0
2018.10.26,금요일,1435,7.605961349
2018.10.27,토요일,1533,0.274669724
2018.10.29,월요일,1525,0.218298941
2018.10.30,화요일,1551,0
2018.10.31,수요일,1469,0.041292718
2018.11.1,목요일,1440,0
2018.11.2,금요일,1416,0
2018.11.3,토요일,1188,0
2018.11.5,월요일,1384,0
2018.11.6,화요일,1307,0.437176548
2018.11.7,수요일,1330,9.391265422
2018.11.8,목요일,1444,37.06970193
2018.11.9,금요일,1623,0.469232449
2018.11.10,토요일,1774,0.022131237
2018.11.12,월요일,1528,1.650529534
2018.11.13,화요일,1579,0.709302326
2018.11.14,수요일,1504,0.479430069
2018.11.15,목요일,1443,0
2018.11.16,금요일,1411,2.355999563
2018.11.17,토요일,1397,0.014084507
2018.11.19,월요일,1351,0
2018.11.20,화요일,1324,0.199181133
2018.11.21,수요일,1292,0.855748444
2018.11.22,목요일,1314,0
2018.11.23,금요일,1275,0
2018.11.24,토요일,1252,5.699552353
2018.11.26,월요일,1255,0.001757834
2018.11.27,화요일,1276,0
2018.11.28,수요일,1214,0
2018.11.29,목요일,1161,0
2018.11.30,금요일,1233,0
2018.12.1,토요일,1291,0
2018.12.3,월요일,1490,9.548782618
2018.12.4,화요일,1563,11.94816028
2018.12.5,수요일,1488,0.017556502
2018.12.6,목요일,1386,3.489977072
2018.12.7,금요일,1370,0.084878262
2018.12.8,토요일,1360,0.100436729
2018.12.10,월요일,1550,0
2018.12.11,화요일,1385,1.696014849
2018.12.12,수요일,1376,0.001757834
2018.12.13,목요일,1423,0.551861557
2018.12.14,금요일,1445,0
2018.12.15,토요일,1351,0
2018.12.17,월요일,1277,0.073490556
2018.12.18,화요일,1217,0
2018.12.19,수요일,1172,0.016475598
2018.12.20,목요일,1123,0.28476908
2018.12.21,금요일,1068,0
2018.12.22,토요일,1086,0.123594279
2018.12.24,월요일,1138,0
2018.12.25,화요일,1215,0
2018.12.26,수요일,1104,0.066808604
2018.12.27,목요일,1106,0
2018.12.28,금요일,1124,0.268140627
2018.12.29,토요일,1149,0.061666121
2018.12.31,월요일,1281,0
2019.1.2,수요일,1223,0
2019.1.3,목요일,1499,0
2019.1.4,금요일,1495,0.074558778
2019.1.5,토요일,1355,0.012426463
2019.1.7,월요일,1255,0
2019.1.8,화요일,1171,0
2019.1.9,수요일,1151,0
2019.1.10,목요일,1059,0.0054598
2019.1.11,금요일,1001,0.117029621
2019.1.12,토요일,935,1.698204149
2019.1.14,월요일,1005,0
2019.1.15,화요일,1054,0.034884921
2019.1.16,수요일,1065,0.037898648
2019.1.17,목요일,1029,0.018949324
2019.1.18,금요일,959,0
2019.1.19,토요일,911,0.384477242
2019.1.21,월요일,960,0.008803798
2019.1.22,화요일,964,0
2019.1.23,수요일,944,0
2019.1.24,목요일,979,0
2019.1.25,금요일,975,0.077221591
2019.1.26,토요일,972,0.008803798
2019.1.28,월요일,1009,0.138177314
2019.1.29,화요일,1039,0
2019.1.30,수요일,1097,0.003106616
2019.1.31,목요일,1180,6.962111673
2019.2.1,금요일,1275,0.018949324
2019.2.2,토요일,1205,0.057859428
2019.2.4,월요일,683,0
2019.2.7,목요일,1282,0.819702756
2019.2.8,금요일,917,0
2019.2.9,토요일,1026,0.003106616
2019.2.11,월요일,1014,0
2019.2.12,화요일,989,0
2019.2.13,수요일,921,0
2019.2.14,목요일,946,0.025028383
2019.2.15,금요일,942,0.554567035
2019.2.16,토요일,966,0.050490247
2019.2.18,월요일,1080,0.247311384
2019.2.19,화요일,975,17.24826091
2019.2.20,수요일,1016,0.01407782
2019.2.21,목요일,966,0
2019.2.22,금요일,941,0.049705852
2019.2.23,토요일,852,0.008803798
2019.2.25,월요일,806,0
2019.2.26,화요일,831,0
2019.2.27,수요일,896,0.757694292
2019.2.28,목요일,852,0.025998555
2019.3.1,금요일,862,0
2019.3.2,토요일,819,0.037279389
2019.3.4,월요일,778,0.048147384
2019.3.5,화요일,784,0
2019.3.6,수요일,761,1.987160698
2019.3.7,목요일,767,0.55010837
2019.3.8,금요일,779,0
2019.3.9,토요일,705,1.03875529
2019.3.11,월요일,746,1.90452059
2019.3.12,화요일,772,0.60977397
2019.3.13,수요일,820,0.013664981
2019.3.14,목요일,805,0.008803798
2019.3.15,금요일,828,2.99673857
2019.3.16,토요일,750,0.087532253
2019.3.18,월요일,682,0.164650635
2019.3.19,화요일,652,0
2019.3.20,수요일,621,20.29547941
2019.3.21,목요일,591,2.261285994
2019.3.22,금요일,595,0
2019.3.23,토요일,599,1.155599133
2019.3.25,월요일,638,0
2019.3.26,화요일,632,0
2019.3.27,수요일,600,0.167272164
2019.3.28,목요일,635,1.006399009
2019.3.29,금요일,618,0.018949324
2019.3.30,토요일,639,2.404943751
2019.4.1,월요일,670,0
2019.4.2,화요일,682,0
2019.4.3,수요일,734,0
2019.4.4,목요일,769,0
2019.4.5,금요일,722,0
2019.4.6,토요일,742,0.698183507
2019.4.8,월요일,740,0
2019.4.9,화요일,793,23.51399525
2019.4.10,수요일,796,7.236897513
2019.4.11,목요일,879,0
2019.4.12,금요일,786,0.032583342
2019.4.13,토요일,728,0
2019.4.15,월요일,725,0
2019.4.16,화요일,686,0
2019.4.17,수요일,689,1.272381051
2019.4.18,목요일,665,0
2019.4.19,금요일,633,0.01407782
2019.4.20,토요일,593,0.141449066
2019.4.22,월요일,682,0
2019.4.23,화요일,692,6.384952007
2019.4.24,수요일,741,5.197275261
2019.4.25,목요일,717,5.367292806
2019.4.26,금요일,645,5.681060997
2019.4.27,토요일,649,0.038775931
2019.4.29,월요일,711,17.40926824
2019.4.30,화요일,982,0.146609557
2019.5.1,수요일,994,0
2019.5.2,목요일,989,0
2019.5.3,금요일,940,0
2019.5.4,토요일,1027,0
2019.5.6,월요일,974,0.132056972
2019.5.7,화요일,920,0
2019.5.8,수요일,851,0
2019.5.9,목요일,854,0
2019.5.10,금요일,930,0
2019.5.11,토요일,931,0
2019.5.13,월요일,977,0.018711941
2019.5.14,화요일,1067,0.055165652
2019.5.15,수요일,1059,0
2019.5.16,목요일,1025,0
2019.5.17,금요일,1014,3.814480339
2019.5.18,토요일,1182,32.26095572
2019.5.20,월요일,1409,2.195386521
2019.5.21,화요일,1248,0
2019.5.22,수요일,1219,0
2019.5.23,목요일,1224,0
2019.5.24,금요일,1159,0
2019.5.25,토요일,1097,0
2019.5.27,월요일,1193,29.22686552
2019.5.28,화요일,1442,0
2019.5.29,수요일,1365,0
2019.5.30,목요일,1539,0.041211683
2019.5.31,금요일,1434,1.341345856
2019.6.1,토요일,1415,0
2019.6.3,월요일,1436,0
2019.6.4,화요일,1414,0
2019.6.5,수요일,1393,0
2019.6.6,목요일,1412,29.35631128
2019.6.7,금요일,1436,22.21719476
2019.6.8,토요일,1461,0.172752606
2019.6.10,월요일,1428,4.663319228
2019.6.11,화요일,1378,0.44106719
2019.6.12,수요일,1249,0
2019.6.13,목요일,1197,0
2019.6.14,금요일,1093,4.046372175
2019.6.15,토요일,1177,3.473516359
2019.6.17,월요일,1208,0.018949324
2019.6.18,화요일,1102,3.047146248
2019.6.19,수요일,1073,0.947383631
2019.6.20,목요일,1086,0
2019.6.21,금요일,1031,1.081112602
2019.6.22,토요일,1074,0.488275364
2019.6.24,월요일,1064,0.059613995
2019.6.25,화요일,1094,0
2019.6.26,수요일,1028,33.44583548
2019.6.27,목요일,1115,6.203075653
2019.6.28,금요일,1245,0.705944886
2019.6.29,토요일,1201,40.35071731
2019.7.1,월요일,1252,0.883125194
2019.7.2,화요일,1243,0.076643616
2019.7.3,수요일,1176,0.003106616
2019.7.4,목요일,1104,0
2019.7.5,금요일,1051,0.006873774
2019.7.6,토요일,1066,0.008803798
2019.7.8,월요일,1294,0.955485602
2019.7.9,화요일,1222,0.292083806
2019.7.10,수요일,1383,23.8527299
2019.7.11,목요일,1532,10.61777273
2019.7.12,금요일,1510,0.27321705
2019.7.13,토요일,1523,2.681628651
2019.7.15,월요일,1370,5.830034059
2019.7.16,화요일,1212,4.96638456
2019.7.17,수요일,1050,8.080648158
2019.7.18,목요일,1034,11.17593147
2019.7.19,금요일,1060,26.94434926
2019.7.20,토요일,1091,60.14539168
2019.7.22,월요일,1343,2.048642791
2019.7.23,화요일,1152,0.016905769
2019.7.24,수요일,1043,0.468283621
2019.7.25,목요일,1115,12.69869956
2019.7.26,금요일,1190,28.39165033
2019.7.27,토요일,1140,14.82650428
2019.7.29,월요일,1526,0.079616059
2019.7.30,화요일,1375,1.423294458
2019.7.31,수요일,1254,9.917937868
2019.8.1,목요일,1779,5.0100836
2019.8.2,금요일,1410,0.063350191
2019.8.3,토요일,1314,0.370327175
2019.8.5,월요일,1484,0.715378264
2019.8.6,화요일,1316,4.038775931
2019.8.7,수요일,1341,14.77325833
2019.8.8,목요일,1630,4.320745175
2019.8.9,금요일,1473,0.078408504
2019.8.10,토요일,1312,0
2019.8.12,월요일,1397,22.95152234
2019.8.13,화요일,1399,2.339869956
2019.8.14,수요일,1283,2.153916813
2019.8.15,목요일,1247,22.71358241
2019.8.16,금요일,1408,2.043513262
2019.8.17,토요일,1466,2.181566725
2019.8.19,월요일,1434,0.126896481
2019.8.20,화요일,1383,0.099442667
2019.8.21,수요일,1185,7.760646094
2019.8.22,목요일,1251,15.46524925
2019.8.23,금요일,1186,0
2019.8.24,토요일,1169,0.0054598
2019.8.26,월요일,1197,0.57920322
2019.8.27,화요일,1132,21.11476933
2019.8.28,수요일,1142,2.593941583
2019.8.29,목요일,1165,7.941397461
2019.8.30,금요일,1301,0.237578697
2019.8.31,토요일,1156,0.01407782
2019.9.2,월요일,1411,12.94775519
2019.9.3,화요일,1334,12.8678295
2019.9.4,수요일,1428,16.33691815
2019.9.5,목요일,1438,27.01823718
2019.9.6,금요일,1163,6.554845701
2019.9.7,토요일,1157,14.48831665
2019.9.9,월요일,1533,11.54404995
2019.9.10,화요일,1664,26.32507999
2019.9.11,수요일,1882,9.378491072
2019.9.12,목요일,1351,6.188079265
2019.9.16,월요일,1585,0.421539891
2019.9.17,화요일,1364,0
2019.9.18,수요일,1363,0
2019.9.19,목요일,1332,0.006791207
2019.9.20,금요일,1237,0.012426463
2019.9.21,토요일,1360,43.60914439
2019.9.23,월요일,2042,0.406760244
2019.9.24,화요일,1622,0
2019.9.25,수요일,1312,0
2019.9.26,목요일,1268,0.018639694
2019.9.27,금요일,1205,2.812158117
2019.9.28,토요일,1128,0.612158117
2019.9.30,월요일,1255,0.469078336
2019.10.1,화요일,1210,19.40617195
2019.10.2,수요일,1345,104.9960677
2019.10.3,목요일,1439,22.64305914
2019.10.4,금요일,1494,0.189544845
2019.10.5,토요일,1342,2.850201259
2019.10.7,월요일,1501,9.416276189
2019.10.8,화요일,1581,0.070358138
2019.10.9,수요일,1526,0
2019.10.10,목요일,1459,0
2019.10.11,금요일,1427,0.017607596
2019.10.12,토요일,1294,0.026411394
2019.10.14,월요일,1354,3.875673444
2019.10.15,화요일,1277,0.967447621
2019.10.16,수요일,1210,0
2019.10.17,목요일,1121,0
2019.10.18,금요일,1169,2.200970172
2019.10.19,토요일,1219,0.058860564
2019.10.21,월요일,1274,0
2019.10.22,화요일,1299,0.009319847
2019.10.23,수요일,1171,0.043059139
2019.10.24,목요일,1117,1.192032201
2019.10.25,금요일,1081,0.324151099
2019.10.26,토요일,1074,0.00703891
2019.10.28,월요일,1200,0.334379193
2019.10.29,화요일,1312,0.826029518
2019.10.30,수요일,1345,0
2019.10.31,목요일,1298,0
2019.11.1,금요일,1302,0
2019.11.2,토요일,1320,0
2019.11.4,월요일,1268,0.446392817
2019.11.5,화요일,1178,0.003106616
2019.11.6,수요일,1108,0
2019.11.7,목요일,1086,0.017607596
2019.11.8,금요일,1063,0
2019.11.9,토요일,1058,0.114449376
2019.11.11,월요일,1137,0.942470843
2019.11.12,화요일,1187,0
2019.11.13,수요일,1160,3.245845805
2019.11.14,목요일,1186,0.054164516
2019.11.15,금요일,1261,4.301940345
2019.11.16,토요일,1340,0.200392197
2019.11.18,월요일,1307,13.18235112
2019.11.19,화요일,1388,0.043678398
2019.11.20,수요일,1334,0
2019.11.21,목요일,1284,0
2019.11.22,금요일,1375,0
2019.11.23,토요일,1272,0.041428424
2019.11.25,월요일,1144,3.500505728
2019.11.26,화요일,1113,0.261863969
2019.11.27,수요일,1046,1.436608525
2019.11.28,목요일,1036,2.173898235
2019.11.29,금요일,985,0
2019.11.30,토요일,990,0.177737641
2019.12.2,월요일,1076,0.141965115
2019.12.3,화요일,1202,0.327618949
2019.12.4,수요일,1171,0.1821447
2019.12.5,목요일,1161,0
2019.12.6,금요일,1132,0
2019.12.7,토요일,1123,0.026411394
2019.12.9,월요일,1164,0.178005986
2019.12.10,화요일,1204,0.582155021
2019.12.11,수요일,1164,0.220218805
2019.12.12,목요일,1111,0
2019.12.13,금요일,1062,0.175436062
2019.12.14,토요일,990,0.416369078
2019.12.16,월요일,979,0.024852926
2019.12.17,화요일,1002,3.210806069
2019.12.18,수요일,1041,0.444968521
2019.12.19,목요일,1055,0
2019.12.20,금요일,1083,0.032758799
2019.12.21,토요일,1072,0.113695944
2019.12.23,월요일,1023,0.812901228
2019.12.24,화요일,1066,0
2019.12.25,수요일,1037,0.009319847
2019.12.26,목요일,1024,1.550438642
2019.12.27,금요일,1029,0.010145526
2019.12.28,토요일,1120,0
2019.12.30,월요일,1319,0.53970482
2019.12.31,화요일,1470,0.134430798
2020.1.2,목요일,1188,0
2020.1.3,금요일,1220,0
2020.1.4,토요일,1190,0
2020.1.6,월요일,1218,10.72603458
2020.1.7,화요일,1356,44.03907418
2020.1.8,수요일,1187,6.081695482
2020.1.9,목요일,1027,0
2020.1.10,금요일,972,0
2020.1.11,토요일,957,0.002755159
2020.1.13,월요일,981,0.033151143
2020.1.14,화요일,955,0.190105968
2020.1.15,수요일,950,0
2020.1.16,목요일,971,0
2020.1.17,금요일,947,0.545454545
2020.1.18,토요일,904,0.810128277
2020.1.20,월요일,890,0.004071389
2020.1.21,화요일,986,0
2020.1.22,수요일,999,6.515248187
2020.1.23,목요일,942,1.114913553
2020.1.24,금요일,739,0.824651422
2020.1.27,월요일,880,14.33714445
2020.1.28,화요일,800,1.337769102
2020.1.29,수요일,755,0.656954824
2020.1.30,목요일,694,1.361026213
2020.1.31,금요일,650,0.020602342
2020.2.1,토요일,727,0
2020.2.3,월요일,927,0.009693252
2020.2.4,화요일,1085,0.395783603
2020.2.5,수요일,1110,0.075672058
2020.2.6,목요일,992,0.007919688
2020.2.7,금요일,799,0
2020.2.8,토요일,854,0.176486336
2020.2.10,월요일,791,0
2020.2.11,화요일,811,0.22601227
2020.2.12,수요일,774,13.54822086
2020.2.13,목요일,774,0.114188511
2020.2.14,금요일,740,0
2020.2.15,토요일,680,2.274813162
2020.2.17,월요일,804,1.864037925
2020.2.18,화요일,909,0.061282766
2020.2.19,수요일,887,0
2020.2.20,목요일,859,0
2020.2.21,금요일,830,2.228823201
2020.2.22,토요일,876,1.776486336
2020.2.24,월요일,794,0.20064696
2020.2.25,화요일,848,22.71390965
2020.2.26,수요일,852,1.97977691
2020.2.27,목요일,846,0.154735081
2020.2.28,금요일,799,3.037735639
2020.2.29,토요일,728,0.421784718
2020.3.2,월요일,762,0.127919688
2020.3.3,화요일,729,0.023759063
2020.3.4,수요일,719,0.050150586
2020.3.5,목요일,721,0
2020.3.6,금요일,729,0
2020.3.7,토요일,741,2.591767987
2020.3.9,월요일,749,4.968332404
2020.3.10,화요일,763,9.438114891
2020.3.11,수요일,769,0
2020.3.12,목요일,729,0
2020.3.13,금요일,687,0.027618516
2020.3.14,토요일,665,0
2020.3.16,월요일,768,0.33115449
2020.3.17,화요일,707,0.105744562
2020.3.18,수요일,677,0
2020.3.19,목요일,669,0.141818182
2020.3.20,금요일,694,0
2020.3.21,토요일,632,0.496709426
2020.3.23,월요일,685,0
2020.3.24,화요일,693,0
2020.3.25,수요일,673,0.002755159
2020.3.26,목요일,702,10.96416062
2020.3.27,금요일,649,5.344528723
2020.3.28,토요일,714,0.135002789
2020.3.30,월요일,719,0
2020.3.31,화요일,700,0.011020636
2020.4.1,수요일,660,1.027350809
2020.4.2,목요일,642,0
2020.4.3,금요일,649,0
2020.4.4,토요일,638,0
2020.4.6,월요일,687,0
2020.4.7,화요일,738,0.087272727
2020.4.8,수요일,776,0.163636364
2020.4.9,목요일,795,0
2020.4.10,금요일,781,0.003993307
2020.4.11,토요일,724,4.706547685
2020.4.13,월요일,784,0.062465142
2020.4.14,화요일,774,0
2020.4.15,수요일,785,0
2020.4.16,목요일,814,0
2020.4.17,금요일,831,16.82127161
2020.4.18,토요일,799,0.877679866
2020.4.20,월요일,814,0.645755717
2020.4.21,화요일,894,0.016709426
2020.4.22,수요일,918,0
2020.4.23,목요일,956,0
2020.4.24,금요일,951,0
2020.4.25,토요일,925,0.054545455
2020.4.27,월요일,841,0.180858896
2020.4.28,화요일,886,0
2020.4.29,수요일,876,0
2020.4.30,목요일,914,0
2020.5.1,금요일,864,0
2020.5.2,토요일,853,1.106636921
2020.5.4,월요일,1065,0.010909091
2020.5.5,화요일,1287,1.047239264
2020.5.6,수요일,1277,0
2020.5.7,목요일,1148,0
2020.5.8,금요일,1017,3.679821528
2020.5.9,토요일,973,45.45694367
2020.5.11,월요일,1043,0.352816509
2020.5.12,화요일,1099,0.396196319
2020.5.13,수요일,1238,0
2020.5.14,목요일,1204,0
2020.5.15,금요일,1235,22.0412493
2020.5.16,토요일,1254,0.953530396
2020.5.18,월요일,1173,21.40215282
2020.5.19,화요일,1234,11.89715561
2020.5.20,수요일,1262,0.643636364
2020.5.21,목요일,1274,0
2020.5.22,금요일,1297,0.286090351
2020.5.23,토요일,1347,0.077055215
2020.5.25,월요일,1376,0.002755159
2020.5.26,화요일,1417,0.519442276
2020.5.27,수요일,1339,0.01376464
2020.5.28,목요일,1285,0.021818182
2020.5.29,금요일,1225,0
2020.5.30,토요일,1174,0.069325153
2020.6.1,월요일,1286,0.280368098
2020.6.2,화요일,1342,0.48775237
2020.6.3,수요일,1350,0.163123257
2020.6.4,목요일,1283,0.050128277
2020.6.5,금요일,1195,0.017836029
2020.6.6,토요일,1107,1.201818182
2020.6.8,월요일,1183,0
2020.6.9,화요일,1153,0
2020.6.10,수요일,1032,10.13350809
2020.6.11,목요일,1125,5.661293921
2020.6.12,금요일,1257,14.3014947
2020.6.13,토요일,1415,25.67396542
2020.6.15,월요일,1897,0.002755159
2020.6.16,화요일,1539,0
2020.6.17,수요일,1421,2.877211378
2020.6.18,목요일,1271,32.70603458
2020.6.19,금요일,1424,2.205253765
2020.6.20,토요일,1547,0.085677635
2020.6.22,월요일,1341,0
2020.6.23,화요일,1337,0
2020.6.24,수요일,1602,28.998628
2020.6.25,목요일,1548,4.693742331
2020.6.26,금요일,1379,0.472225321
2020.6.27,토요일,1204,0.433943112
2020.6.29,월요일,1144,38.59085332
2020.6.30,화요일,1167,35.70263246
2020.7.1,수요일,1200,1.333095371
2020.7.2,목요일,1235,0.182744004
2020.7.3,금요일,1065,7.942565533
2020.7.4,토요일,1081,0.501293921
2020.7.6,월요일,1114,4.434121584
2020.7.7,화요일,1051,1.894121584
2020.7.8,수요일,1016,0.010909091
2020.7.9,목요일,1028,0.941974345
2020.7.10,금요일,1033,35.44132738
2020.7.11,토요일,1231,1.69366425
2020.7.13,월요일,1397,85.0983826
2020.7.14,화요일,1456,9.986547685
2020.7.15,수요일,1499,2.820345789
2020.7.16,목요일,1512,0.592582264
2020.7.17,금요일,1370,0.540747351
2020.7.18,토요일,1330,1.084394869
2020.7.20,월요일,1254,7.605298383
2020.7.21,화요일,1088,6.282643614
2020.7.22,수요일,895,22.5189961
2020.7.23,목요일,1136,70.12287786
2020.7.24,금요일,1326,24.80029002
2020.7.25,토요일,1443,8.424071389
2020.7.27,월요일,1351,12.11216955
2020.7.28,화요일,1309,11.91778026
2020.7.29,수요일,1233,34.35851645
2020.7.30,목요일,1397,26.42827663
2020.7.31,금요일,1872,3.488510876
2020.8.1,토요일,1416,13.29937535
2020.8.3,월요일,2017,26.04031233
2020.8.4,화요일,1807,16.29348578
2020.8.5,수요일,1871,21.4075739
2020.8.6,목요일,1878,36.22651422
2020.8.7,금요일,2588,43.13988846
2020.8.8,토요일,2119,58.34327942
2020.8.10,월요일,2548,34.27264919
2020.8.11,화요일,2432,34.60716118
2020.8.12,수요일,2803,3.18283324
2020.8.13,목요일,2124,0.038527607
2020.8.14,금요일,1858,1.085956497
2020.8.15,토요일,1739,15.10297825
2020.8.17,월요일,2110,0
2020.8.18,화요일,1852,0
2020.8.19,수요일,1688,0
2020.8.20,목요일,1530,0.567272727
2020.8.21,금요일,1381,1.946391523
2020.8.22,토요일,1742,11.27167875
2020.8.24,월요일,2009,0.009693252
2020.8.25,화요일,1934,0.631466815
2020.8.26,수요일,1898,31.37247072
2020.8.27,목요일,1932,7.813753486
2020.8.28,금요일,2365,11.90215282
2020.8.29,토요일,1814,15.57965421
2020.8.31,월요일,1799,2.399040714
2020.9.1,화요일,1559,0.521885109
2020.9.2,수요일,1678,71.00880089
2020.9.3,목요일,2160,44.15131065
2020.9.4,금요일,2880,0.143201339
2020.9.5,토요일,1888,2.340568879
2020.9.7,월요일,2868,72.43162298
2020.9.8,화요일,2539,0.543959844
2020.9.9,수요일,2400,11.67954267
2020.9.10,목요일,2343,0.450686001
2020.9.11,금요일,2222,12.33747909
2020.9.12,토요일,2176,12.48053542
2020.9.14,월요일,2366,0.033061907
2020.9.15,화요일,2206,0.017836029
2020.9.16,수요일,2190,4.114790853
2020.9.17,목요일,2131,3.080669269
2020.9.18,금요일,2059,1.443970998
2020.9.19,토요일,2046,1.558918015
2020.9.21,월요일,2028,0
2020.9.22,화요일,2039,0.007919688
2020.9.23,수요일,2216,0.376285555
2020.9.24,목요일,2380,1.57923034
2020.9.25,금요일,2239,2.909726715
2020.9.26,토요일,2126,1.414021194
2020.9.28,월요일,2614,0
