"date","요일","가격","중국화폐종가","당근거래량","당근_강수량_지속영향_size15","daedong_stock","etf","서울대_s2"
"2017.2.9","목요일",1240,167.57,364923,1.077956204,6710,6360,0.275132275
"2017.2.10","금요일",1251,166.69,286937,1.289671533,6660,6355,0.251295337
"2017.2.11","토요일",973,165.802448,140587,1.393448905,6633.826197,6362.574219,0.2
"2017.2.13","월요일",1230,167.07,252550,1.419206204,6680,6375,0.300813008
"2017.2.14","화요일",1240,165.84,405466,0.533567518,6780,6375,0.211743772
"2017.2.15","수요일",1177,165.22,408779,1.41939781,6810,6390,0.251162791
"2017.2.16","목요일",1099,166.62,442570,1.529917883,6860,6495,0.257425743
"2017.2.17","금요일",1255,167.59,365914,1.750885036,6800,6385,0
"2017.2.18","토요일",1007,165.6663183,157585,1.712645985,6763.207629,6316.484541,0.242718447
"2017.2.20","월요일",1092,166.51,499667.8,2.182965328,6770,6350,0.285988484
"2017.2.21","화요일",975,166.02,372542,2.31770073,6780,6405,0.215053763
"2017.2.22","수요일",937,165.53,221734,7.336751825,6790,6350,0.296511628
"2017.2.23","목요일",970,165.03,303347,7.359744526,6910,6350,0.22
"2017.2.24","금요일",880,164.58,259396,7.362509124,6920,6310,0.306122449
"2017.2.25","토요일",1014,166.3250321,264085,7.14314781,6909.409484,6285.417039,0.224137931
"2017.2.27","월요일",1046,165.14,440053,7.090757299,6920,6270,0.274509804
"2017.2.28","화요일",1208,165.68,445360,7.081085766,6940,6255,0
"2017.3.1","수요일",955,165.69,481099,6.699635036,6940,6310.406925,0.230088496
"2017.3.2","목요일",963,167.01,405120.7,7.668521898,6930,6350,0.242206235
"2017.3.3","금요일",987,167.07,358118,1.838065693,6810,6305,0.328125
"2017.3.4","토요일",980,166.6404512,276938,7.665757299,6802.6795,6309.0153,0.303030303
"2017.3.6","월요일",1000,167.48,529867.9,7.519717153,6850,6340,0.247126437
"2017.3.7","화요일",904,166.71,373489,7.323914234,6840,6330,0.193650794
"2017.3.8","수요일",896,167.1,391453,7.326104015,6830,6280,0.0606060606
"2017.3.9","목요일",954,167.85,303597,6.679689781,6850,6255,0.173469388
"2017.3.10","금요일",962,166.26,322179,6.29290146,6890,6155,0.300492611
"2017.3.11","토요일",1038,165.8025621,282025,0.520072993,6903.054176,6138.938247,0.198198198
"2017.3.13","월요일",971,166.03,494003,0.989808394,6890,6145,0.296052632
"2017.3.14","화요일",924,166.3,450424,1.130392336,6860,6095,0.209150327
"2017.3.15","수요일",892,163.22,270492,1.066687956,6810,6110,0.300429185
"2017.3.16","목요일",949,163.65,405792,1.079306569,6770,6140,0
"2017.3.17","금요일",1148,163.54,468201,1.095593066,6730,6135,0.181818182
"2017.3.18","토요일",914,163.5476131,259070,0.72729927,6727.04612,6175.755967,0
"2017.3.20","월요일",900,161.32,408584,2.429416058,6750,6175,0
"2017.3.21","화요일",824,163.07,491772,2.81439781,6760,6075,0.213270142
"2017.3.22","수요일",798,162.33,245230,2.676587591,6740,6050,0
"2017.3.23","목요일",906,163.03,190504,3.014534672,6790,6020,0.207207207
"2017.3.24","금요일",840,162.34,319873.5,3.120337591,6720,6015,0.264150943
"2017.3.25","토요일",987,161.7893243,148395,4.250538321,6729.930462,6011.490351,0.251461988
"2017.3.27","월요일",846,161.69,409795,4.474698905,6750,5995,0.236363636
"2017.3.28","화요일",812,162.26,288560,4.540520073,6710,5980,0.274193548
"2017.3.29","수요일",981,161.31,340415.5,2.917956204,6790,6005,0.360946746
"2017.3.30","목요일",1023,162.37,309724,4.429206204,6750,5975,0.244498778
"2017.3.31","금요일",933,162.28,382557,6.149425182,6760,5950,0.296296296
"2017.4.1","토요일",996,162.7406506,315475.2,6.345091241,6804.1407,5975.040128,0.181818182
"2017.4.3","월요일",909,162.23,336778,6.749516423,6820,6000,0.173333333
"2017.4.4","화요일",873,163.36,396237,5.600821168,6800,5980,0.185185185
"2017.4.5","수요일",904,163.64,312635.5,9.637572993,6830,5960,0.185185185
"2017.4.6","목요일",872,164.01,317656,15.72341241,6800,5945,0.204081633
"2017.4.7","금요일",844,164.91,221837,14.99277372,6790,5910,0.368421053
"2017.4.8","토요일",974,164.7140567,126715,15.40596715,6734.383765,5899.211389,0
"2017.4.10","월요일",1349,165.65,470299.5,13.71138686,6660,5925,0.176190476
"2017.4.11","화요일",1269,166.22,376931.2,16.77208942,6620,5970,0.29245283
"2017.4.12","수요일",1292,164.69,290731,16.22499088,6620,5990,0.255591054
"2017.4.13","목요일",1206,164.92,344460.8,16.00083029,6640,6030,0.304932735
"2017.4.14","금요일",1159,165.05,389507,12.92877737,6590,6035,0.221945137
"2017.4.15","토요일",978,165.4374885,192685,7.704379562,6616.277322,6029.032636,0.259615385
"2017.4.17","월요일",1176,164.63,650855,20.37471715,6670,6000,0.211538462
"2017.4.18","화요일",1058,166.03,442140,19.28414234,6670,5945,0.256097561
"2017.4.19","수요일",868,166.04,327725,18.50010036,6660,5935,0.262135922
"2017.4.20","목요일",968,165.37,454940,16.56011861,6640,5925,0.192771084
"2017.4.21","금요일",875,164.77,316329,18.75261861,6660,5865,0.24260355
"2017.4.22","토요일",922,165.1074247,158083,16.08520073,6663.540347,5869.29371,0.196428571
"2017.4.24","월요일",919,164.76,456140.5,8.017673358,6650,5885,0
"2017.4.25","화요일",828,163.88,451491,8.163877737,6640,5870,0.333333333
"2017.4.26","수요일",856,164.38,390692,4.582554745,6620,5920,0.240909091
"2017.4.27","목요일",824,164.06,308452,8.718722628,6550,5845,0.259615385
"2017.4.28","금요일",823,165.06,419581,6.920711679,6570,5865,0.245059289
"2017.4.29","토요일",741,164.2923709,94557,6.861386861,6616.663981,5923.296876,0
"2017.5.1","월요일",886,165.03,512363,6.911678832,6658.335845,5973.177994,0.20625
"2017.5.2","화요일",976,163.75,486429,6.371432482,6690,6000,0.219638243
"2017.5.3","수요일",879,164.37,441889,6.778321168,6707.485504,5994.632882,0.328
"2017.5.4","목요일",909,164.67,288975,2.680866788,6710,5970,0.288235294
"2017.5.5","금요일",880,164.53,276858,2.232536496,6698.772061,5941.579769,0.300884956
"2017.5.6","토요일",833,163.5569738,141098,3.325319343,6679.735397,5913.017446,0.291925466
"2017.5.8","월요일",960,164.19,364936,3.309060219,6660,5885,0.196261682
"2017.5.9","화요일",956,164.92,513890,5.717928832,6660,5862.170947,0.464285714
"2017.5.10","수요일",928,163.99,347676,5.495857664,6710,5865,0.250526316
"2017.5.11","목요일",910,162.88,375763,5.568065693,6740,5890,0.27388535
"2017.5.12","금요일",855,162.83,469849.5,7.819124088,6810,5870,0.406976744
"2017.5.13","토요일",839,163.2343359,165551,6.432527372,6817.070203,5868.026381,0.261682243
"2017.5.15","월요일",967,162.21,582959,6.165702555,6780,5860,0.215753425
"2017.5.16","화요일",854,162.06,392982,7.122591241,6820,5835,0.311926606
"2017.5.17","수요일",960,163.19,461491,7.151906934,7080,5885,0.225806452
"2017.5.18","목요일",827,163.91,338073.5,4.775565693,7140,5875,0.301526718
"2017.5.19","금요일",857,162.32,338076,6.975255474,7080,5845,0.256
"2017.5.20","토요일",758,163.2986667,144286,7.122764599,7073.637252,5864.662167,0.25
"2017.5.22","월요일",986,162.06,480795,4.179324818,7070,5885,0
"2017.5.23","화요일",886,163.34,389140.5,5.388385036,7080,5860,0.254237288
"2017.5.24","수요일",858,162.44,451813,6.322846715,7330,5850,0.260714286
"2017.5.25","목요일",835,163.1,319595,6.277682482,7420,5850,0.280412371
"2017.5.26","금요일",896,163.2,373802,3.797025547,7570,5830,0.220103986
"2017.5.27","토요일",740,163.6933031,147000,3.651195255,7697.779969,5834.942675,0.245283019
"2017.5.29","월요일",992,163.67,446454,3.578987226,7730,5840,0.32
"2017.5.30","화요일",866,164.03,271103,1.251304745,7650,5810,0.242038217
"2017.5.31","수요일",1049,164.41,476932,0.949817518,7540,5775,0.314814815
"2017.6.1","목요일",899,164.83,507218,1.217189781,7540,5775,0
"2017.6.2","금요일",911,164.19,289489,0.916633212,7540,5735,0.206521739
"2017.6.3","토요일",961,164.361582,141586,1.418038321,7517.648107,5722.906385,0.237288136
"2017.6.5","월요일",876,164.36,469021.5,1.4075,7530,5745,0.270053476
"2017.6.6","화요일",852,164.53,326826,8.747582117,7619.485246,5779.101987,0.190751445
"2017.6.7","수요일",931,165.44,348222.5,9.804124088,7730,5805,0.261006289
"2017.6.8","목요일",948,164.99,313519,9.804124088,7810,5810,0.156862745
"2017.6.9","금요일",942,165.53,360383,9.603722628,7860,5815,0.213861386
"2017.6.10","토요일",898,165.2468403,190225,8.747162409,7747.267478,5847.372333,0.25
"2017.6.12","월요일",946,166.37,471809.5,9.233722628,7660,5850,0.181818182
"2017.6.13","화요일",918,165.87,442960,9.481669708,7730,5800,0.248407643
"2017.6.14","수요일",882,164.9,371163,9.51665146,7670,5810,0.282685512
"2017.6.15","목요일",893,166.11,297570,2.187107664,7710,5780,0.307692308
"2017.6.16","금요일",860,166.38,354003,8.460109489,7840,5815,0.203883495
"2017.6.17","토요일",866,166.2924151,189274,9.423987226,7866.994921,5817.037683,0.31
"2017.6.19","월요일",979,166.69,517668,8.803713504,7830,5820,0.15
"2017.6.20","화요일",921,167.22,316603,10.98056569,7810,5850,0.293594306
"2017.6.21","수요일",887,167.41,382877,11.08719891,7790,5785,0.206680585
"2017.6.22","목요일",880,166.69,269527,10.80566606,7750,5765,0.282608696
"2017.6.23","금요일",968,166,323455,3.758476277,7690,5730,0.239740821
"2017.6.24","토요일",888,167.4416431,201450,3.413330292,7608.336568,5711.179758,0.224489796
"2017.6.26","월요일",898,165.69,393530.5,4.967472628,7590,5695,0.251322751
"2017.6.27","화요일",853,167.42,359950,5.079087591,7660,5670,0.244292237
"2017.6.28","수요일",837,167.5,302024,5.156906934,7650,5680,0.271929825
"2017.6.29","목요일",834,169.04,269471,7.542162409,7740,5685,0.268867925
"2017.6.30","금요일",931,168.92,359852,9.399534672,7760,5830,0.141509434
"2017.7.1","토요일",882,168.5789643,214372,9.734507299,7644.558428,5965.967979,0.218390805
"2017.7.3","월요일",939,169.15,341529,13.15489051,7710,6015,0.262195122
"2017.7.4","화요일",861,169.21,312825.5,15.34994526,8100,5995,0.464285714
"2017.7.5","수요일",919,169.57,275144,14.9197354,8200,6050,0
"2017.7.6","목요일",859,170.15,253064,17.13270073,8150,6085,0.270155587
"2017.7.7","금요일",891,169.52,310204,15.5882938,8050,6080,0.242424242
"2017.7.8","토요일",749,168.9041389,103061,13.93987226,8042.203665,6137.318309,0
"2017.7.10","월요일",943,168.97,462666,20.96125,8000,6210,0.345454545
"2017.7.11","화요일",867,168.94,333033,23.50007299,7870,6235,0.245847176
"2017.7.12","수요일",878,167.7,264501.5,19.6500365,7900,6210,0.281967213
"2017.7.13","목요일",890,167.74,332633,18.61066606,7620,6045,0.253393665
"2017.7.14","금요일",851,166.64,329162,21.74336679,7540,5965,0.253424658
"2017.7.15","토요일",755,167.3976218,95271,22.79740876,7581.130128,5952.088554,0.163265306
"2017.7.17","월요일",949,166.68,495917.5,19.07551095,7500,5980,0.255681818
"2017.7.18","화요일",840,166.8,269881.5,17.58875912,7260,6020,0.281395349
"2017.7.19","수요일",818,166.56,292876,17.56637774,7310,5995,0.261363636
"2017.7.20","목요일",818,165.88,323849,13.88166971,7360,6000,0.21415608
"2017.7.21","금요일",846,165.34,316206,13.94387774,7320,6085,0.217948718
"2017.7.22","토요일",854,165.6181747,74942,14.5094708,7300.902634,6021.380125,0
"2017.7.24","월요일",850,165.22,421341,13.91314781,7200,5965,0.25
"2017.7.25","화요일",860,165.91,363501,13.8959854,7020,6020,0
"2017.7.26","수요일",820,164.73,247169.5,12.47134124,7140,5875,0.314814815
"2017.7.27","목요일",793,165.71,230072,9.653850365,7150,5910,0.23699422
"2017.7.28","금요일",789,166.93,290573,8.79774635,7150,5925,0.211009174
"2017.7.29","토요일",824,166.2480489,99893,9.704963504,7042.041961,5898.395213,0.147058824
"2017.7.31","월요일",941,166.41,474664,11.89809307,7110,5895,0.295890411
"2017.8.1","화요일",796,166.94,538704,10.62357664,7480,5925,0.271232877
"2017.8.2","수요일",792,167.06,241798,8.746925182,7510,5870,0.242424242
"2017.8.3","목요일",800,168.07,296925.3,8.09600365,7610,5815,0.194174757
"2017.8.4","금요일",789,167.75,173357,8.54145073,7810,5795,0.216981132
"2017.8.5","토요일",714,168.376241,42280,8.759653285,8067.942671,5795.287384,0.208333333
"2017.8.7","월요일",772,167.69,337921.5,7.879790146,8100,5815,0.249011858
"2017.8.8","화요일",834,168.37,380767,10.69737226,7750,5840,0.306666667
"2017.8.9","수요일",787,170.72,254812,10.62274635,7540,5820,0.259649123
"2017.8.10","목요일",796,172.12,341415.5,14.02012774,7590,5800,0.270386266
"2017.8.11","금요일",811,171.48,274058.5,14.76234489,7590,5741.566655,0.262295082
"2017.8.12","토요일",709,169.9124079,119782,14.68877737,7526.530176,5661.644302,0.285714286
"2017.8.14","월요일",862,170.79,360173.5,25.43461679,7500,5600,0.304347826
"2017.8.15","화요일",831,169.91,319566,28.01964416,7571.587681,5579.449086,0.175675676
"2017.8.16","수요일",845,169.71,298480,28.05793796,7630,5555,0.212389381
"2017.8.17","목요일",1000,171.15,493629.5,24.39156022,7550,5505,0.248407643
"2017.8.18","금요일",802,170.85,370234,25.8154927,7380,5510,0.243654822
"2017.8.19","토요일",745,170.7413617,113680,28.93543796,7341.829745,5496.123532,0.275229358
"2017.8.21","월요일",861,170.84,354620,33.86067518,7380,5495,0.263736264
"2017.8.22","화요일",852,169.97,415052,36.56797445,7350,5525,0.267857143
"2017.8.23","수요일",842,169.34,347726,26.88543796,7200,5470,0.217948718
"2017.8.24","목요일",832,169.35,323179,35.37788321,7230,5450,0.243816254
"2017.8.25","금요일",862,168.66,330576,35.65040146,7390,5485,0.25
"2017.8.26","토요일",859,171.370125,138615,33.09844891,7393.957603,5503.154439,0.226415094
"2017.8.28","월요일",936,169.25,319475.5,31.03490876,7340,5485,0.22556391
"2017.8.29","화요일",904,170.47,315266.5,27.53343978,7340,5445,0.204753199
"2017.8.30","수요일",859,170.47,311977.5,26.78009124,7250,5425,0.208571429
"2017.8.31","목요일",1103,170.69,427000,19.06416971,7260,5400,0.300380228
"2017.9.1","금요일",953,171.01,374116,15.06673358,7290,5485,0.147632312
"2017.9.2","토요일",975,171.8532862,100105,13.36434307,7277.926915,5501.339699,0.12962963
"2017.9.4","월요일",1110,173.54,394917,14.41056569,7230,5480,0.242307692
"2017.9.5","화요일",994,173.21,419619.5,13.89767336,7180,5500,0.22
"2017.9.6","수요일",1184,173.65,327419.5,12.77062956,7190,5530,0.222910217
"2017.9.7","목요일",1102,173.88,325785.5,11.67532847,7180,5560,0.310699588
"2017.9.8","금요일",1071,174.65,310698,10.8017427,7080,5545,0.260377358
"2017.9.9","토요일",963,172.1770194,197157,9.630793796,6912.345236,5530.619046,0
"2017.9.11","월요일",1113,173.1,358442,17.20565693,6920,5525,0.238554217
"2017.9.12","화요일",1056,172.71,346291,16.94081204,7180,5510,0.244604317
"2017.9.13","수요일",1007,173.02,323702.5,16.19146898,7180,5475,0.237410072
"2017.9.14","목요일",1160,173.02,291100,15.70766423,7190,5505,0.264350453
"2017.9.15","금요일",1221,172.94,407106.5,13.30699818,7200,5520,0.216748768
"2017.9.16","토요일",1270,172.327499,203392,13.82208942,7197.122772,5567.220762,0.220125786
"2017.9.18","월요일",1750,171.87,430022.5,16.24800182,7240,5585,0.24127907
"2017.9.19","화요일",1488,171.81,474664.5,16.90713504,7390,5515,0.305194805
"2017.9.20","수요일",1380,172.14,472696,7.568740876,7550,5470,0.176470588
"2017.9.21","목요일",1305,171.89,365330,16.2045438,7380,5515,0.328947368
"2017.9.22","금요일",1301,171.92,470154,15.56637774,7350,5535,0.207936508
"2017.9.23","토요일",1232,172.290899,204484,12.56715328,7361.205038,5526.880183,0.186206897
"2017.9.25","월요일",1396,171.39,474247.5,10.22586679,7360,5520,0.226600985
"2017.9.26","화요일",1316,171.32,436995,11.62210766,7370,5525,0.223382046
"2017.9.27","수요일",1284,172.49,417281,14.49604015,7390,5510,0.293838863
"2017.9.28","목요일",1033,172.06,413751,4.496605839,7350,5500,0.177615572
"2017.9.29","금요일",1109,172.13,425121,5.111085766,7520,5480,0.254237288
"2017.9.30","토요일",1432,172.0533937,253311,5.157837591,7660.292657,5461.654324,0.25
"2017.10.2","월요일",1562,172.34,393196,13.27089416,7708.690874,5449.504615,0.289473684
"2017.10.3","화요일",1233,171.83,130942,13.45919708,7694.027684,5443.157601,0.340425532
"2017.10.7","토요일",916,171.854981,49721,13.45819343,7645.136119,5442.220009,0.259259259
"2017.10.9","월요일",1418,172.63,388756,12.0345073,7590.849214,5446.298566,0.252019386
"2017.10.10","화요일",1388,172.76,439476.5,10.37064781,7560,5455,0.237261146
"2017.10.11","수요일",1371,171.91,390925.5,14.06422445,7590,5455,0.263969171
"2017.10.12","목요일",1222,171.96,332353.5,15.80074818,7700,5430,0.298662704
"2017.10.13","금요일",1268,171.24,344891,15.80225365,7760,5480,0.283505155
"2017.10.14","토요일",1116,171.2901943,149913,7.654315693,7787.280431,5520.431218,0.227272727
"2017.10.16","월요일",1319,171.22,374528,17.09304745,7810,5520,0.202572347
"2017.10.17","화요일",1348,170.79,489266,15.83208029,7860,5485,0.294429708
"2017.10.18","수요일",1145,170.94,431885,13.09006387,7900,5450,0.226460072
"2017.10.19","목요일",989,170.68,331056,12.69677007,7700,5445,0.202380952
"2017.10.20","금요일",1025,171.03,462888,12.15592153,7750,5470,0.227272727
"2017.10.21","토요일",910,170.4980954,158779.5,11.41724453,7681.706387,5453.881686,0.171779141
"2017.10.23","월요일",974,170.31,535757.6,4.897518248,7550,5430,0.202020202
"2017.10.24","화요일",931,170.43,400787,4.659114964,7550,5450,0.251428571
"2017.10.25","수요일",858,169.88,380367,3.253494526,7650,5490,0.248888889
"2017.10.26","목요일",814,169.93,362429,4.683275547,7670,5470,0.24522293
"2017.10.27","금요일",826,169.28,288413,4.215,7560,5425,0.285714286
"2017.10.28","토요일",773,169.5272485,131337,3.258613139,7558.958662,5425.666701,0.315789474
"2017.10.30","월요일",805,169.22,417405.6,1.632737226,7590,5455,0.237209302
"2017.10.31","화요일",1111,168.56,439190,1.631231752,7590,5465,0.2046875
"2017.11.1","수요일",811,168.34,317421,1.570939781,7800,5430,0.219616205
"2017.11.2","목요일",851,168.31,411938,0.137189781,7990,5455,0.241590214
"2017.11.3","금요일",811,168.14,326233,0.442326642,8050,5460,0.314102564
"2017.11.4","토요일",729,168.4483411,206983,0.789899635,8109.694453,5446.798929,0.285714286
"2017.11.6","월요일",781,167.75,384209,0.726195255,8110,5435,0.284382284
"2017.11.7","화요일",815,167.76,315412.5,0.825164234,8010,5435,0.278985507
"2017.11.8","수요일",849,168.12,339876.5,0.835939781,7970,5445,0.231683168
"2017.11.9","목요일",807,168.42,285498.5,0.835939781,7880,5450,0.155963303
"2017.11.10","금요일",779,168.78,377965,0.991715328,7910,5400,0.211838006
"2017.11.11","토요일",760,167.3321261,165886.8,0.97645073,7884.173265,5393.298732,0.288461538
"2017.11.13","월요일",813,168.65,402293.5,0.738677007,7910,5410,0.236580517
"2017.11.14","화요일",803,168.09,353381.5,0.621760949,8040,5405,0.230994152
"2017.11.15","수요일",793,166.94,360052,1.027983577,7950,5390,0.300859599
"2017.11.16","목요일",712,165.47,366054,0.929014599,7990,5360,0.2375
"2017.11.17","금요일",933,165.13,421069,1.093001825,7920,5365,0.242544732
"2017.11.18","토요일",688,166.2493564,151664,1.113932482,7878.307258,5396.57525,0
"2017.11.20","월요일",785,165.34,378473.5,1.030209854,7920,5410,0.198019802
"2017.11.21","화요일",798,164.58,412500.2,0.919315693,8000,5385,0.330623306
"2017.11.22","수요일",758,164.3,298393.5,0.549361314,8000,5395,0.283236994
"2017.11.23","목요일",691,164.66,445332.5,0.604461679,8000,5435,0.273556231
"2017.11.24","금요일",687,164.43,288495,0.588448905,8000,5430,0.248120301
"2017.11.25","토요일",676,165.2707851,220996.5,0.911961679,8007.312463,5418.899016,0
"2017.11.27","월요일",698,165.49,428403,0.836167883,8050,5410,0.201277955
"2017.11.28","화요일",691,164.04,386470,0.883120438,8110,5390,0.321428571
"2017.11.29","수요일",634,163.72,301257,1.392655109,8060,5360,0.359477124
"2017.11.30","목요일",880,164.56,442273,1.466341241,7960,5385,0.270967742
"2017.12.1","금요일",661,163.73,330766.6,1.395091241,7710,5385,0.250803859
"2017.12.2","토요일",745,164.4671648,233986,1.438585766,7639.473021,5424.270117,0.205607477
"2017.12.4","월요일",701,164.1,426946.5,1.39584854,7680,5450,0.217532468
"2017.12.5","화요일",648,164.31,401203,1.269899635,7680,5415,0.243589744
"2017.12.6","수요일",645,165.38,374585,1.651687956,7680,5410,0.214092141
"2017.12.7","목요일",630,165.21,256626.5,1.456140511,7600,5365,0.258823529
"2017.12.8","금요일",646,165.06,272201.5,1.077728102,7420,5315,0.241935484
"2017.12.9","토요일",636,163.9088629,258590,1.616149635,7509.736844,5295.221583,0.165048544
"2017.12.11","월요일",703,164.51,304375,1.614680657,7600,5290,0.277886497
"2017.12.12","화요일",687,165.06,308653,1.53479927,7480,5275,0.245579568
"2017.12.13","수요일",711,163.9,271816,1.188905109,7500,5250,0.228426396
"2017.12.14","목요일",681,164.79,213625.5,0.998074818,7500,5245,0.255555556
"2017.12.15","금요일",723,164.76,294071,0.987791971,9450,5205,0.269662921
"2017.12.16","토요일",698,163.643103,237203,0.472372263,10506.90682,5192.315842,0
"2017.12.18","월요일",819,164.15,420158,0.497198905,10150,5195,0.29245283
"2017.12.19","화요일",831,164.38,409670,0.571532847,9350,5190,0
"2017.12.20","수요일",735,164.25,347454,0.633275547,9680,5210,0.171717172
"2017.12.21","목요일",783,164.1,610814.5,0.644452555,9250,5235,0.157894737
"2017.12.22","금요일",736,163.86,416073.5,0.441687956,9310,5255,0.288135593
"2017.12.23","토요일",696,163.6812362,312335,0.383604015,9419.55526,5254.451607,0
"2017.12.25","월요일",742,164.62,403300,0.316642336,9310,5246.989451,0
"2017.12.26","화요일",749,164.41,293826.5,0.152116788,9200,5255,0.243902439
"2017.12.27","수요일",763,163.99,310406,0.221979927,9650,5285,0.227106227
"2017.12.28","목요일",753,163.81,265085.5,0.221742701,9600,5295,0.213270142
"2017.12.29","금요일",788,164.04,494617,0.140830292,9621.407016,5288.320246,0.255319149
"2017.12.30","토요일",835,164.031528,146676,0.334087591,9883.950934,5288.408212,0.320441989
"2018.1.2","화요일",876,163.74,86570,0.334087591,10300,5320,0.295275591
"2018.1.3","수요일",785,163.74,426562,0.333257299,10650,5370,0.27444795
"2018.1.4","목요일",809,163.59,433347.5,0.393879222,10600,5345,0.145833333
"2018.1.5","금요일",766,163.68,447768.5,0.641805324,10850,5345,0.262195122
"2018.1.6","토요일",771,164.5682976,268768,0.642635616,10842.96077,5343.975023,0
"2018.1.8","월요일",783,164.44,395678.5,1.071991734,10650,5320,0.241071429
"2018.1.9","화요일",776,164.17,314189,1.208120766,10550,5290,0
"2018.1.10","수요일",816,164.43,244188.5,1.683450313,10650,5315,0.333333333
"2018.1.11","목요일",840,164.04,252155,2.379593417,10900,5300,0.288888889
"2018.1.12","금요일",874,164.06,180808.5,2.540417797,10200,5255,0.269767442
"2018.1.13","토요일",895,165.5402065,115735.5,2.378031837,10110.81492,5248.124069,0.235294118
"2018.1.15","월요일",923,165.2,210673.5,2.260696634,10250,5255,0.363636364
"2018.1.16","화요일",954,165.22,253519.5,5.697470828,10000,5240,0.20754717
"2018.1.17","수요일",979,165.89,413594.5,6.050205751,10100,5230,0.179245283
"2018.1.18","목요일",932,166.76,333630,6.320860215,9850,5250,0.199566161
"2018.1.19","금요일",952,166.72,333633,5.873548387,9850,5245,0.204918033
"2018.1.20","토요일",871,166.94321,420909,5.868957457,9867.332731,5248.652223,0.259259259
"2018.1.22","월요일",847,166.96,635474.5,6.353454885,9740,5245,0.246478873
"2018.1.23","화요일",838,167.67,431270,6.247339878,9740,5215,0
"2018.1.24","수요일",808,167.19,418455.5,6.436035531,10450,5225,0.245283019
"2018.1.25","목요일",849,168.58,319768.5,2.767891538,10150,5325,0.454545455
"2018.1.26","금요일",835,168.46,261516,4.928807854,10300,5335,0.205882353
"2018.1.27","토요일",843,168.8572117,148963,5.212211314,10289.33824,5359.629837,0.294117647
"2018.1.29","월요일",909,168.99,296735.5,4.698653576,10150,5385,0.189655172
"2018.1.30","화요일",917,169.71,360021.7,4.607395979,10100,5390,0
"2018.1.31","수요일",1000,170.16,438144.5,4.42114072,9840,5445,0.231404959
"2018.2.1","목요일",902,170,487342.6,4.621421225,9800,5380,0.138157895
"2018.2.2","금요일",932,172.97,413855.6,1.297297803,9630,5360,0.38
"2018.2.3","토요일",946,171.2520118,398121,0.688957457,9426.119278,5354.189699,0
"2018.2.5","월요일",1003,174.06,488598.6,0.908256194,9350,5320,0.266666667
"2018.2.6","화요일",1101,171.9,343016.4,1.169518467,9270,5300,0
"2018.2.7","수요일",1182,173.9,273236,1.168368396,8690,5430,0.333333333
"2018.2.8","목요일",1150,173.47,284543,1.299008883,8750,5405,0.24
"2018.2.9","금요일",1121,172.41,368535.6,1.319878448,8610,5390,0.238938053
"2018.2.10","토요일",1126,171.770628,233286,1.261290323,8556.285315,5395.093743,0
"2018.2.12","월요일",1210,171.09,514494,1.275502571,8540,5410,0.216748768
"2018.2.13","화요일",1194,171.12,616863.2,1.202477793,8430,5435,0.267605634
"2018.2.14","수요일",1202,168.69,415507.1,1.047124825,8500,5450,0.356435644
"2018.2.15","목요일",1253,167.63,31240,0.956605891,8650.057079,5453.626984,0
"2018.2.19","월요일",1040,168.15,252521.5,1.170668537,8790,5460,0.231428571
"2018.2.20","화요일",838,169.32,544338,0.857643759,8870,5470,0.298076923
"2018.2.21","수요일",890,169.5,536133,1.198672277,8810,5450,0.235697941
"2018.2.22","목요일",876,170.19,417713.6,1.118737728,8560,5450,0.239700375
"2018.2.23","금요일",894,169.94,376658.6,1.195829827,8580,5480,0.293413174
"2018.2.24","토요일",800,169.4673749,300284,1.009883123,8583.838808,5496.296986,0.289308176
"2018.2.26","월요일",855,169.52,450747,0.765516597,8620,5500,0.295597484
"2018.2.27","화요일",955,171.2,277004.2,0.684506779,8750,5510,0.275700935
"2018.2.28","수요일",964,171.41,324957.6,7.128246844,8710,5555,0.330316742
"2018.3.1","목요일",954,170.31,319269,7.316100982,8710,5638.744918,0.201117318
"2018.3.2","금요일",1027,170.16,306645.5,7.227237027,8340,5695,0.262697023
"2018.3.3","토요일",951,169.1248045,272751,7.37201496,8275.685671,5670.999478,0
"2018.3.5","월요일",954,169.72,764860.6,9.211257597,8310,5635,0.297794118
"2018.3.6","화요일",921,168.62,361691.8,9.250135577,8150,5660,0.271186441
"2018.3.7","수요일",962,168.75,268279,11.94959327,8200,5680,0.240540541
"2018.3.8","목요일",899,169.36,412167,15.80186068,8200,5590,0.356321839
"2018.3.9","금요일",916,168.24,331867.6,8.934950912,8290,5625,0.166666667
"2018.3.10","토요일",909,169.1585702,224147,15.73382889,8398.388864,5606.155432,0.265306122
"2018.3.12","월요일",855,168.25,590912.3,15.82043011,8500,5565,0.361445783
"2018.3.13","화요일",846,168.76,482327.8,15.58355306,8570,5590,0.273607748
"2018.3.14","수요일",858,168.5,437067,13.78875175,8500,5620,0.243835616
"2018.3.15","목요일",833,169.21,311365.6,21.32723703,8400,5580,0.20754717
"2018.3.16","금요일",752,168.99,344760.6,18.89853202,8320,5550,0.311111111
"2018.3.17","토요일",778,169.3904941,211675,10.72429173,8316.11225,5526.661412,0
"2018.3.19","월요일",839,169.53,447407.1,19.67378214,8410,5490,0.37254902
"2018.3.20","화요일",800,169.23,403301,20.80113137,8510,5440,0.289568345
